"FW_name","species","species_type","metabolic_type","functional_group","taxonomic_level","movement_type","bodymass","abundance","biomass","losses","efficiencies"
"IS10","Achnanthes","plant","plant","plant","genus","sessile",5.92e-10,290864211.94355,0.172191613470582,NA,0.457939251625411
"IS10","Amphora","plant","plant","plant","genus","sessile",2.244e-10,935348.3262,0.00020989216439928,NA,0.457939251625411
"IS10","Bacteria","detritus","heterotrophic bacteria","nonfeeding",NA,"sessile",NA,NA,NA,NA,0.117363080963621
"IS10","Capnia vidua","animal","ectotherm invertebrate","herbivore","species","walking",0.000314441312,4,0.001257765248,1.18740897989933e-07,0.871955268793289
"IS10","Clinocera stagnalis","animal","ectotherm invertebrate","carnivore","species","walking",5.4905936e-05,24,0.001317742464,2.06361257779739e-07,0.871955268793289
"IS10","Cocconeis","plant","plant","plant","genus","sessile",2.16533333333333e-09,4954337.66166667,0.0107277924833956,NA,0.457939251625411
"IS10","CPOM","detritus","detritus","detritus",NA,"sessile",NA,NA,NA,NA,0.117363080963621
"IS10","Cymbella","plant","plant","plant","genus","sessile",1.208e-09,980228.4871,0.0011841160124168,NA,0.457939251625411
"IS10","Diamesa bertrami","animal","ectotherm invertebrate","herbivore","species","walking",7.2754524e-05,708,0.051510202992,7.43431711414693e-06,0.871955268793289
"IS10","Diamesa zernyi","animal","ectotherm invertebrate","herbivore","species","walking",0.000126784828,240,0.03042835872,3.73831795391703e-06,0.871955268793289
"IS10","Diatoma","plant","plant","plant","genus","sessile",4.76e-09,27617933.3,0.131461362508,NA,0.457939251625411
"IS10","Dicranota exclusa","animal","ectotherm invertebrate","omnivore","species","walking",0.0028309574,48,0.1358859552,6.78267685405356e-06,0.871955268793289
"IS10","Eukiefferiella minor","animal","ectotherm invertebrate","herbivore","species","walking",3.4985556e-05,3680,0.12874684608,2.2977145508208e-05,0.871955268793289
"IS10","Filamentous algae","plant","plant","plant",NA,"sessile",NA,NA,NA,NA,0.457939251625411
"IS10","FPOM","detritus","detritus","detritus",NA,"sessile",NA,NA,NA,NA,0.117363080963621
"IS10","Fragilaria","plant","plant","plant","genus","sessile",3.2736e-09,30975906.409825,0.101402727223203,NA,0.457939251625411
"IS10","Fungi","detritus","heterotrophic fungi","nonfeeding",NA,"sessile",NA,NA,NA,NA,0.117363080963621
"IS10","Gomphonema","plant","plant","plant","genus","sessile",3.83333333333333e-10,772882.777366667,0.000296271731323889,NA,0.457939251625411
"IS10","Green algae","plant","plant","plant",NA,"sessile",NA,NA,NA,NA,0.457939251625411
"IS10","Limoniinae indet.","animal","ectotherm invertebrate","herbivore","genus","walking",0.000368609568,4,0.001474438272,1.32925867126607e-07,0.871955268793289
"IS10","Macrophytes","plant","plant","plant",NA,"sessile",NA,NA,NA,NA,0.457939251625411
"IS10","Melosira","plant","plant","plant","genus","sessile",2.752e-09,89760.32185,0.0002470204057312,NA,0.457939251625411
"IS10","Meridion","plant","plant","plant","genus","sessile",2.024e-09,109906330.9,0.2224504137416,NA,0.457939251625411
"IS10","Micropsectra atrofasciata","animal","ectotherm invertebrate","herbivore","species","walking",0.000334891548,496,0.166106207808,1.5397523341093e-05,0.871955268793289
"IS10","Navicula","plant","plant","plant","genus","sessile",5.945e-10,9979171.821825,0.00593261764807496,NA,0.457939251625411
"IS10","Nitzschia","plant","plant","plant","genus","sessile",3.394e-10,11443016.948325,0.0038837599522615,NA,0.457939251625411
"IS10","Oligochaeta indet.","animal","ectotherm invertebrate","herbivore","class","walking",0.00026479966,1520,0.4024954832,3.99394592228742e-05,0.871955268793289
"IS10","Opephora","plant","plant","plant","genus","sessile",2.308e-10,890468.1653,0.00020552005255124,NA,0.457939251625411
"IS10","Paracricotopus sp.","animal","ectotherm invertebrate","herbivore","genus","walking",0.000861488332,8,0.006891906656,4.8574046328151e-07,0.871955268793289
"IS10","Pinnularia","plant","plant","plant","genus","sessile",4.36e-10,1870696.652,0.000815623740272,NA,0.457939251625411
"IS10","Rheocricotopus effesus","animal","ectotherm invertebrate","herbivore","species","walking",0.00017360774,8,0.00138886192,1.5576549451039e-07,0.871955268793289
"IS10","Simulium aureum","animal","ectotherm invertebrate","omnivore","species","walking",0.001875698348,36,0.067525140528,3.79782937896457e-06,0.871955268793289
"IS10","Simulium vittatum","animal","ectotherm invertebrate","omnivore","species","walking",2.504872e-06,4,1.0019488e-05,3.84135942977454e-09,0.871955268793289
"IS10","Sperchon glandulosus","animal","ectotherm invertebrate","herbivore","species","walking",0.000753868792,8,0.006030950336,4.41832035980478e-07,0.871955268793289
"IS10","Terrestrial","detritus","ectotherm invertebrate","nonfeeding",NA,"flying",NA,NA,NA,NA,0.117363080963621
"IS10","Thienemanniella sp.","animal","ectotherm invertebrate","herbivore","genus","walking",3.4985556e-05,372,0.013014626832,2.3226897089819e-06,0.871955268793289
