fw_name,species,metabolic_type,bodymass,bodymass_sd,abundance,biomass
mordown2,Aeshna cf mixta,ectotherm invertebrate,132.5302049,56.09350181,6,795.1812292
mordown2,Ancylus fluviatilis,ectotherm invertebrate,1.552332819,1.195055088,3,4.656998456
mordown2,Anguilla anguilla,ectotherm vertebrate,307000,109035.8657,0.02,6140
mordown2,Animal detritus,detritus,NA,NA,NA,NA
mordown2,Antocha sp.,ectotherm invertebrate,0.200494612,0.150562945,8,1.603956897
mordown2,Barbus haasi,ectotherm vertebrate,18628.5,8947.19961,0.08,1490.28
mordown2,Boyeria irene,ectotherm invertebrate,83.26947082,NA,2,166.5389416
mordown2,Brachyptera cf arcuata,ectotherm invertebrate,0.084496525,0.036927596,8,0.675972204
mordown2,Caenis luctuosa,ectotherm invertebrate,0.290021143,0.137395925,248,71.92524353
mordown2,Centroptilum luteolum,ectotherm invertebrate,0.206864637,0.187204979,10,2.068646366
mordown2,Chaetocladius sp.,ectotherm invertebrate,0.087745705,0.041121568,164,14.39029569
mordown2,Chimarra cf marginata,ectotherm invertebrate,4.436331529,3.392223087,2,8.872663058
mordown2,Chironomus sp.,ectotherm invertebrate,0.162391963,0.076330329,10,1.623919629
mordown2,Chydorus sp.,ectotherm invertebrate,0.001924744,0.002038771,14,0.026946421
mordown2,Cricotopus sp.,ectotherm invertebrate,0.204273086,0.174535553,246,50.2511792
mordown2,Detritus,detritus,NA,NA,NA,NA
mordown2,Diatoms,plant,NA,NA,NA,NA
mordown2,Filamentous algae,plant,NA,NA,NA,NA
mordown2,Fungi,fungi,NA,NA,NA,NA
mordown2,Gobio lozanoi,ectotherm vertebrate,4447.3684,2262.5866,0.21,933.947364
mordown2,Habrophlebia fusca,ectotherm invertebrate,0.03,NA,16,0.48
mordown2,Hydracarina,ectotherm invertebrate,0.018552593,0.01154328,14,0.259736296
mordown2,Hydropsyche exocellata,ectotherm invertebrate,2.298756809,1.091106516,4,9.195027236
mordown2,Limnius volckmari,ectotherm invertebrate,0.832474354,0.7258978,8,6.659794829
mordown2,Luciobarbus graellsii,ectotherm vertebrate,133453.333,127634.7963,0.43,57384.93319
mordown2,Lumbriculidae,ectotherm invertebrate,0.271218234,0.093614253,8,2.169745875
mordown2,Mesophylax cf aspersus,ectotherm invertebrate,0.781630721,1.062609553,0.1,0.078163072
mordown2,Mesovelia vittigera,ectotherm invertebrate,1.126351752,0,0.1,0.112635175
mordown2,Microtendipes sp.,ectotherm invertebrate,0.11505083,0,0.1,0.011505083
mordown2,Mystacides azureus,ectotherm invertebrate,0.75026139,0.484865749,8,6.002091121
mordown2,Naididae,ectotherm invertebrate,0.043910468,0.048565829,16,0.702567496
mordown2,Nematoda,ectotherm invertebrate,0.031243277,NA,4,0.124973108
mordown2,Nilotanypus sp.,ectotherm invertebrate,0.703797385,0.809604075,22,15.48354248
mordown2,Non-filamentous algae,plant,NA,NA,NA,NA
mordown2,Onychogomphus cf uncatus,ectotherm invertebrate,12.50783092,7.570524341,8,100.0626473
mordown2,Orthocladius sp.,ectotherm invertebrate,0.163116146,0.082279896,818,133.4290073
mordown2,Orthotrichia angustella,ectotherm invertebrate,0.75425436,0.050540949,2,1.50850872
mordown2,Oulimnius rivularis,ectotherm invertebrate,0.053048277,0.021319126,14,0.742675879
mordown2,Oxyethira cf frici,ectotherm invertebrate,0.085958144,0,1,0.085958144
mordown2,Oxygastra curtisii,ectotherm invertebrate,1.5,0.5,2,3
mordown2,Palpomyia sp.,ectotherm invertebrate,0.033925975,NA,3,0.101777925
mordown2,Parachondrostoma miegii,ectotherm vertebrate,10840,10945.6,1.32,14308.8
mordown2,Parametriocnemus sp.,ectotherm invertebrate,0.118327078,0.069557666,246,29.10846112
mordown2,Physa acuta,ectotherm invertebrate,0.28175,0,1,0.28175
mordown2,Platycnemis acutipennis,ectotherm invertebrate,8.760494969,3.075779133,3,26.28148491
mordown2,Polycentropus cf flavomaculatus,ectotherm invertebrate,6.20429733,5.715576465,10,62.0429733
mordown2,Potamopyrgus antipodarum,ectotherm invertebrate,0.366666667,0.094280904,1,0.366666667
mordown2,Prosimulium sp.,ectotherm invertebrate,0.578587229,0.535991031,2,1.157174458
mordown2,Psychomyia pusilla,ectotherm invertebrate,0.394031375,0.385230533,2,0.788062749
mordown2,Simulium erytrocephalum,ectotherm invertebrate,0.414229672,0.252653479,4,1.656918687
mordown2,Stenelmis consobrina,ectotherm invertebrate,0.444931974,0.056930925,4,1.779727896
mordown2,Sublettea sp.,ectotherm invertebrate,0.229769222,0.144851773,25,5.74423055
mordown2,Synorthocladius sp.,ectotherm invertebrate,0.072066435,0.067854686,164,11.81889531
mordown2,Tanypodinae,ectotherm invertebrate,0.12540185,0.087332112,148,18.5594738
mordown2,Thraulus bellus,ectotherm invertebrate,0.360147058,0.054158288,3,1.080441173
mordown2,Vegetal material,detritus,NA,NA,NA,NA
mordown2,Zalutschia sp.,ectotherm invertebrate,0.177125101,0.070476174,665,117.7881922
