"species","movement_type","bodymass","metabolic_type","biomass"
"Lepidocyrtus lanuginosus","walking",8.99e-06,"invertebrate",0.05948683
"Tomocerus flavescens","walking",0.000281974,"invertebrate",0.07190337
"Ena montana","walking",0.185357828,"invertebrate",0.185357828
"Ena montana juv","walking",0.073539299,"invertebrate",0.073539299
"Monachoides incarnatus juv","walking",0.039101123,"invertebrate",0.039101123
"mykorrhiza","other",-999,"heterotrophic fungi",NA
"Pantelozetes paolii","walking",1.22e-05,"invertebrate",0.003111
"Phyllobius oblongus","walking",0.010992216,"invertebrate",0.021984432
"plants","sessile",-999,"primary producer",NA
"root exudates","sessile",-999,"primary producer",NA
"root feeding nematodes","walking",2.35e-07,"invertebrate",NA
"roots","sessile",-999,"primary producer",NA
