"species","movement_type","bodymass","metabolic_type","biomass"
"Chrysomelidae sp. juv","walking",0.008099431,"invertebrate",0.008099431
"Curculionidae sp. juv","walking",0.017685976,"invertebrate",0.282975616
"dead organic matter","sessile",-999,"dead organic material",NA
"Phthiracarus longulus","walking",6.8e-05,"invertebrate",0.01734
"Tectocepheus velatus alatus","walking",1.35e-05,"invertebrate",0.013743
"saphrophytes","other",-999,"heterotrophic fungi",NA
"Rhysotritia duplicata","walking",0.000173747,"invertebrate",0.221179931
"Elateridae sp1 juv l","walking",0.01092301,"invertebrate",0.02184602
"Folsomia quadrioculata","walking",5.41e-06,"invertebrate",0.3455908
"fungivorous nematodes","walking",5.35e-07,"invertebrate",NA
"leaf litter","sessile",-999,"dead organic material",NA
"Achipteria coleoptrata","walking",5e-05,"invertebrate",0.07635
"Nesovitrea hammonis","walking",0.002188587,"invertebrate",0.002188587
"Nesovitrea hammonis juv","walking",0.001439063,"invertebrate",0.001439063
"Liodidae sp. s","walking",0.000242622,"invertebrate",0.003881952
"mykorrhiza","other",-999,"heterotrophic fungi",NA
"Chamobates voigtsi","walking",1.17e-05,"invertebrate",0.0297765
"Steganacarus magnus","walking",0.0004634,"invertebrate",0.2358706
"plants","sessile",-999,"primary producer",NA
"Tropiphorus sp.","walking",0.008260425,"invertebrate",0.2643336
"root exudates","sessile",-999,"primary producer",NA
"root feeding nematodes","walking",2.35e-07,"invertebrate",NA
"roots","sessile",-999,"primary producer",NA
