"species","movement_type","bodymass","metabolic_type","biomass"
"Tenebrionidae sp. juv","walking",0.000744338,"invertebrate",0.011909408
"Elateridae sp1 juv l","walking",0.01092301,"invertebrate",0.03276903
"Eupelops torulosus","walking",9.55e-05,"invertebrate",0.0243525
"fungivorous nematodes","walking",5.35e-07,"invertebrate",NA
"leaf litter","sessile",-999,"dead organic material",NA
"Lepidocyrtus lanuginosus","walking",8.99e-06,"invertebrate",0.025172
"Tomocerus flavescens","walking",0.000281974,"invertebrate",0.143524766
"Tomocerus minutus","walking",6.75e-06,"invertebrate",0.00343575
"Lepidocyrtus lignorum","walking",8.99e-06,"invertebrate",0.00915182
"Nesovitrea hammonis juv","walking",0.001439063,"invertebrate",0.001439063
"mykorrhiza","other",-999,"heterotrophic fungi",NA
"Nitidulidae sp.","walking",0.000827099,"invertebrate",0.000827099
"plants","sessile",-999,"primary producer",NA
"root exudates","sessile",-999,"primary producer",NA
"root feeding nematodes","walking",2.35e-07,"invertebrate",NA
"roots","sessile",-999,"primary producer",NA
