"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",2.5,"SF1I3.csv"
"Polychaeta","walking",2e-04,"invertebrate",2e-04,"SF1I3.csv"
"Zooplankton","swimming",0.001,"invertebrate",10,"SF1I3.csv"
"Fabricia stellaris","sessile",2e-04,"invertebrate",0.001,"SF1I3.csv"
"Skeneopsis planorbis","walking",3e-04,"invertebrate",5e-04,"SF1I3.csv"
"Mytilus sp.","sessile",2.6068,"invertebrate",55.8,"SF1I3.csv"
"Harpacticoida","swimming",0.001,"invertebrate",0.001,"SF1I3.csv"
"Gammarus oceanicus","swimming",0.1592,"invertebrate",1.59,"SF1I3.csv"
"zooplancton","swimming",0.001,"invertebrate",NA,"SF1I3.csv"
"Pholoe minuta","walking",0.001,"invertebrate",0.0012,"SF1I3.csv"
"Oligochaeta","walking",4e-04,"invertebrate",0.0013,"SF1I3.csv"
"Balanus crenatus","sessile",0.0504,"invertebrate",0.05,"SF1I3.csv"
"Ulvaria obscura","sessile",0.000228,"primary producer",8.45,"SF1I3.csv"
"Littorina littorea","walking",0.9196,"invertebrate",0.92,"SF1I3.csv"
"Littorina obtusata","walking",0.0289,"invertebrate",0.26,"SF1I3.csv"
"Littorina saxatilis","walking",0.039,"invertebrate",0.39,"SF1I3.csv"
"Testudinalia testudinalis","walking",0.2924,"invertebrate",2.92,"SF1I3.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"SF1I3.csv"
"Fucus","sessile",0.000228,"primary producer",14.18,"SF1I3.csv"
"Petalonia fascia","sessile",0.000228,"primary producer",14.06,"SF1I3.csv"
"Chordaria flagelliformis","sessile",0.000228,"primary producer",14.24,"SF1I3.csv"
"Ralfsia verrucosa","sessile",0.000228,"primary producer",0.1,"SF1I3.csv"
"Rhodomela lycopodioides","sessile",0.000228,"primary producer",24.49,"SF1I3.csv"
"Antithamnion sp.","sessile",0.000228,"primary producer",0.91,"SF1I3.csv"
"Clathromorphum circumscriptum","sessile",0.000228,"primary producer",0.1,"SF1I3.csv"
"Diatomophyceae","sessile",2e-04,"primary producer",2e-04,"SF1I3.csv"
"Pholoe sp.","walking",2e-04,"invertebrate",2e-04,"SF1I3.csv"
