"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Insecta","swimming",0.01,"invertebrate",0.01,"L2P1.csv"
"Actinia fragacea","sessile",0.74,"invertebrate",0.74,"L2P1.csv"
"Polychaeta","walking",0.17,"invertebrate",0.17,"L2P1.csv"
"Lipophrys pholis","swimming",4.33,"ectotherm vertebrate",43.33,"L2P1.csv"
"Palaemon longirostris","swimming",0.09,"invertebrate",1.77,"L2P1.csv"
"Palaemon elegans","swimming",0.7,"invertebrate",3.48,"L2P1.csv"
"Gobius paganellus","swimming",0.17,"ectotherm vertebrate",2.01,"L2P1.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"L2P1.csv"
"Tricolia pullus","walking",0.019,"invertebrate",0.06,"L2P1.csv"
"Gammaridae","swimming",0.01,"invertebrate",0.001,"L2P1.csv"
"Ophiuroidea","walking",0.005,"invertebrate",0.09,"L2P1.csv"
"Musculus costulatus","sessile",0.008,"invertebrate",0.13,"L2P1.csv"
"Zooplankton","swimming",0.001,"invertebrate",4,"L2P1.csv"
"Venerupis sp.","sessile",0.006,"invertebrate",0.006,"L2P1.csv"
"Turtonia minuta","sessile",0.0016,"invertebrate",0.002,"L2P1.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"L2P1.csv"
"Oligochaeta","walking",0.01,"invertebrate",0.001,"L2P1.csv"
"Mytilus galloprovincialis","sessile",0.16,"invertebrate",0.73,"L2P1.csv"
"Eriphia verrucosa","walking",0.01,"invertebrate",0.1,"L2P1.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",303.85,"L2P1.csv"
"Pantopoda","walking",0.004,"invertebrate",0.01,"L2P1.csv"
"Paracentrotus lividus","walking",4.85,"invertebrate",33.97,"L2P1.csv"
"Acanthochitona crinita","walking",0.12,"invertebrate",1,"L2P1.csv"
"Gibbula umbilicalis","walking",0.26,"invertebrate",5.12,"L2P1.csv"
"Rissoidae","walking",0.003,"invertebrate",0.07,"L2P1.csv"
"Omalogyra atomus","walking",7e-04,"invertebrate",0.015,"L2P1.csv"
"Barleeia sp.","walking",0.004,"invertebrate",0.09,"L2P1.csv"
"Aplysia punctata","walking",1.56,"invertebrate",9.33,"L2P1.csv"
"Sphaeromatidae","walking",0.07,"invertebrate",0.14,"L2P1.csv"
"Munnidae","walking",0.01,"invertebrate",0.001,"L2P1.csv"
"Ampithoidae","swimming",0.01,"invertebrate",0.001,"L2P1.csv"
"Stenothoidae","swimming",0.01,"invertebrate",0.001,"L2P1.csv"
"Calliopidae","swimming",0.01,"invertebrate",0.001,"L2P1.csv"
"Xantho pilipes","walking",0.01,"invertebrate",0.1,"L2P1.csv"
"Pirimela denticulata","walking",0.5,"invertebrate",1.98,"L2P1.csv"
"Codium sp.","sessile",0.000228,"primary producer",731,"L2P1.csv"
"Bifurcaria bifurcata","sessile",0.000228,"primary producer",147,"L2P1.csv"
"Sargassum sp.","sessile",0.000228,"primary producer",2043,"L2P1.csv"
"Sphacelaria cirrosa","sessile",0.000228,"primary producer",1470,"L2P1.csv"
"Anemonia sulcata","sessile",32.73,"invertebrate",130.9,"L2P1.csv"
"Asparagopsis armata","sessile",0.000228,"primary producer",172.7,"L2P1.csv"
"Ellisolandia elongata","sessile",0.000228,"primary producer",733.43,"L2P1.csv"
"Lithophyllum sp.","sessile",0.000228,"primary producer",0.01,"L2P1.csv"
"Ceramium ciliatum","sessile",0.000228,"primary producer",54,"L2P1.csv"
"Turridae","walking",0.014,"invertebrate",0.24,"L2P1.csv"
"Nucella sp.","walking",0.0021,"invertebrate",0.002,"L2P1.csv"
"Cumacea","walking",0.01,"invertebrate",0.001,"L2P1.csv"
