"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Insecta","swimming",7e-04,"invertebrate",0.002,"RV2P2.csv"
"Palaemon longirostris","swimming",0.101,"invertebrate",2.01,"RV2P2.csv"
"Gobius paganellus","swimming",0.14,"ectotherm vertebrate",0.57,"RV2P2.csv"
"Atherina boyeri","swimming",0.01,"ectotherm vertebrate",0.1,"RV2P2.csv"
"Polychaeta","walking",5e-04,"invertebrate",0.002,"RV2P2.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"RV2P2.csv"
"Zooplankton","swimming",0.001,"invertebrate",4,"RV2P2.csv"
"Ophiuroidea","walking",0.0012,"invertebrate",0.002,"RV2P2.csv"
"Musculus costulatus","sessile",7e-04,"invertebrate",7e-04,"RV2P2.csv"
"Modiolula phaseolina","sessile",0.009,"invertebrate",0.018,"RV2P2.csv"
"Cardiidae","sessile",0.0078,"invertebrate",0.02,"RV2P2.csv"
"Turtonia minuta","sessile",0.0014,"invertebrate",0.0014,"RV2P2.csv"
"Sagartia elegans","sessile",0.15,"invertebrate",0.15,"RV2P2.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"RV2P2.csv"
"Oligochaeta","walking",0.0016,"invertebrate",0.002,"RV2P2.csv"
"Mytilus galloprovincialis","sessile",0.21,"invertebrate",1.05,"RV2P2.csv"
"Tanaidacea","walking",0.0046,"invertebrate",0.01,"RV2P2.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",2180,"RV2P2.csv"
"Sphaeromatidae","walking",0.036,"invertebrate",0.08,"RV2P2.csv"
"Omalogyra atomus","walking",5e-04,"invertebrate",0.002,"RV2P2.csv"
"Paracentrotus lividus","walking",0.1,"invertebrate",0.1,"RV2P2.csv"
"Aplysia punctata","walking",0.4,"invertebrate",0.4,"RV2P2.csv"
"Acanthochitona crinita","walking",0.064,"invertebrate",0.13,"RV2P2.csv"
"Lepidochitona cinerea","walking",0.141,"invertebrate",2.67,"RV2P2.csv"
"Palaemon elegans","swimming",0.55,"invertebrate",1.1,"RV2P2.csv"
"Eriphia verrucosa","walking",15,"invertebrate",15,"RV2P2.csv"
"Pachygrapsus marmoratus","walking",15.82,"invertebrate",94.9,"RV2P2.csv"
"Gibbula umbilicalis","walking",0.199,"invertebrate",3.39,"RV2P2.csv"
"Rissoidae","walking",0.001,"invertebrate",0.001,"RV2P2.csv"
"Asterina gibbosa","walking",0.01,"invertebrate",0.1,"RV2P2.csv"
"Sphacelaria cirrosa","sessile",0.000228,"primary producer",82.15,"RV2P2.csv"
"Asparagopsis armata","sessile",0.000228,"primary producer",0.1,"RV2P2.csv"
"Nassariidae","walking",1.78,"invertebrate",1.78,"RV2P2.csv"
"Anemonia sulcata","sessile",40,"invertebrate",40,"RV2P2.csv"
"Lithophyllum sp.","sessile",0.000228,"primary producer",0.01,"RV2P2.csv"
"Gelidium corneum","sessile",0.000228,"primary producer",0.11,"RV2P2.csv"
"Turridae","walking",5e-04,"invertebrate",6e-04,"RV2P2.csv"
"Ellisolandia elongata","sessile",0.000228,"primary producer",211.5,"RV2P2.csv"
