"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Polychaeta","walking",2e-04,"invertebrate",2e-04,"SF1I4.csv"
"Alitta virens","walking",0.2926,"invertebrate",0.59,"SF1I4.csv"
"Eteone longa","walking",0.147,"invertebrate",0.015,"SF1I4.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"SF1I4.csv"
"Mytilus sp.","sessile",2.652,"invertebrate",32,"SF1I4.csv"
"Zooplankton","swimming",0.001,"invertebrate",10,"SF1I4.csv"
"Fabricia stellaris","sessile",3e-04,"invertebrate",5e-04,"SF1I4.csv"
"Hediste diversicolor","walking",0.0362,"invertebrate",0.04,"SF1I4.csv"
"Oligochaeta","walking",2e-04,"invertebrate",2e-04,"SF1I4.csv"
"Gammarus oceanicus","swimming",0.005,"invertebrate",0.05,"SF1I4.csv"
"Insecta","swimming",0.003,"invertebrate",0.003,"SF1I4.csv"
"Ulvaria obscura","sessile",0.000228,"primary producer",1.06,"SF1I4.csv"
"Littorina obtusata","walking",0.0283,"invertebrate",0.06,"SF1I4.csv"
"Littorina saxatilis","walking",0.0355,"invertebrate",0.04,"SF1I4.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"SF1I4.csv"
"Dictyosiphon foeniculaceus","sessile",0.000228,"primary producer",3.38,"SF1I4.csv"
"Fucus","sessile",0.000228,"primary producer",4.45,"SF1I4.csv"
"Petalonia fascia","sessile",0.000228,"primary producer",4.36,"SF1I4.csv"
"Ralfsia verrucosa","sessile",0.000228,"primary producer",0.1,"SF1I4.csv"
"Clathromorphum circumscriptum","sessile",0.000228,"primary producer",0.1,"SF1I4.csv"
"Diatomophyceae","sessile",2e-04,"primary producer",3.41,"SF1I4.csv"
