"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Polychaeta","walking",0.0017,"invertebrate",0.001,"SF2M4.csv"
"Eteone longa","walking",0.0025,"invertebrate",0.005,"SF2M4.csv"
"Eteone sp.","walking",0.0026,"invertebrate",0.003,"SF2M4.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"SF2M4.csv"
"Polydora websteri","walking",0.0042,"invertebrate",0.004,"SF2M4.csv"
"Zooplankton","swimming",0.001,"invertebrate",10,"SF2M4.csv"
"Mytilus sp.","sessile",2.5365,"invertebrate",25.37,"SF2M4.csv"
"Hediste diversicolor","walking",0.0833,"invertebrate",0.25,"SF2M4.csv"
"Oligochaeta","walking",0.0014,"invertebrate",0.006,"SF2M4.csv"
"Gammarus oceanicus","swimming",0.1116,"invertebrate",2.23,"SF2M4.csv"
"Fucus","sessile",0.000228,"primary producer",417.83,"SF2M4.csv"
"Littorina obtusata","walking",0.1052,"invertebrate",1.57,"SF2M4.csv"
"Littorina saxatilis","walking",0.0578,"invertebrate",1.16,"SF2M4.csv"
"Testudinalia testudinalis","walking",0.3742,"invertebrate",0.75,"SF2M4.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"SF2M4.csv"
"Ralfsia fungiformis","sessile",0.000228,"primary producer",0.1,"SF2M4.csv"
"Ralfsia verrucosa","sessile",0.000228,"primary producer",0.1,"SF2M4.csv"
