"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Insecta","swimming",5e-04,"invertebrate",0.0034,"CR1P3.csv"
"Lipophrys pholis","swimming",0.2,"ectotherm vertebrate",0.8,"CR1P3.csv"
"Gobius paganellus","swimming",0.16,"ectotherm vertebrate",0.47,"CR1P3.csv"
"Polychaeta","walking",0.0039,"invertebrate",0.03,"CR1P3.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"CR1P3.csv"
"Zooplankton","swimming",0.001,"invertebrate",4,"CR1P3.csv"
"Caprella sp.","walking",0.0017,"invertebrate",0.01,"CR1P3.csv"
"Copepoda","swimming",0.001,"invertebrate",0.001,"CR1P3.csv"
"Gammaridae","swimming",0.0011,"invertebrate",0.01,"CR1P3.csv"
"Ophiuroidea","walking",0.0016,"invertebrate",0.002,"CR1P3.csv"
"Aulactinia verrucosa","sessile",0.23,"invertebrate",0.23,"CR1P3.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"CR1P3.csv"
"Oligochaeta","walking",0.0018,"invertebrate",0.024,"CR1P3.csv"
"Mytilus galloprovincialis","sessile",0.297,"invertebrate",5.93,"CR1P3.csv"
"Tanaidacea","walking",0.0052,"invertebrate",0.0052,"CR1P3.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",112.67,"CR1P3.csv"
"Pantopoda","walking",5e-04,"invertebrate",5e-04,"CR1P3.csv"
"Paracentrotus lividus","walking",9.32,"invertebrate",55.9,"CR1P3.csv"
"Actinia equina","sessile",0.59,"invertebrate",1.18,"CR1P3.csv"
"Acanthochitona crinita","walking",0.17,"invertebrate",0.17,"CR1P3.csv"
"Lepidochitona cinerea","walking",0.01,"invertebrate",0.1,"CR1P3.csv"
"Patella depressa","walking",0.276,"invertebrate",2.21,"CR1P3.csv"
"Patella ulyssiponensis","walking",1.95,"invertebrate",17.56,"CR1P3.csv"
"Gibbula umbilicalis","walking",0.379,"invertebrate",7.57,"CR1P3.csv"
"Rissoidae","walking",0.0014,"invertebrate",0.001,"CR1P3.csv"
"Omalogyra atomus","walking",4e-04,"invertebrate",0.0021,"CR1P3.csv"
"Barleeia sp.","walking",0.0013,"invertebrate",0.01,"CR1P3.csv"
"Ampithoidae","swimming",0.0012,"invertebrate",0.0093,"CR1P3.csv"
"Stenothoidae","swimming",5e-04,"invertebrate",0.008,"CR1P3.csv"
"Calliopidae","swimming",0.0081,"invertebrate",0.008,"CR1P3.csv"
"Codium sp.","sessile",0.000228,"primary producer",5.32,"CR1P3.csv"
"Leathesia marina","sessile",0.000228,"primary producer",44.7,"CR1P3.csv"
"Colpomenia peregrina","sessile",0.000228,"primary producer",0.1,"CR1P3.csv"
"Sphacelaria cirrosa","sessile",0.000228,"primary producer",0.1,"CR1P3.csv"
"Anemonia sulcata","sessile",22.65,"invertebrate",90.58,"CR1P3.csv"
"Asparagopsis armata","sessile",0.000228,"primary producer",88.95,"CR1P3.csv"
"Ellisolandia elongata","sessile",0.000228,"primary producer",116.93,"CR1P3.csv"
"Lithophyllum sp.","sessile",0.000228,"primary producer",0.01,"CR1P3.csv"
"Chondrus crispus","sessile",0.000228,"primary producer",106.6,"CR1P3.csv"
"Nemertea","walking",7e-04,"invertebrate",0.002,"CR1P3.csv"
"Octopus vulgaris","swimming",2.32,"invertebrate",2.32,"CR1P3.csv"
"Lysianassidae","swimming",5e-04,"invertebrate",5e-04,"CR1P3.csv"
