"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Insecta","swimming",0.001,"invertebrate",0.001,"L2P4.csv"
"Idoteidae","walking",0.01,"invertebrate",0.001,"L2P4.csv"
"Actinia fragacea","sessile",0.13,"invertebrate",0.13,"L2P4.csv"
"Polychaeta","walking",0.01,"invertebrate",0.001,"L2P4.csv"
"Lipophrys pholis","swimming",0.3,"ectotherm vertebrate",0.6,"L2P4.csv"
"Palaemon longirostris","swimming",0.08,"invertebrate",0.87,"L2P4.csv"
"Gobius paganellus","swimming",0.43,"ectotherm vertebrate",0.43,"L2P4.csv"
"Pachygrapsus marmoratus","walking",0.38,"invertebrate",1.15,"L2P4.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"L2P4.csv"
"Musculus costulatus","sessile",0.004,"invertebrate",0.06,"L2P4.csv"
"Tricolia pullus","walking",0.0032,"invertebrate",0.006,"L2P4.csv"
"Zooplankton","swimming",0.001,"invertebrate",4,"L2P4.csv"
"Cardiidae","sessile",0.004,"invertebrate",0.01,"L2P4.csv"
"Ophiuroidea","walking",0.005,"invertebrate",0.09,"L2P4.csv"
"Mytilus galloprovincialis","sessile",0.86,"invertebrate",5.24,"L2P4.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",1190,"L2P4.csv"
"Sphaeromatidae","walking",0.002,"invertebrate",0.0034,"L2P4.csv"
"Omalogyra atomus","walking",0.001,"invertebrate",0.03,"L2P4.csv"
"Actinia equina","sessile",0.96,"invertebrate",0.96,"L2P4.csv"
"Barleeia sp.","walking",0.002,"invertebrate",0.023,"L2P4.csv"
"Littorina sp.","walking",0.0011,"invertebrate",0.008,"L2P4.csv"
"Stenothoidae","swimming",0.01,"invertebrate",0.001,"L2P4.csv"
"Acanthochitona crinita","walking",0.03,"invertebrate",0.13,"L2P4.csv"
"Lepidochitona cinerea","walking",0.063,"invertebrate",0.06,"L2P4.csv"
"Patella ulyssiponensis","walking",2.96,"invertebrate",8.87,"L2P4.csv"
"Gibbula umbilicalis","walking",0.54,"invertebrate",12.49,"L2P4.csv"
"Paracentrotus lividus","walking",0.5,"invertebrate",1,"L2P4.csv"
"Ampithoidae","swimming",0.01,"invertebrate",0.001,"L2P4.csv"
"Colpomenia peregrina","sessile",0.000228,"primary producer",13.66,"L2P4.csv"
"Bifurcaria bifurcata","sessile",0.000228,"primary producer",2,"L2P4.csv"
"Sphacelaria cirrosa","sessile",0.000228,"primary producer",0.67,"L2P4.csv"
"Dictyota dichotoma","sessile",0.000228,"primary producer",0.1,"L2P4.csv"
"Anemonia sulcata","sessile",21.67,"invertebrate",130,"L2P4.csv"
"Asparagopsis armata","sessile",0.000228,"primary producer",20.76,"L2P4.csv"
"Ellisolandia elongata","sessile",0.000228,"primary producer",216,"L2P4.csv"
"Lithophyllum sp.","sessile",0.000228,"primary producer",166.33,"L2P4.csv"
"Ocenebra erinaceus","walking",0.0086,"invertebrate",0.009,"L2P4.csv"
"Turridae","walking",0.01,"invertebrate",0.001,"L2P4.csv"
"Nucella sp.","walking",0.0086,"invertebrate",0.009,"L2P4.csv"
