"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Sphaeromatidae","walking",0.01,"invertebrate",0.001,"F1P2.csv"
"Istigobius sp.","swimming",0.26,"ectotherm vertebrate",0.26,"F1P2.csv"
"Antennablennius bifilum","swimming",1.63,"ectotherm vertebrate",1.63,"F1P2.csv"
"Istiblennius edentulus","swimming",1.22,"ectotherm vertebrate",1.22,"F1P2.csv"
"PhytoP","other",1e-04,"primary producer",0.5,"F1P2.csv"
"Chthamalus dentatus","sessile",0.01,"invertebrate",0.1,"F1P2.csv"
"Zooplankton","swimming",0.001,"invertebrate",3,"F1P2.csv"
"Ostracoda","swimming",0.001,"invertebrate",0.001,"F1P2.csv"
"Isaurus tuberculatus","sessile",0.01,"invertebrate",0.1,"F1P2.csv"
"Bryozoa","sessile",0.0299,"invertebrate",0.03,"F1P2.csv"
"Holothuria cinerascens","walking",15.98,"invertebrate",15.98,"F1P2.csv"
"Diplosoma modestum","sessile",0.01,"invertebrate",0.1,"F1P2.csv"
"Aplidium lubricum","sessile",0.01,"invertebrate",0.1,"F1P2.csv"
"Hymeniacidon sp.","sessile",0.01,"invertebrate",0.1,"F1P2.csv"
"Haliclona sp.","sessile",0.01,"invertebrate",0.1,"F1P2.csv"
"Musculus sp.","sessile",0.0014,"invertebrate",0.0028,"F1P2.csv"
"Polychaeta","walking",0.0068,"invertebrate",0.02,"F1P2.csv"
"Oligochaeta","walking",0.0012,"invertebrate",0.0023,"F1P2.csv"
"Septifer bilocularis","sessile",0.002,"invertebrate",0.002,"F1P2.csv"
"Ophiurida","walking",0.0027,"invertebrate",0.0138,"F1P2.csv"
"Pinnidae","sessile",0.0476,"invertebrate",0.095,"F1P2.csv"
"Dendropoma tholia","sessile",0.0013,"invertebrate",0.0051,"F1P2.csv"
"Metopograpsus messor","walking",0.01,"invertebrate",0.1,"F1P2.csv"
"Caulerpa zeyheri","sessile",0.000228,"primary producer",30.8,"F1P2.csv"
"Diodora sp.","walking",0.0034,"invertebrate",0.0034,"F1P2.csv"
"Parvulastra exigua","walking",0.17,"invertebrate",0.17,"F1P2.csv"
"Rissoidae","walking",0.0036,"invertebrate",0.007,"F1P2.csv"
"Orthoprotella mayeri","walking",9e-04,"invertebrate",9e-04,"F1P2.csv"
"Littorinidae","walking",2e-04,"invertebrate",0.01,"F1P2.csv"
"Clibanarius virescens","walking",3.44,"invertebrate",44.75,"F1P2.csv"
"Halimeda cuneata","sessile",0.000228,"primary producer",7.06666666666667,"F1P2.csv"
"Thalessa savignyi","walking",0.12,"invertebrate",0.12,"F1P2.csv"
"Ulva sp.","sessile",0.000228,"primary producer",8.4,"F1P2.csv"
"Laurencia flexuosa","sessile",0.000228,"primary producer",267,"F1P2.csv"
"Gelidium sp.","sessile",0.000228,"primary producer",26.2,"F1P2.csv"
"Gelidiella acerosa","sessile",0.000228,"primary producer",40.9,"F1P2.csv"
"Hypnea sp.","sessile",0.000228,"primary producer",38.5333333333333,"F1P2.csv"
"Dichotomaria marginata","sessile",0.000228,"primary producer",13.6,"F1P2.csv"
"Canistrocarpus cervicornis","sessile",0.000228,"primary producer",175.8,"F1P2.csv"
"Dictyota sp.","sessile",0.000228,"primary producer",84.2,"F1P2.csv"
"Hormophysa cuneiformis","sessile",0.000228,"primary producer",23.6666666666667,"F1P2.csv"
"Polycladia myrica","sessile",0.000228,"primary producer",16.05,"F1P2.csv"
"Sargassum aquifolium","sessile",0.000228,"primary producer",154.5,"F1P2.csv"
"Sargassum elegans","sessile",0.000228,"primary producer",28.5,"F1P2.csv"
"Chnoospora minima","sessile",0.000228,"primary producer",83.3333333333333,"F1P2.csv"
"Hydroclathrus clathratus","sessile",0.000228,"primary producer",7.63333333333333,"F1P2.csv"
"Conus tinianus","walking",2.86,"invertebrate",2.86,"F1P2.csv"
"Anemonia natalensis","sessile",0.0026,"invertebrate",0.0079,"F1P2.csv"
