"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",2.5,"PP2M1.csv"
"Mytilus sp.","sessile",2.6699,"invertebrate",28.69,"PP2M1.csv"
"Zooplankton","swimming",0.001,"invertebrate",10,"PP2M1.csv"
"Fabricia stellaris","sessile",2e-04,"invertebrate",2e-04,"PP2M1.csv"
"Oligochaeta","walking",2e-04,"invertebrate",2e-04,"PP2M1.csv"
"Gammarus oceanicus","swimming",0.0098,"invertebrate",0.03,"PP2M1.csv"
"Aulactinia stella","sessile",0.1929,"invertebrate",0.19,"PP2M1.csv"
"Gayralia oxysperma","sessile",0.000228,"primary producer",0.42,"PP2M1.csv"
"Littorina obtusata","walking",0.1306,"invertebrate",1.31,"PP2M1.csv"
"Littorina saxatilis","walking",0.1875,"invertebrate",1.89,"PP2M1.csv"
"Testudinalia testudinalis","walking",0.3438,"invertebrate",0.69,"PP2M1.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"PP2M1.csv"
"Fucus","sessile",0.000228,"primary producer",26.08,"PP2M1.csv"
"Petalonia fascia","sessile",0.000228,"primary producer",0.35,"PP2M1.csv"
"Ralfsia verrucosa","sessile",0.000228,"primary producer",0.1,"PP2M1.csv"
"Ascophyllum nodosum","sessile",0.000228,"primary producer",8.79,"PP2M1.csv"
"Rhodomela confervoides","sessile",0.000228,"primary producer",NA,"PP2M1.csv"
"Diatomophyceae","sessile",2e-04,"primary producer",87.01,"PP2M1.csv"
