"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",2.5,"SF2M1.csv"
"Mytilus sp.","sessile",3.3383,"invertebrate",42.87,"SF2M1.csv"
"Zooplankton","swimming",0.001,"invertebrate",10,"SF2M1.csv"
"Hediste diversicolor","walking",0.0377,"invertebrate",0.04,"SF2M1.csv"
"Balanus crenatus","sessile",0.0755,"invertebrate",0.15,"SF2M1.csv"
"Gammarus oceanicus","swimming",0.1431,"invertebrate",1.43,"SF2M1.csv"
"Fucus","sessile",0.000228,"primary producer",861.75,"SF2M1.csv"
"Littorina littorea","walking",0.0969,"invertebrate",0.1,"SF2M1.csv"
"Littorina obtusata","walking",0.0854,"invertebrate",0.97,"SF2M1.csv"
"Littorina saxatilis","walking",0.027,"invertebrate",0.29,"SF2M1.csv"
"Testudinalia testudinalis","walking",0.302,"invertebrate",1.21,"SF2M1.csv"
"Ralfsia fungiformis","sessile",0.000228,"primary producer",0.1,"SF2M1.csv"
"Ralfsia verrucosa","sessile",0.000228,"primary producer",0.1,"SF2M1.csv"
"Clathromorphum circumscriptum","sessile",0.000228,"primary producer",0.1,"SF2M1.csv"
