"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Alitta virens","walking",0.18,"invertebrate",0.36,"PP2M2.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"PP2M2.csv"
"Mytilus sp.","sessile",1.0438,"invertebrate",10.44,"PP2M2.csv"
"Zooplankton","swimming",0.001,"invertebrate",10,"PP2M2.csv"
"Hediste diversicolor","walking",0.0138,"invertebrate",0.014,"PP2M2.csv"
"Oligochaeta","walking",2e-04,"invertebrate",2e-04,"PP2M2.csv"
"Gammarus oceanicus","swimming",0.1009,"invertebrate",1.01,"PP2M2.csv"
"Sertulariidae","sessile",0.1014,"invertebrate",0.1,"PP2M2.csv"
"Monostroma grevillei","sessile",0.000228,"primary producer",0.01,"PP2M2.csv"
"Littorina obtusata","walking",0.1504,"invertebrate",3.63,"PP2M2.csv"
"Littorina saxatilis","walking",0.1246,"invertebrate",1.26,"PP2M2.csv"
"Testudinalia testudinalis","walking",0.2588,"invertebrate",2.07,"PP2M2.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"PP2M2.csv"
"Fucus","sessile",0.000228,"primary producer",179.89,"PP2M2.csv"
"Ralfsia fungiformis","sessile",0.000228,"primary producer",0.1,"PP2M2.csv"
"Ralfsia verrucosa","sessile",0.000228,"primary producer",0.1,"PP2M2.csv"
"Ascophyllum nodosum","sessile",0.000228,"primary producer",456.3,"PP2M2.csv"
"Clathromorphum circumscriptum","sessile",0.000228,"primary producer",0.1,"PP2M2.csv"
"Diatomophyceae","sessile",2e-04,"primary producer",2.26,"PP2M2.csv"
