"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Polychaeta","walking",2e-04,"invertebrate",5e-04,"SF1I1.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"SF1I1.csv"
"Mytilus sp.","sessile",1.63,"invertebrate",32.57,"SF1I1.csv"
"Zooplankton","swimming",0.001,"invertebrate",10,"SF1I1.csv"
"Fabricia stellaris","sessile",2e-04,"invertebrate",2e-04,"SF1I1.csv"
"Oligochaeta","walking",2e-04,"invertebrate",3e-04,"SF1I1.csv"
"Gammarus oceanicus","swimming",0.1856,"invertebrate",1.67,"SF1I1.csv"
"Ulvaria obscura","sessile",0.000228,"primary producer",50.13,"SF1I1.csv"
"Testudinalia testudinalis","walking",0.5111,"invertebrate",5.11,"SF1I1.csv"
"Dictyosiphon foeniculaceus","sessile",0.000228,"primary producer",73.43,"SF1I1.csv"
"Petalonia fascia","sessile",0.000228,"primary producer",18.88,"SF1I1.csv"
"Alaria esculenta","sessile",0.000228,"primary producer",133,"SF1I1.csv"
"Polysiphonia sp.","sessile",0.000228,"primary producer",102.57,"SF1I1.csv"
"Clathromorphum circumscriptum","sessile",0.000228,"primary producer",10,"SF1I1.csv"
"Diatomophyceae","sessile",2e-04,"primary producer",98.62,"SF1I1.csv"
