"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",0.5,"GJBP3.csv"
"Zooplankton","swimming",0.001,"invertebrate",2,"GJBP3.csv"
"Harparticoida","swimming",0.001,"invertebrate",3e-04,"GJBP3.csv"
"Leptopecten sp.","sessile",0.014,"invertebrate",0.014,"GJBP3.csv"
"Polychaeta","walking",0.0095,"invertebrate",0.0095,"GJBP3.csv"
"Phallusia nigra","sessile",0.01,"invertebrate",0.1,"GJBP3.csv"
"Gammaridae","swimming",0.001,"invertebrate",0.0108,"GJBP3.csv"
"Pagurus sp.","walking",0.003,"invertebrate",NA,"GJBP3.csv"
"Idoteidae","walking",0.001,"invertebrate",0.001,"GJBP3.csv"
"Fissurella rosea","walking",9e-04,"invertebrate",0.0097,"GJBP3.csv"
"Eulithidium affine","walking",0.0014,"invertebrate",0.0476,"GJBP3.csv"
"Tegula viridula","walking",0.043,"invertebrate",0.043,"GJBP3.csv"
"Aplysia dactylomela","walking",5e-04,"invertebrate",5e-04,"GJBP3.csv"
"Stenothoidae","swimming",0.027,"invertebrate",0.027,"GJBP3.csv"
"Engina turbinella","walking",0.114,"invertebrate",0.114,"GJBP3.csv"
"Bryopsis pennata","sessile",0.000228,"primary producer",6,"GJBP3.csv"
"Bathygobius soporator","swimming",2.43,"ectotherm vertebrate",2.43,"GJBP3.csv"
"Tanaidacea","walking",4e-04,"invertebrate",7e-04,"GJBP3.csv"
"Idotea","walking",2e-04,"invertebrate",3e-04,"GJBP3.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",5.25,"GJBP3.csv"
"Centroceras clavulatum","sessile",0.000228,"primary producer",32,"GJBP3.csv"
"Acanthophora spicifera","sessile",0.000228,"primary producer",0.6,"GJBP3.csv"
"Corallina sp.","sessile",0.000228,"primary producer",34.4,"GJBP3.csv"
"Lithophyllum sp.","sessile",0.000228,"primary producer",0.01,"GJBP3.csv"
"Hypnea musciformis","sessile",0.000228,"primary producer",15,"GJBP3.csv"
"Gracilaria sp.","sessile",0.000228,"primary producer",77,"GJBP3.csv"
"Plocamium brasiliense","sessile",0.000228,"primary producer",6.825,"GJBP3.csv"
