"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",2.5,"SF1M1.csv"
"Mytilus sp.","sessile",1.3954,"invertebrate",19.99,"SF1M1.csv"
"Zooplankton","swimming",0.001,"invertebrate",10,"SF1M1.csv"
"Hediste diversicolor","walking",0.178,"invertebrate",0.02,"SF1M1.csv"
"Gammarus oceanicus","swimming",0.1718,"invertebrate",1.71,"SF1M1.csv"
"Fucus","sessile",0.000228,"primary producer",24.33,"SF1M1.csv"
"Testudinalia testudinalis","walking",0.1159,"invertebrate",0.23,"SF1M1.csv"
"Littorina obtusata","walking",0.0745,"invertebrate",2.02,"SF1M1.csv"
"Littorina saxatilis","walking",0.0293,"invertebrate",0.8,"SF1M1.csv"
"Ralfsia fungiformis","sessile",0.000228,"primary producer",0.1,"SF1M1.csv"
"Ralfsia verrucosa","sessile",0.000228,"primary producer",0.1,"SF1M1.csv"
"Hildenbrandia rubra","sessile",0.000228,"primary producer",0.1,"SF1M1.csv"
