"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Insecta","swimming",0.01,"invertebrate",0.01,"L4P3.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"L4P3.csv"
"Porifera","sessile",2.02,"invertebrate",2.02,"L4P3.csv"
"Gammaridae","swimming",2e-04,"invertebrate",2e-04,"L4P3.csv"
"Ophiuroidea","walking",2e-04,"invertebrate",2e-04,"L4P3.csv"
"Procerodes sp.","walking",0.01,"invertebrate",0.01,"L4P3.csv"
"Caprella sp.","walking",0.01,"invertebrate",0.001,"L4P3.csv"
"Ischyroceridae","swimming",0.0018,"invertebrate",0.002,"L4P3.csv"
"Zooplankton","swimming",0.001,"invertebrate",4,"L4P3.csv"
"Copepoda","swimming",0.001,"invertebrate",0.001,"L4P3.csv"
"Idoteidae","walking",0.0077,"invertebrate",0.015,"L4P3.csv"
"Anemonia sulcata","sessile",0.01,"invertebrate",0.1,"L4P3.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"L4P3.csv"
"Polychaeta","walking",0.01,"invertebrate",0.01,"L4P3.csv"
"Oligochaeta","walking",0.01,"invertebrate",0.01,"L4P3.csv"
"Mytilus galloprovincialis","sessile",1.38,"invertebrate",27.59,"L4P3.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",58.6,"L4P3.csv"
"Pantopoda","walking",0.0018,"invertebrate",0.002,"L4P3.csv"
"Omalogyra atomus","walking",4e-04,"invertebrate",9e-04,"L4P3.csv"
"Actinia equina","sessile",3.19,"invertebrate",9.56,"L4P3.csv"
"Stenothoidae","swimming",0.01,"invertebrate",0.001,"L4P3.csv"
"Barleeia sp.","walking",0.0017,"invertebrate",0.005,"L4P3.csv"
"Coryphoblennius galerita","swimming",0.88,"ectotherm vertebrate",7.07,"L4P3.csv"
"Lipophrys pholis","swimming",1.84,"ectotherm vertebrate",12.91,"L4P3.csv"
"Acanthochitona crinita","walking",0.0037,"invertebrate",0.02,"L4P3.csv"
"Paracentrotus lividus","walking",3.32,"invertebrate",13.26,"L4P3.csv"
"Lophozozymus incisus","walking",2.05,"invertebrate",2.05,"L4P3.csv"
"Patella ulyssiponensis","walking",1.49,"invertebrate",2.97,"L4P3.csv"
"Gibbula umbilicalis","walking",0.3,"invertebrate",5.72,"L4P3.csv"
"Rissoidae","walking",0.0019,"invertebrate",0.002,"L4P3.csv"
"Ampithoidae","swimming",7e-04,"invertebrate",0.001,"L4P3.csv"
"Codium sp.","sessile",0.000228,"primary producer",16.72,"L4P3.csv"
"Colpomenia peregrina","sessile",0.000228,"primary producer",0.1,"L4P3.csv"
"Bifurcaria bifurcata","sessile",0.000228,"primary producer",5,"L4P3.csv"
"Sargassum sp.","sessile",0.000228,"primary producer",48.2,"L4P3.csv"
"Sphacelaria cirrosa","sessile",0.000228,"primary producer",10.16,"L4P3.csv"
"Dictyota dichotoma","sessile",0.000228,"primary producer",0.1,"L4P3.csv"
"Ellisolandia elongata","sessile",0.000228,"primary producer",2.17,"L4P3.csv"
"Lithophyllum sp.","sessile",0.000228,"primary producer",40.4,"L4P3.csv"
"Nemertea","walking",0.01,"invertebrate",0.01,"L4P3.csv"
"Nucella sp.","walking",0.88,"invertebrate",0.88,"L4P3.csv"
