"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",0.5,"FXBP2.csv"
"Zooplankton","swimming",0.001,"invertebrate",2,"FXBP2.csv"
"Cinachyrella alloclada","sessile",0.01,"invertebrate",0.1,"FXBP2.csv"
"Tedania sp.","sessile",0.01,"invertebrate",0.1,"FXBP2.csv"
"Mycale sp.","sessile",0.01,"invertebrate",0.1,"FXBP2.csv"
"Brachidontes sp.","sessile",0.001,"invertebrate",0.001,"FXBP2.csv"
"Siderastrea sp.","sessile",0.01,"invertebrate",0.1,"FXBP2.csv"
"Eudistoma vannamei","sessile",0.01,"invertebrate",0.1,"FXBP2.csv"
"Polychaeta","walking",0.0045,"invertebrate",0.0407,"FXBP2.csv"
"Sabellidae","sessile",0.006,"invertebrate",0.006,"FXBP2.csv"
"Phallusia nigra","sessile",0.01,"invertebrate",0.1,"FXBP2.csv"
"Ostracoda","swimming",0.001,"invertebrate",0.001,"FXBP2.csv"
"Gammaridae","swimming",8e-04,"invertebrate",0.0038,"FXBP2.csv"
"Abudefduf saxatilis","swimming",0.11,"ectotherm vertebrate",0.11,"FXBP2.csv"
"Fissurella rosea","walking",0.0014,"invertebrate",0.0028,"FXBP2.csv"
"Stramonita haemastoma","walking",2.42,"invertebrate",4.83,"FXBP2.csv"
"Aplysia dactylomela","walking",0.002,"invertebrate",0.002,"FXBP2.csv"
"Ophiura sp.","walking",0.0028,"invertebrate",0.0083,"FXBP2.csv"
"Tanaidacea","walking",5e-04,"invertebrate",0.0014,"FXBP2.csv"
"Isopoda","walking",0.0027,"invertebrate",0.0053,"FXBP2.csv"
"Amphitoidae","swimming",0.002,"invertebrate",0.006,"FXBP2.csv"
"Clibanarius antillensis","walking",0.168,"invertebrate",0.67,"FXBP2.csv"
"Bryopsis pennata","sessile",0.000228,"primary producer",1.5,"FXBP2.csv"
"Eulithidium affine","walking",2e-04,"invertebrate",2e-04,"FXBP2.csv"
"Tegula viridula","walking",3.04,"invertebrate",30.37,"FXBP2.csv"
"Bathygobius soporator","swimming",2.11,"ectotherm vertebrate",3.94,"FXBP2.csv"
"Pachygrapsus transversus","walking",4.35,"invertebrate",4.35,"FXBP2.csv"
"Idotea","walking",1e-04,"invertebrate",0.001,"FXBP2.csv"
"Ischnochiton striolatus","walking",0.01,"invertebrate",0.1,"FXBP2.csv"
"Epialtus brasiliensis","walking",0.193,"invertebrate",0.58,"FXBP2.csv"
"Cerithium atratum","walking",1.26,"invertebrate",15.16,"FXBP2.csv"
"Valonia aegagropila","sessile",0.000228,"primary producer",4,"FXBP2.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",8.26,"FXBP2.csv"
"Dictyota mertensii","sessile",0.000228,"primary producer",0.88,"FXBP2.csv"
"Sphacelaria sp.","sessile",0.000228,"primary producer",6.57,"FXBP2.csv"
"Acanthophora spicifera","sessile",0.000228,"primary producer",2,"FXBP2.csv"
"Corallina sp.","sessile",0.000228,"primary producer",1.32,"FXBP2.csv"
"Amphiroa sp.","sessile",0.000228,"primary producer",2.9,"FXBP2.csv"
"Hypnea musciformis","sessile",0.000228,"primary producer",8.73,"FXBP2.csv"
"Gracilaria Birdiae","sessile",0.000228,"primary producer",3.8,"FXBP2.csv"
"Gracilaria sp.","sessile",0.000228,"primary producer",3.87,"FXBP2.csv"
"Cryptonemia crenulata","sessile",0.000228,"primary producer",2.28,"FXBP2.csv"
"Plocamium brasiliense","sessile",0.000228,"primary producer",6.97,"FXBP2.csv"
"Sipunculidae","swimming",0.79,"invertebrate",0.79,"FXBP2.csv"
"Aurantilaria aurantiaca","walking",1.22,"invertebrate",1.22,"FXBP2.csv"
