"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",2.5,"PP1I1.csv"
"Polychaeta","walking",0.0352,"invertebrate",0.04,"PP1I1.csv"
"Mytilus sp.","sessile",1.6125,"invertebrate",21,"PP1I1.csv"
"Zooplankton","swimming",0.001,"invertebrate",10,"PP1I1.csv"
"Fabricia stellaris","sessile",2e-04,"invertebrate",2e-04,"PP1I1.csv"
"Eteone longa","walking",0.0066,"invertebrate",7e-04,"PP1I1.csv"
"Eteone sp.","walking",0.0107,"invertebrate",0.011,"PP1I1.csv"
"Gammarus oceanicus","swimming",0.1503,"invertebrate",1.65,"PP1I1.csv"
"Aulactinia stella","sessile",0.2574,"invertebrate",1.03,"PP1I1.csv"
"Ulvaria obscura","sessile",0.000228,"primary producer",150.19,"PP1I1.csv"
"Littorina littorea","walking",2.3908,"invertebrate",2.39,"PP1I1.csv"
"Littorina obtusata","walking",0.1206,"invertebrate",1.21,"PP1I1.csv"
"Littorina saxatilis","walking",0.0623,"invertebrate",0.66,"PP1I1.csv"
"Testudinalia testudinalis","walking",0.3799,"invertebrate",3.74,"PP1I1.csv"
"Cancer irroratus","walking",79.893,"invertebrate",159.79,"PP1I1.csv"
"Strongylocentrotus droebachiensis","walking",1.6068,"invertebrate",8.03,"PP1I1.csv"
"Dictyosiphon foeniculaceus","sessile",0.000228,"primary producer",35.02,"PP1I1.csv"
"Fucus","sessile",0.000228,"primary producer",NA,"PP1I1.csv"
"Alaria esculenta","sessile",0.000228,"primary producer",96.38,"PP1I1.csv"
"Ralfsia verrucosa","sessile",0.000228,"primary producer",0.1,"PP1I1.csv"
"Saccharina latissima","sessile",0.000228,"primary producer",225.26,"PP1I1.csv"
"Rhodomela lycopodioides","sessile",0.000228,"primary producer",50.23,"PP1I1.csv"
"Clathromorphum circumscriptum","sessile",0.000228,"primary producer",9.76,"PP1I1.csv"
"Hildenbrandia rubra","sessile",0.000228,"primary producer",0.1,"PP1I1.csv"
"Wildemania miniata","sessile",0.000228,"primary producer",1.07,"PP1I1.csv"
"Diatomophyceae","sessile",2e-04,"primary producer",10.92,"PP1I1.csv"
"Pholoe minuta","walking",2e-04,"invertebrate",2e-04,"PP1I1.csv"
