"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",0.5,"FXAP2.csv"
"Zooplankton","swimming",0.001,"invertebrate",2,"FXAP2.csv"
"Cinachyrella alloclada","sessile",0.01,"invertebrate",5.33,"FXAP2.csv"
"Haliclona sp.","sessile",0.01,"invertebrate",0.1,"FXAP2.csv"
"Eudistoma vannamei","sessile",0.01,"invertebrate",0.1,"FXAP2.csv"
"Gammaridae","swimming",8e-04,"invertebrate",0.0072,"FXAP2.csv"
"Sabellidae","sessile",0.0016,"invertebrate",0.0032,"FXAP2.csv"
"Phallusia nigra","sessile",0.01,"invertebrate",0.1,"FXAP2.csv"
"Cystodytes dellechiajei","sessile",0.01,"invertebrate",0.1,"FXAP2.csv"
"Polychaeta","walking",0.0075,"invertebrate",0.0448,"FXAP2.csv"
"Scartella cristata","swimming",0.18,"ectotherm vertebrate",0.18,"FXAP2.csv"
"Olivancillaria sp.","walking",0.11,"invertebrate",0.11,"FXAP2.csv"
"Eulithidium affine","walking",8e-04,"invertebrate",8e-04,"FXAP2.csv"
"Ophiura sp.","walking",0.0015,"invertebrate",0.003,"FXAP2.csv"
"Anemonia sargassensis","sessile",0.01,"invertebrate",1.62,"FXAP2.csv"
"Protopalythoa variabilis","sessile",0.624,"invertebrate",3.12,"FXAP2.csv"
"Tanaidacea","walking",7e-04,"invertebrate",0.0043,"FXAP2.csv"
"Amphitoidae","swimming",0.001,"invertebrate",0.001,"FXAP2.csv"
"Stenothoidae","swimming",0.0026,"invertebrate",0.0051,"FXAP2.csv"
"Sipunculidae","swimming",0.52,"invertebrate",0.52,"FXAP2.csv"
"Clibanarius antillensis","walking",0.226,"invertebrate",1.13,"FXAP2.csv"
"Engina turbinella","walking",0.13,"invertebrate",0.13,"FXAP2.csv"
"Hippolyte obliquimanus","walking",0.017,"invertebrate",0.0332,"FXAP2.csv"
"Caulerpa racemosa","sessile",0.000228,"primary producer",89.9,"FXAP2.csv"
"Columbella mercatoria","walking",0.7,"invertebrate",0.7,"FXAP2.csv"
"Eriphia gonagra","walking",12.05,"invertebrate",24.09,"FXAP2.csv"
"Bathygobius soporator","swimming",1.17,"ectotherm vertebrate",1.166,"FXAP2.csv"
"Ischnoplax pectinata","walking",0.6,"invertebrate",0.6,"FXAP2.csv"
"Pachygrapsus transversus","walking",3.74,"invertebrate",11.23,"FXAP2.csv"
"Caulerpa prolifera","sessile",0.000228,"primary producer",7.1,"FXAP2.csv"
"Caulerpa scalpelliformis","sessile",0.000228,"primary producer",6,"FXAP2.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",27.7,"FXAP2.csv"
"Dictyopteris delicatula","sessile",0.000228,"primary producer",5.84,"FXAP2.csv"
"Lobophora variegata","sessile",0.000228,"primary producer",6.9,"FXAP2.csv"
"Padina gymnospora","sessile",0.000228,"primary producer",0.02,"FXAP2.csv"
"Dictyota menstrualis","sessile",0.000228,"primary producer",1.12,"FXAP2.csv"
"Sargassum vulgare","sessile",0.000228,"primary producer",31.5,"FXAP2.csv"
"Sargassum cymosum","sessile",0.000228,"primary producer",12.8,"FXAP2.csv"
"Sphacelaria sp.","sessile",0.000228,"primary producer",128100,"FXAP2.csv"
"Corallina sp.","sessile",0.000228,"primary producer",25.35,"FXAP2.csv"
"Lithophyllum sp.","sessile",0.000228,"primary producer",0.01,"FXAP2.csv"
"Hypnea musciformis","sessile",0.000228,"primary producer",106700,"FXAP2.csv"
"Cryptonemia crenulata","sessile",0.000228,"primary producer",13.3,"FXAP2.csv"
"Plocamium brasiliense","sessile",0.000228,"primary producer",44,"FXAP2.csv"
"Stramonita haemastoma","walking",1.35,"invertebrate",9.47,"FXAP2.csv"
