"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Polychaeta","walking",7e-04,"invertebrate",7e-04,"SF2M2.csv"
"Eteone longa","walking",7e-04,"invertebrate",7e-04,"SF2M2.csv"
"Eteone sp.","walking",0.007,"invertebrate",0.014,"SF2M2.csv"
"Alitta virens","walking",0.223,"invertebrate",0.45,"SF2M2.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"SF2M2.csv"
"Mytilus sp.","sessile",1.414,"invertebrate",28.42,"SF2M2.csv"
"Zooplankton","swimming",0.001,"invertebrate",10,"SF2M2.csv"
"Gammarus oceanicus","swimming",0.0881,"invertebrate",0.88,"SF2M2.csv"
"Balanus crenatus","sessile",0.5012,"invertebrate",0.5,"SF2M2.csv"
"Fucus","sessile",0.000228,"primary producer",404.78,"SF2M2.csv"
"Littorina littorea","walking",0.6947,"invertebrate",0.69,"SF2M2.csv"
"Littorina obtusata","walking",0.1468,"invertebrate",2.27,"SF2M2.csv"
"Littorina saxatilis","walking",0.0621,"invertebrate",1.23,"SF2M2.csv"
"Testudinalia testudinalis","walking",0.5485,"invertebrate",1.09,"SF2M2.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"SF2M2.csv"
