"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",2.5,"SF2I4.csv"
"Mytilus sp.","sessile",1.6468,"invertebrate",30.72,"SF2I4.csv"
"Zooplankton","swimming",0.001,"invertebrate",10,"SF2I4.csv"
"Harpacticoida","swimming",0.001,"invertebrate",0.001,"SF2I4.csv"
"Hediste diversicolor","walking",0.032,"invertebrate",0.03,"SF2I4.csv"
"Ulvaria obscura","sessile",0.000228,"primary producer",0.96,"SF2I4.csv"
"Testudinalia testudinalis","walking",0.4828,"invertebrate",2.41,"SF2I4.csv"
"Dictyosiphon foeniculaceus","sessile",0.000228,"primary producer",1.97,"SF2I4.csv"
"Fucus","sessile",0.000228,"primary producer",51.8,"SF2I4.csv"
"Petalonia fascia","sessile",0.000228,"primary producer",10.2,"SF2I4.csv"
"Rhodomela lycopodioides","sessile",0.000228,"primary producer",3.59,"SF2I4.csv"
"Polysiphonia sp.","sessile",0.000228,"primary producer",7.01,"SF2I4.csv"
"Clathromorphum circumscriptum","sessile",0.000228,"primary producer",0.1,"SF2I4.csv"
"Diatomophyceae","sessile",2e-04,"primary producer",18.93,"SF2I4.csv"
