"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",0.5,"FXAP1.csv"
"Zooplankton","swimming",0.001,"invertebrate",2,"FXAP1.csv"
"Talitridae","swimming",0.014,"invertebrate",0.0285,"FXAP1.csv"
"Cinachyrella alloclada","sessile",0.01,"invertebrate",0.1,"FXAP1.csv"
"Ostracoda","swimming",0.001,"invertebrate",8e-04,"FXAP1.csv"
"Brachidontes sp.","sessile",0.001,"invertebrate",0.001,"FXAP1.csv"
"Isaurus sp.","sessile",0.01,"invertebrate",0.1,"FXAP1.csv"
"Eudistoma vannamei","sessile",0.01,"invertebrate",0.1,"FXAP1.csv"
"Polychaeta","walking",0.0013,"invertebrate",0.017,"FXAP1.csv"
"Sabellidae","sessile",0.002,"invertebrate",0.004,"FXAP1.csv"
"Phallusia nigra","sessile",0.01,"invertebrate",0.1,"FXAP1.csv"
"Gammaridae","swimming",0.0015,"invertebrate",138,"FXAP1.csv"
"Tanaidacea","walking",8e-04,"invertebrate",0.0023,"FXAP1.csv"
"Eulithidium affine","walking",0.0025,"invertebrate",0.0025,"FXAP1.csv"
"Tegula viridula","walking",0.01,"invertebrate",0.03,"FXAP1.csv"
"Ophiura sp.","walking",0.0066,"invertebrate",0.0198,"FXAP1.csv"
"Protopalythoa variabilis","sessile",0.483,"invertebrate",1.45,"FXAP1.csv"
"Idotea","walking",7e-04,"invertebrate",7e-04,"FXAP1.csv"
"Clibanarius antillensis","walking",0.221,"invertebrate",1.55,"FXAP1.csv"
"Engina turbinella","walking",0.085,"invertebrate",0.17,"FXAP1.csv"
"Bryopsis plumosa","sessile",0.000228,"primary producer",88400,"FXAP1.csv"
"Eriphia gonagra","walking",1.67,"invertebrate",3.347,"FXAP1.csv"
"Pomacanthus paru","swimming",1,"ectotherm vertebrate",1,"FXAP1.csv"
"Abudefduf saxatilis","swimming",0.86,"ectotherm vertebrate",0.86,"FXAP1.csv"
"Pachygrapsus transversus","walking",0.1,"invertebrate",0.1,"FXAP1.csv"
"Ischnochiton striolatus","walking",0.01,"invertebrate",0.1,"FXAP1.csv"
"Menippe nodifrons","walking",5.7,"invertebrate",5.7,"FXAP1.csv"
"Caulerpa racemosa","sessile",0.000228,"primary producer",260,"FXAP1.csv"
"Caulerpa prolifera","sessile",0.000228,"primary producer",0.25,"FXAP1.csv"
"Caulerpa scalpelliformis","sessile",0.000228,"primary producer",0.19,"FXAP1.csv"
"Codium decorticatum","sessile",0.000228,"primary producer",85,"FXAP1.csv"
"Valonia aegagropila","sessile",0.000228,"primary producer",0.01,"FXAP1.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",125.2,"FXAP1.csv"
"Dictyopteris delicatula","sessile",0.000228,"primary producer",5.16,"FXAP1.csv"
"Lobophora variegata","sessile",0.000228,"primary producer",2.58,"FXAP1.csv"
"Padina gymnospora","sessile",0.000228,"primary producer",1.2,"FXAP1.csv"
"Sargassum vulgare","sessile",0.000228,"primary producer",11.08,"FXAP1.csv"
"Sphacelaria sp.","sessile",0.000228,"primary producer",37500,"FXAP1.csv"
"Corallina sp.","sessile",0.000228,"primary producer",60.2,"FXAP1.csv"
"Hypnea musciformis","sessile",0.000228,"primary producer",147000,"FXAP1.csv"
"Gracilaria domingensis","sessile",0.000228,"primary producer",27.4,"FXAP1.csv"
"Cryptonemia crenulata","sessile",0.000228,"primary producer",8.94,"FXAP1.csv"
"Plocamium sp.","sessile",0.000228,"primary producer",36.5,"FXAP1.csv"
"Plocamium brasiliense","sessile",0.000228,"primary producer",16.66,"FXAP1.csv"
"Mycale sp.","sessile",2.42,"invertebrate",2.42,"FXAP1.csv"
"Stramonita haemastoma","walking",1.1,"invertebrate",1.1,"FXAP1.csv"
