"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Balanus sp.","sessile",0.01,"invertebrate",0.1,"L1P1.csv"
"Lipophrys pholis","swimming",0.995,"ectotherm vertebrate",1.99,"L1P1.csv"
"Lipophrys trigloides","swimming",0.7,"ectotherm vertebrate",0.7,"L1P1.csv"
"Gobius paganellus","swimming",0.54,"ectotherm vertebrate",4.29,"L1P1.csv"
"Polychaeta","walking",0.013,"invertebrate",0.09,"L1P1.csv"
"Nucella sp.","walking",0.0038,"invertebrate",0.004,"L1P1.csv"
"Insecta","swimming",0.01,"invertebrate",0.01,"L1P1.csv"
"Nassariidae","walking",0.06,"invertebrate",0.17,"L1P1.csv"
"Diplodus sargus sargus","swimming",0.46,"ectotherm vertebrate",4.13,"L1P1.csv"
"Palaemon longirostris","swimming",0.21,"invertebrate",4.23,"L1P1.csv"
"Palaemon elegans","swimming",0.55,"invertebrate",10.99,"L1P1.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"L1P1.csv"
"Zooplankton","swimming",0.001,"invertebrate",4,"L1P1.csv"
"Porifera","sessile",0.15,"invertebrate",0.15,"L1P1.csv"
"Ectoprocta","sessile",0.01,"invertebrate",0.01,"L1P1.csv"
"Gammaridae","swimming",0.0023,"invertebrate",0.01,"L1P1.csv"
"Ophiuroidea","walking",0.0044,"invertebrate",0.12,"L1P1.csv"
"Botryllus schlosseri","sessile",0.01,"invertebrate",0.1,"L1P1.csv"
"Musculus costulatus","sessile",0.003,"invertebrate",0.006,"L1P1.csv"
"Mytilus galloprovincialis","other",0.018,"invertebrate",0.02,"L1P1.csv"
"Tricolia pullus","walking",0.004,"invertebrate",0.01,"L1P1.csv"
"Chthamalus sp.","sessile",0.01,"invertebrate",0.1,"L1P1.csv"
"Actinothoe sphyrodeta","sessile",0.22,"invertebrate",0.22,"L1P1.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"L1P1.csv"
"Oligochaeta","walking",0.01,"invertebrate",0.01,"L1P1.csv"
"Petricolinae","sessile",0.32,"invertebrate",0.65,"L1P1.csv"
"Porcellana platycheles","walking",0.088,"invertebrate",0.35,"L1P1.csv"
"Tanaidacea","walking",0.01,"invertebrate",0.001,"L1P1.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",132.5,"L1P1.csv"
"Pantopoda","walking",0.0015,"invertebrate",0.002,"L1P1.csv"
"Paracentrotus lividus","walking",0.2,"invertebrate",0.2,"L1P1.csv"
"Acanthochitona crinita","walking",0.18,"invertebrate",0.88,"L1P1.csv"
"Lepidochitona cinerea","walking",0.18,"invertebrate",0.53,"L1P1.csv"
"Chiton olivaceus","walking",0.2,"invertebrate",0.2,"L1P1.csv"
"Leptochiton algesirensis","walking",0.09,"invertebrate",0.18,"L1P1.csv"
"Gibbula umbilicalis","walking",0.24,"invertebrate",4.8,"L1P1.csv"
"Rissoidae","walking",0.0031,"invertebrate",0.01,"L1P1.csv"
"Barleeia sp.","walking",0.03,"invertebrate",0.45,"L1P1.csv"
"Aplysia punctata","walking",0.23,"invertebrate",0.68,"L1P1.csv"
"Onchidella celtica","walking",0.1,"invertebrate",0.21,"L1P1.csv"
"Sphaeromatidae","walking",0.04,"invertebrate",0.04,"L1P1.csv"
"Lophozozymus incisus","walking",0.16,"invertebrate",0.16,"L1P1.csv"
"Cladophora rupestris","sessile",0.000228,"primary producer",3.99,"L1P1.csv"
"Colpomenia peregrina","sessile",0.000228,"primary producer",5.59,"L1P1.csv"
"Bifurcaria bifurcata","sessile",0.000228,"primary producer",6.11,"L1P1.csv"
"Cystoseira sp.","sessile",0.000228,"primary producer",13.54,"L1P1.csv"
"Sphacelaria cirrosa","sessile",0.000228,"primary producer",0.1,"L1P1.csv"
"Anemonia sulcata","sessile",91,"invertebrate",364,"L1P1.csv"
"Asparagopsis armata","sessile",0.000228,"primary producer",10850,"L1P1.csv"
"Lithophyllum sp.","sessile",0.000228,"primary producer",0.01,"L1P1.csv"
"Gelidium corneum","sessile",0.000228,"primary producer",4.19,"L1P1.csv"
"Felimida purpureaÃ¡","walking",0.33,"invertebrate",NA,"L1P1.csv"
"Epitonium clathrus","walking",9.28,"invertebrate",9.28,"L1P1.csv"
"Turridae","walking",0.006,"invertebrate",0.09,"L1P1.csv"
"Diaphorodoris papillata","walking",0.23,"invertebrate",0.23,"L1P1.csv"
"Saccorhiza polyschides","sessile",0.000228,"primary producer",6.53,"L1P1.csv"
"Dictyota dichotoma","sessile",0.000228,"primary producer",19.35,"L1P1.csv"
"Dictyopteris polypodioides","sessile",0.000228,"primary producer",16.55,"L1P1.csv"
"Marthasterias glacialis","walking",40,"invertebrate",40,"L1P1.csv"
"Ellisolandia elongata","sessile",0.000228,"primary producer",5700,"L1P1.csv"
