"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",0.5,"GJBP2.csv"
"Zooplankton","swimming",0.001,"invertebrate",2,"GJBP2.csv"
"Tedania sp.","sessile",0.01,"invertebrate",0.1,"GJBP2.csv"
"Cumacea","walking",2e-04,"invertebrate",2e-04,"GJBP2.csv"
"Polychaeta","walking",0.019,"invertebrate",0.0583,"GJBP2.csv"
"Talitridae","swimming",0.0012,"invertebrate",0.0012,"GJBP2.csv"
"Gammaridae","swimming",0.0026,"invertebrate",0.0314,"GJBP2.csv"
"Astyris lunata","walking",0.0238,"invertebrate",0.0238,"GJBP2.csv"
"Panopeus sp.","walking",0.012,"invertebrate",0.012,"GJBP2.csv"
"Eulithidium affine","walking",0.0014,"invertebrate",0.0201,"GJBP2.csv"
"Tegula viridula","walking",0.012,"invertebrate",0.012,"GJBP2.csv"
"Bathygobius soporator","swimming",0.01,"ectotherm vertebrate",0.1,"GJBP2.csv"
"Tanaidacea","walking",9e-04,"invertebrate",9e-04,"GJBP2.csv"
"Idotea","walking",0.007,"invertebrate",0.014,"GJBP2.csv"
"Cerithium atratum","walking",0.0014,"invertebrate",0.0014,"GJBP2.csv"
"Bryopsis pennata","sessile",0.000228,"primary producer",178,"GJBP2.csv"
"Aplysia dactylomela","walking",101.26,"invertebrate",202.52,"GJBP2.csv"
"Clibanarius antillensis","walking",1.6,"invertebrate",4.82,"GJBP2.csv"
"Bryopsis sp.","sessile",0.000228,"primary producer",1.14,"GJBP2.csv"
"Caulerpa racemosa","sessile",0.000228,"primary producer",15.45,"GJBP2.csv"
"Caulerpa prolifera","sessile",0.000228,"primary producer",1,"GJBP2.csv"
"Caulerpa scalpelliformis","sessile",0.000228,"primary producer",1.5,"GJBP2.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",7.4,"GJBP2.csv"
"Lobophora variegata","sessile",0.000228,"primary producer",0.78,"GJBP2.csv"
"Padina gymnospora","sessile",0.000228,"primary producer",45.5,"GJBP2.csv"
"Dictyota mertensii","sessile",0.000228,"primary producer",5.34,"GJBP2.csv"
"Spatoglossum schroederi","sessile",0.000228,"primary producer",348,"GJBP2.csv"
"Corallina sp.","sessile",0.000228,"primary producer",55800,"GJBP2.csv"
"Lithophyllum sp.","sessile",0.000228,"primary producer",0.01,"GJBP2.csv"
"Hypnea musciformis","sessile",0.000228,"primary producer",68,"GJBP2.csv"
"Gracilaria sp.","sessile",0.000228,"primary producer",104,"GJBP2.csv"
"Chaetomorpha gracilaris","sessile",0.000228,"primary producer",1.07,"GJBP2.csv"
"Pagurus sp.","walking",3.4,"invertebrate",54.59,"GJBP2.csv"
