"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",0.5,"CGP3.csv"
"Hymeniacidon heliophila","sessile",5720,"invertebrate",5.72,"CGP3.csv"
"Copepoda","swimming",0.001,"invertebrate",0.001,"CGP3.csv"
"Zooplankton","swimming",0.001,"invertebrate",3,"CGP3.csv"
"Holothuria grisea","walking",119.15,"invertebrate",238.3,"CGP3.csv"
"Odontesthes argentinensis","swimming",0.01,"ectotherm vertebrate",0.1,"CGP3.csv"
"Crassostrea virginica","sessile",5.83,"invertebrate",17.48,"CGP3.csv"
"Barbatia candida","sessile",0.4,"invertebrate",0.8,"CGP3.csv"
"Tanaidacea","walking",0.01,"invertebrate",0.001,"CGP3.csv"
"Gammaridae","swimming",0.01,"invertebrate",0.001,"CGP3.csv"
"Polychaeta","walking",0.01,"invertebrate",3.7,"CGP3.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",78100,"CGP3.csv"
"Ischnochiton striolatus","walking",0.1,"invertebrate",0.94,"CGP3.csv"
"Clibanarius vittatus","walking",1.01,"invertebrate",1.01,"CGP3.csv"
"Tegula viridula","walking",2.66,"invertebrate",13.28,"CGP3.csv"
"Bathygobius soporator","swimming",2.2,"ectotherm vertebrate",35.16,"CGP3.csv"
"Litopenaeus schmitti","walking",2.26,"invertebrate",6.78,"CGP3.csv"
"Alpheus formosus","walking",1.7,"invertebrate",3.39,"CGP3.csv"
"Palaemon northropi","swimming",0.3,"invertebrate",4.44,"CGP3.csv"
"Caulerpa racemosa","sessile",0.000228,"primary producer",18.3,"CGP3.csv"
"Padina sp.","sessile",0.000228,"primary producer",93.5,"CGP3.csv"
"Dictyota sp","sessile",0.000228,"primary producer",0.01,"CGP3.csv"
"Acanthophora spicifera","sessile",0.000228,"primary producer",31800,"CGP3.csv"
"Lithophyllum","sessile",0.000228,"primary producer",0.01,"CGP3.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"CGP3.csv"
"Morula nodulosa","walking",0.72,"invertebrate",2.17,"CGP3.csv"
"Bunodosoma cangicum","sessile",1.8,"invertebrate",7.21,"CGP3.csv"
"Eurypanopeus abreviatus","walking",20.25,"invertebrate",60.76,"CGP3.csv"
"Pagurus sp.","walking",1.57,"invertebrate",6.28,"CGP3.csv"
"Callinectes sapidus","walking",8.2,"invertebrate",8.2,"CGP3.csv"
"Cronius ruber","walking",11.25,"invertebrate",67.52,"CGP3.csv"
