"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",2.5,"PP1I3.csv"
"Mytilus sp.","sessile",2.1108,"invertebrate",32.83,"PP1I3.csv"
"Zooplankton","swimming",0.001,"invertebrate",10,"PP1I3.csv"
"Gammarus oceanicus","swimming",0.1623,"invertebrate",1.62,"PP1I3.csv"
"Fucus","sessile",0.000228,"primary producer",185.76,"PP1I3.csv"
"Testudinalia testudinalis","walking",0.7196,"invertebrate",7.2,"PP1I3.csv"
"Cancer irroratus","walking",78.54,"invertebrate",78.54,"PP1I3.csv"
"Littorina obtusata","walking",0.1908,"invertebrate",1.91,"PP1I3.csv"
"Littorina saxatilis","walking",0.0616,"invertebrate",0.62,"PP1I3.csv"
"Ralfsia verrucosa","sessile",0.000228,"primary producer",NA,"PP1I3.csv"
"Clathromorphum circumscriptum","sessile",0.000228,"primary producer",82.3,"PP1I3.csv"
