"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Sphaeromatidae","walking",0.0023,"invertebrate",0.002,"F2P4.csv"
"Anemonia natalensis","sessile",0.0023,"invertebrate",0.024,"F2P4.csv"
"Platyhelminthes","walking",0.0018,"invertebrate",0.0018,"F2P4.csv"
"Antennablennius bifilum","swimming",1.13,"ectotherm vertebrate",2.26,"F2P4.csv"
"Helcogramma obtusirostris","swimming",0.68,"ectotherm vertebrate",0.68,"F2P4.csv"
"Eriphia smithii","walking",0.01,"invertebrate",0.1,"F2P4.csv"
"PhytoP","other",1e-04,"primary producer",0.5,"F2P4.csv"
"Iotrochota purpurea","sessile",0.01,"invertebrate",0.1,"F2P4.csv"
"Tedania anhelans","sessile",0.01,"invertebrate",0.1,"F2P4.csv"
"Chthamalus dentatus","sessile",0.0027,"invertebrate",0.0027,"F2P4.csv"
"Zooplankton","swimming",0.001,"invertebrate",3,"F2P4.csv"
"Palythoa nelliae","sessile",0.01,"invertebrate",0.1,"F2P4.csv"
"Zoanthus sansibaricus","sessile",0.01,"invertebrate",0.1,"F2P4.csv"
"Afrocucumis africana","walking",0.0133,"invertebrate",0.0133,"F2P4.csv"
"Diplosoma modestum","sessile",0.01,"invertebrate",0.1,"F2P4.csv"
"Sycon sp.","sessile",0.01,"invertebrate",0.1,"F2P4.csv"
"Haliclona sp.","sessile",0.01,"invertebrate",0.1,"F2P4.csv"
"Musculus sp.","sessile",0.0019,"invertebrate",0.0037,"F2P4.csv"
"Polychaeta","walking",0.0248,"invertebrate",0.571,"F2P4.csv"
"Oligochaeta","walking",9e-04,"invertebrate",0.0044,"F2P4.csv"
"Septifer bilocularis","sessile",0.01,"invertebrate",0.1,"F2P4.csv"
"Ophiurida","walking",0.08,"invertebrate",0.1,"F2P4.csv"
"Perna perna","sessile",4.46,"invertebrate",4.46,"F2P4.csv"
"Caulerpa cupressoides","sessile",0.000228,"primary producer",NA,"F2P4.csv"
"Rissoidae","walking",0.0071,"invertebrate",0.007,"F2P4.csv"
"Acanthochitonidae","walking",0.003,"invertebrate",0.003,"F2P4.csv"
"Ischnochiton sp.","walking",0.271,"invertebrate",0.27,"F2P4.csv"
"Melitidae","swimming",2e-04,"invertebrate",2e-04,"F2P4.csv"
"Clibanarius virescens","walking",1.79,"invertebrate",32.16,"F2P4.csv"
"Menaethius monoceros","walking",0.58,"invertebrate",0.58,"F2P4.csv"
"Thalamita crenata","walking",2.14,"invertebrate",2.14,"F2P4.csv"
"Purpura panama","walking",0.01,"invertebrate",0.1,"F2P4.csv"
"Peristernia forskalii","walking",0.56,"invertebrate",0.56,"F2P4.csv"
"Neomeris vanbosseae","sessile",0.000228,"primary producer",0.01,"F2P4.csv"
"Dictyosphaeria cavernosa","sessile",0.000228,"primary producer",140.6,"F2P4.csv"
"Valoniopsis pachynema","sessile",0.000228,"primary producer",47.73,"F2P4.csv"
"Chondria armata","sessile",0.000228,"primary producer",269.2,"F2P4.csv"
"Osmundaria melvillii","sessile",0.000228,"primary producer",150.4,"F2P4.csv"
"Amphiroa sp.","sessile",0.000228,"primary producer",0.01,"F2P4.csv"
"Jania intermedia","sessile",0.000228,"primary producer",37.6,"F2P4.csv"
"Gracilaria corticata","sessile",0.000228,"primary producer",136.9,"F2P4.csv"
"Dictyopteris delicatula","sessile",0.000228,"primary producer",41.37,"F2P4.csv"
"Dictyopteris longifolia","sessile",0.000228,"primary producer",0.01,"F2P4.csv"
"Dictyota sp.","sessile",0.000228,"primary producer",0.01,"F2P4.csv"
"Padina boryana","sessile",0.000228,"primary producer",169.6,"F2P4.csv"
"Sargassum aquifolium","sessile",0.000228,"primary producer",85.8,"F2P4.csv"
"Turbinaria ornata","sessile",0.000228,"primary producer",142.9,"F2P4.csv"
"Hydroclathrus clathratus","sessile",0.000228,"primary producer",0.01,"F2P4.csv"
"Triphoridae","walking",0.0011,"invertebrate",0.001,"F2P4.csv"
"Epitoniidae","walking",0.001,"invertebrate",0.1,"F2P4.csv"
"Nemertea","walking",5e-04,"invertebrate",0.001,"F2P4.csv"
"Valonia macrophysa","sessile",0.000228,"primary producer",388.4,"F2P4.csv"
