"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",0.5,"FXBP4.csv"
"Zooplankton","swimming",0.001,"invertebrate",2,"FXBP4.csv"
"Talitridae","swimming",0.01,"invertebrate",0.001,"FXBP4.csv"
"Neogonodactylus sp.","walking",0.01,"invertebrate",0.01,"FXBP4.csv"
"Cinachyrella alloclada","sessile",0.01,"invertebrate",0.1,"FXBP4.csv"
"Tedania sp.","sessile",0.01,"invertebrate",0.1,"FXBP4.csv"
"Zoanthus sociatus","sessile",0.01,"invertebrate",0.1,"FXBP4.csv"
"Eudistoma vannamei","sessile",0.01,"invertebrate",0.1,"FXBP4.csv"
"Polychaeta","walking",9e-04,"invertebrate",0.0018,"FXBP4.csv"
"Sabellidae","sessile",0.0038,"invertebrate",0.023,"FXBP4.csv"
"Phallusia nigra","sessile",0.01,"invertebrate",0.1,"FXBP4.csv"
"Cystodytes dellechiajei","sessile",0.01,"invertebrate",0.1,"FXBP4.csv"
"Gammaridae","swimming",0.0022,"invertebrate",0.0043,"FXBP4.csv"
"Pagurus sp.","walking",0.22,"invertebrate",0.22,"FXBP4.csv"
"Eulithidium affine","walking",0.0035,"invertebrate",0.0035,"FXBP4.csv"
"Lithopoma phoebium","walking",0.01,"invertebrate",0.01,"FXBP4.csv"
"Ophiura sp.","walking",0.001,"invertebrate",0.01,"FXBP4.csv"
"Idotea","walking",0.0014,"invertebrate",0.0027,"FXBP4.csv"
"Protopalythoa variabilis","sessile",0.235,"invertebrate",1.88,"FXBP4.csv"
"Amphitoidae","swimming",0.004,"invertebrate",0.004,"FXBP4.csv"
"Stenothoidae","swimming",0.01,"invertebrate",0.001,"FXBP4.csv"
"Clibanarius antillensis","walking",0.29,"invertebrate",1.16,"FXBP4.csv"
"Engina turbinella","walking",0.19,"invertebrate",0.19,"FXBP4.csv"
"Hippolyte obliquimanus","walking",0.434,"invertebrate",0.2343,"FXBP4.csv"
"Caulerpa prolifera","sessile",0.000228,"primary producer",7.73,"FXBP4.csv"
"Columbella mercatoria","walking",0.8,"invertebrate",0.82,"FXBP4.csv"
"Tegula viridula","walking",2.84,"invertebrate",17.01,"FXBP4.csv"
"Aplysia dactylomela","walking",35.59,"invertebrate",106.78,"FXBP4.csv"
"Bathygobius soporator","swimming",1.8,"ectotherm vertebrate",3.59,"FXBP4.csv"
"Eriphia gonagra","walking",42.64,"invertebrate",85.28,"FXBP4.csv"
"Epialtus brasiliensis","walking",0.175,"invertebrate",0.175,"FXBP4.csv"
"Pachygrapsus transversus","walking",4.35,"invertebrate",4.35,"FXBP4.csv"
"Caulerpa cupressoides","sessile",0.000228,"primary producer",71.8,"FXBP4.csv"
"Valonia aegagropila","sessile",0.000228,"primary producer",55,"FXBP4.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",49.5,"FXBP4.csv"
"Dictyota menstrualis","sessile",0.000228,"primary producer",1,"FXBP4.csv"
"Spatoglossum schroederi","sessile",0.000228,"primary producer",8.64,"FXBP4.csv"
"Sargassum vulgare","sessile",0.000228,"primary producer",57.1,"FXBP4.csv"
"Sphacelaria sp.","sessile",0.000228,"primary producer",30.6,"FXBP4.csv"
"Centroceras clavulatum","sessile",0.000228,"primary producer",6.4,"FXBP4.csv"
"Acanthophora spicifera","sessile",0.000228,"primary producer",63,"FXBP4.csv"
"Corallina sp.","sessile",0.000228,"primary producer",5.33,"FXBP4.csv"
"Lithophyllum sp.","sessile",0.000228,"primary producer",0.01,"FXBP4.csv"
"Hypnea musciformis","sessile",0.000228,"primary producer",721,"FXBP4.csv"
"Gracilaria Birdiae","sessile",0.000228,"primary producer",22.1,"FXBP4.csv"
"Gracilaria sp.","sessile",0.000228,"primary producer",52,"FXBP4.csv"
"Cryptonemia crenulata","sessile",0.000228,"primary producer",11,"FXBP4.csv"
"Plocamium brasiliense","sessile",0.000228,"primary producer",54,"FXBP4.csv"
"Stramonita haemastoma","walking",2.17,"invertebrate",6.52,"FXBP4.csv"
