"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",2.5,"WP1.csv"
"Gammaridae","swimming",9e-04,"invertebrate",0.018,"WP1.csv"
"Zooplankton","swimming",0.001,"invertebrate",10,"WP1.csv"
"Polychaeta","walking",0.0052,"invertebrate",0.13,"WP1.csv"
"Spirorbis spirorbis","sessile",0.001,"invertebrate",0.01,"WP1.csv"
"Harparticoida","swimming",0.001,"invertebrate",0.001,"WP1.csv"
"Ostracoda","swimming",0.001,"invertebrate",0.001,"WP1.csv"
"Membranipora membranaceae","sessile",0.01,"invertebrate",0.01,"WP1.csv"
"Amphipholis squamata","walking",0.004,"invertebrate",0.04,"WP1.csv"
"Bivalvia","sessile",4e-04,"invertebrate",0.001,"WP1.csv"
"Solecurtus strigilatus","sessile",0.0369,"invertebrate",0.032,"WP1.csv"
"Stenothoidae","swimming",0.0032,"invertebrate",0.0032,"WP1.csv"
"Ampithoidae","swimming",0.0019,"invertebrate",0.0019,"WP1.csv"
"Nereis sp.","walking",0.0024,"invertebrate",0.0024,"WP1.csv"
"Insecta","swimming",0.001,"invertebrate",0.002,"WP1.csv"
"Nassariidae","walking",0.0095,"invertebrate",0.06,"WP1.csv"
"Tanaidacea","walking",0.0015,"invertebrate",0.027,"WP1.csv"
"Palaemon serratus","swimming",0.2526,"invertebrate",2.53,"WP1.csv"
"Anemonia viridis","sessile",0.01,"invertebrate",0.1,"WP1.csv"
"Actinia equina","sessile",0.01,"invertebrate",0.1,"WP1.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",0.1,"WP1.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"WP1.csv"
"Omalogyra atomus","walking",4e-04,"invertebrate",0.009,"WP1.csv"
"Barleeia sp.","walking",0.0039,"invertebrate",0.0078,"WP1.csv"
"Turritellidae","walking",0.01,"invertebrate",0.1,"WP1.csv"
"Rissoidae","walking",0.004,"invertebrate",0.012,"WP1.csv"
"Nucella lapillus","walking",0.01,"invertebrate",0.1,"WP1.csv"
"Patella vulgata","other",0.01,"invertebrate",0.1,"WP1.csv"
"Gibbula cineraria","walking",0.01,"invertebrate",0.1,"WP1.csv"
"Ulva linza","sessile",0.000228,"primary producer",0.1,"WP1.csv"
"Colpomenia peregrina","sessile",0.000228,"primary producer",0.1,"WP1.csv"
"Desmarestia aculeata","sessile",0.000228,"primary producer",0.1,"WP1.csv"
"Chorda filum","sessile",0.000228,"primary producer",0.1,"WP1.csv"
"Sargassum muticum","sessile",0.000228,"primary producer",0.1,"WP1.csv"
"Halurus equisetifolius","sessile",0.000228,"primary producer",0.1,"WP1.csv"
"Rhodomela confervoides","sessile",0.000228,"primary producer",0.1,"WP1.csv"
"Jania rubens","sessile",0.000228,"primary producer",1315,"WP1.csv"
"Furcellaria lumbricalis","sessile",0.000228,"primary producer",0.1,"WP1.csv"
"Palmaria palmata","sessile",0.000228,"primary producer",0.1,"WP1.csv"
