"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",2.5,"PP2I3.csv"
"Mytilus sp.","sessile",2.2525,"invertebrate",28.4,"PP2I3.csv"
"Zooplankton","swimming",0.001,"invertebrate",10,"PP2I3.csv"
"Polychaeta","walking",0.0639,"invertebrate",0.13,"PP2I3.csv"
"Alitta virens","walking",0.0296,"invertebrate",0.03,"PP2I3.csv"
"Hediste diversicolor","walking",0.0296,"invertebrate",0.03,"PP2I3.csv"
"Eteone sp.","walking",0.002,"invertebrate",0.002,"PP2I3.csv"
"Oligochaeta","walking",2e-04,"invertebrate",2e-04,"PP2I3.csv"
"Gammarus oceanicus","swimming",0.1369,"invertebrate",1.37,"PP2I3.csv"
"Aulactinia stella","sessile",0.7277,"invertebrate",0.73,"PP2I3.csv"
"Monostroma grevillei","sessile",0.000228,"primary producer",0.1,"PP2I3.csv"
"Littorina obtusata","walking",0.1779,"invertebrate",1.94,"PP2I3.csv"
"Littorina saxatilis","walking",0.1707,"invertebrate",1.71,"PP2I3.csv"
"Testudinalia testudinalis","walking",0.5242,"invertebrate",5.24,"PP2I3.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"PP2I3.csv"
"Dictyosiphon foeniculaceus","sessile",0.000228,"primary producer",0.38,"PP2I3.csv"
"Fucus","sessile",0.000228,"primary producer",88.32,"PP2I3.csv"
"Petalonia fascia","sessile",0.000228,"primary producer",2.01,"PP2I3.csv"
"Chordaria flagelliformis","sessile",0.000228,"primary producer",NA,"PP2I3.csv"
"Ralfsia verrucosa","sessile",0.000228,"primary producer",0.1,"PP2I3.csv"
"Coilodesme bulligera","sessile",0.000228,"primary producer",3.6,"PP2I3.csv"
"Clathromorphum circumscriptum","sessile",0.000228,"primary producer",0.1,"PP2I3.csv"
"Diatomophyceae","sessile",2e-04,"primary producer",0.77,"PP2I3.csv"
