"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",0.5,"FXAP3.csv"
"Zooplankton","swimming",0.001,"invertebrate",2,"FXAP3.csv"
"Cinachyrella alloclada","sessile",0.01,"invertebrate",0.1,"FXAP3.csv"
"Phallusia nigra","sessile",0.01,"invertebrate",0.1,"FXAP3.csv"
"Eudistoma vannamei","sessile",0.01,"invertebrate",0.1,"FXAP3.csv"
"Cystodytes dellechiajei","sessile",0.01,"invertebrate",0.1,"FXAP3.csv"
"Talitridae","swimming",0.0024,"invertebrate",0.0119,"FXAP3.csv"
"Harparticoida","swimming",0.001,"invertebrate",0.001,"FXAP3.csv"
"Fissurella rosea","walking",0.0079,"invertebrate",0.0157,"FXAP3.csv"
"Stramonita haemastoma","walking",2.32,"invertebrate",2.32,"FXAP3.csv"
"Eulithidium affine","walking",0.01,"invertebrate",0.01,"FXAP3.csv"
"Ophiura sp.","walking",0.0018,"invertebrate",0.0035,"FXAP3.csv"
"Isopoda","walking",9e-04,"invertebrate",0.0019,"FXAP3.csv"
"Amphitoidae","swimming",7e-04,"invertebrate",0.0027,"FXAP3.csv"
"Clibanarius antillensis","walking",0.234,"invertebrate",1.17,"FXAP3.csv"
"Bryopsis pennata","sessile",0.000228,"primary producer",0.95,"FXAP3.csv"
"Pachygrapsus transversus","walking",1.7,"invertebrate",3.4,"FXAP3.csv"
"Tanaidacea","walking",3e-04,"invertebrate",8e-04,"FXAP3.csv"
"Idotea","walking",3e-04,"invertebrate",3e-04,"FXAP3.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"FXAP3.csv"
"Polychaeta","walking",2.71,"invertebrate",32.51,"FXAP3.csv"
"Ischnochiton striolatus","walking",0.01,"invertebrate",0.1,"FXAP3.csv"
"Epialtus brasiliensis","walking",0.098,"invertebrate",0.098,"FXAP3.csv"
"Gammaridae","swimming",0.84,"invertebrate",7.56,"FXAP3.csv"
"Caulerpa racemosa","sessile",0.000228,"primary producer",9.53,"FXAP3.csv"
"Caulerpa scalpelliformis","sessile",0.000228,"primary producer",0.6,"FXAP3.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",2.4,"FXAP3.csv"
"Dictyopteris delicatula","sessile",0.000228,"primary producer",1.4,"FXAP3.csv"
"Lobophora variegata","sessile",0.000228,"primary producer",0.01,"FXAP3.csv"
"Sargassum vulgare","sessile",0.000228,"primary producer",6.64,"FXAP3.csv"
"Sphacelaria sp.","sessile",0.000228,"primary producer",4.29,"FXAP3.csv"
"Corallina sp.","sessile",0.000228,"primary producer",1.83,"FXAP3.csv"
"Hypnea musciformis","sessile",0.000228,"primary producer",9.69,"FXAP3.csv"
"Cryptonemia crenulata","sessile",0.000228,"primary producer",0.33,"FXAP3.csv"
"Plocamium brasiliense","sessile",0.000228,"primary producer",0.99,"FXAP3.csv"
"Anemonia sargassensis","sessile",0.77,"invertebrate",0.77,"FXAP3.csv"
