"FW_name","species","species_type","metabolic_type","functional_group","taxonomic_level","movement_type","bodymass","abundance","biomass","losses","efficiencies"
"IS12","Achnanthes","plant","plant","plant","genus","sessile",7.28e-10,24303887.5,0.0176932301,NA,0.519437809777475
"IS12","Amphora","plant","plant","plant","genus","sessile",3.448e-11,1576923.407,5.437231907336e-05,NA,0.519437809777475
"IS12","Bacteria","detritus","heterotrophic bacteria","nonfeeding",NA,"sessile",NA,NA,NA,NA,0.145391973263698
"IS12","Caloneis","plant","plant","plant","genus","sessile",1.144e-09,394230.8517,0.0004510000943448,NA,0.519437809777475
"IS12","Capnia vidua","animal","ectotherm invertebrate","herbivore","species","walking",8.271984e-06,20,0.00016543968,1.26503986012467e-07,0.897042821784468
"IS12","CPOM","detritus","detritus","detritus",NA,"sessile",NA,NA,NA,NA,0.145391973263698
"IS12","Cymbella","plant","plant","plant","genus","sessile",3.174e-10,3691754.8525,0.0011717629901835,NA,0.519437809777475
"IS12","Diatoma","plant","plant","plant","genus","sessile",1.384e-08,1631196.475,0.022575759214,NA,0.519437809777475
"IS12","Diploneis","plant","plant","plant","genus","sessile",9.44e-09,272063.3879,0.002568278381776,NA,0.519437809777475
"IS12","Epithemia","plant","plant","plant","genus","sessile",6.24e-09,224251.9602,0.001399332231648,NA,0.519437809777475
"IS12","Eukiefferiella minor","animal","ectotherm invertebrate","herbivore","species","walking",0.00015140502,104,0.01574612208,5.18208189254516e-06,0.897042821784468
"IS12","Filamentous algae","plant","plant","plant",NA,"sessile",NA,NA,NA,NA,0.519437809777475
"IS12","FPOM","detritus","detritus","detritus",NA,"sessile",NA,NA,NA,NA,0.145391973263698
"IS12","Fragilaria","plant","plant","plant","genus","sessile",9.593e-10,20314509.21955,0.0194877086943143,NA,0.519437809777475
"IS12","Frustulia","plant","plant","plant","genus","sessile",1.452e-08,2393113.571,0.03474800905092,NA,0.519437809777475
"IS12","Fungi","detritus","heterotrophic fungi","nonfeeding",NA,"sessile",NA,NA,NA,NA,0.145391973263698
"IS12","Gomphonema","plant","plant","plant","genus","sessile",2.45866666666667e-10,8702476.85623333,0.0021396489763859,NA,0.519437809777475
"IS12","Green algae","plant","plant","plant",NA,"sessile",NA,NA,NA,NA,0.519437809777475
"IS12","Limnophora riparia","animal","ectotherm invertebrate","carnivore","species","walking",0.000492325664,12,0.005907907968,1.38118496099674e-06,0.897042821784468
"IS12","Macropelopia sp.","animal","ectotherm invertebrate","omnivore","genus","walking",0.000368883032,4,0.001475532128,3.75078603794246e-07,0.897042821784468
"IS12","Macrophytes","plant","plant","plant",NA,"sessile",NA,NA,NA,NA,0.519437809777475
"IS12","Melosira","plant","plant","plant","genus","sessile",2.476e-09,788461.7033,0.0019522311773708,NA,0.519437809777475
"IS12","Meridion","plant","plant","plant","genus","sessile",2.048e-09,6980935.315,0.01429695552512,NA,0.519437809777475
"IS12","Micropsectra atrofasciata","animal","ectotherm invertebrate","herbivore","species","walking",0.00012231888,76,0.00929623488,3.25465764140278e-06,0.897042821784468
"IS12","Navicula","plant","plant","plant","genus","sessile",5.1836e-09,10794230.0008714,0.055952970632517,NA,0.519437809777475
"IS12","Nitzschia","plant","plant","plant","genus","sessile",2.778e-10,4982366.24588333,0.00138410134310639,NA,0.519437809777475
"IS12","Oligochaeta indet.","animal","ectotherm invertebrate","herbivore","class","walking",0.000147309548,2608,0.384183301184,0.000127445017499933,0.897042821784468
"IS12","Orthocladius sp.","animal","ectotherm invertebrate","herbivore","genus","walking",0.00010368932,220,0.0228116504,8.37847883498502e-06,0.897042821784468
"IS12","Pinnularia","plant","plant","plant","genus","sessile",9.97186666666668e-09,1185241.05273333,0.0118190657457164,NA,0.519437809777475
"IS12","Potamophylax cingulatus","animal","ectotherm invertebrate","omnivore","species","walking",0.000424554808,12,0.005094657696,1.24332754590733e-06,0.897042821784468
"IS12","Prionocera turcica","animal","ectotherm invertebrate","herbivore","species","walking",0.000505276276,4,0.002021105104,4.68961135900567e-07,0.897042821784468
"IS12","Radix balthica","animal","ectotherm invertebrate","herbivore","species","walking",0.00320578078,1208,3.87258318224,0.000525837173002686,0.897042821784468
"IS12","Rheocricotopus effesus","animal","ectotherm invertebrate","herbivore","species","walking",8.9296752e-05,8,0.000714374016,2.74002575350868e-07,0.897042821784468
"IS12","Rhoicosphenia","plant","plant","plant","genus","sessile",4.32e-10,224251.9602,9.68768468064e-05,NA,0.519437809777475
"IS12","Rhopalodia","plant","plant","plant","genus","sessile",7.56e-09,1515490.653,0.01145710933668,NA,0.519437809777475
"IS12","Salmo trutta","animal","ectotherm vertebrate","carnivore","species","swimming",47.63724004,0.210434783,10.0245322705363,0.000308044720885209,0.897042821784468
"IS12","Simulium aureum","animal","ectotherm invertebrate","omnivore","species","walking",0.001737004324,8,0.013896034592,2.25382381247113e-06,0.897042821784468
"IS12","Sperchon glandulosus","animal","ectotherm invertebrate","herbivore","species","walking",0.000667690984,108,0.072110626272,1.54327636930125e-05,0.897042821784468
"IS12","Surirella","plant","plant","plant","genus","sessile",7.28e-09,1461217.584,0.01063766401152,NA,0.519437809777475
"IS12","Synedra","plant","plant","plant","genus","sessile",1.804e-08,2229596.32,0.0402219176128,NA,0.519437809777475
"IS12","Terrestrial","detritus","ectotherm invertebrate","nonfeeding",NA,"flying",NA,NA,NA,NA,0.145391973263698
"IS12","Thienemanniella sp.","animal","ectotherm invertebrate","herbivore","genus","walking",7.1652212e-05,164,0.011750962768,4.80427880795553e-06,0.897042821784468
