"FW_name","species","species_type","metabolic_type","functional_group","taxonomic_level","movement_type","bodymass","abundance","biomass","losses","efficiencies"
"IS4","Achnanthes","plant","plant","plant","genus","sessile",6.12e-10,130520951.1,0.0798788220732,NA,0.503301793312564
"IS4","Amphora","plant","plant","plant","genus","sessile",7.256e-10,579576.86585,0.00042054097386076,NA,0.503301793312564
"IS4","Bacteria","detritus","heterotrophic bacteria","nonfeeding",NA,"sessile",NA,NA,NA,NA,0.137549650524938
"IS4","Caloneis","plant","plant","plant","genus","sessile",2.364e-09,10534408.94,0.02490334273416,NA,0.503301793312564
"IS4","Chaetocladius sp.","animal","ectotherm invertebrate","herbivore","genus","walking",2.9363648e-05,640,0.01879273472,7.58384197772821e-06,0.890923331973206
"IS4","Clinocera stagnalis","animal","ectotherm invertebrate","carnivore","species","walking",0.000212219368,8,0.001697754944,3.86074878589061e-07,0.890923331973206
"IS4","Cocconeis","plant","plant","plant","genus","sessile",1.836e-09,437916.3112,0.0008040143473632,NA,0.503301793312564
"IS4","CPOM","detritus","detritus","detritus",NA,"sessile",NA,NA,NA,NA,0.137549650524938
"IS4","Cricotopus sp. B","animal","ectotherm invertebrate","herbivore","genus","walking",0.000341238932,288,0.098276812416,1.94727940172381e-05,0.890923331973206
"IS4","Cymbella","plant","plant","plant","genus","sessile",1.484e-09,1167776.83,0.00173298081572,NA,0.503301793312564
"IS4","Diatoma","plant","plant","plant","genus","sessile",3.3e-09,9346568.129,0.0308436748257,NA,0.503301793312564
"IS4","Diploneis","plant","plant","plant","genus","sessile",1.528e-08,2026363.256,0.03096283055168,NA,0.503301793312564
"IS4","Epithemia","plant","plant","plant","genus","sessile",8.56e-09,6940367.176,0.05940954302656,NA,0.503301793312564
"IS4","Eukiefferiella minor","animal","ectotherm invertebrate","herbivore","species","walking",0.00017360774,892,0.15485810408,3.73270009912022e-05,0.890923331973206
"IS4","Filamentous algae","plant","plant","plant",NA,"sessile",NA,NA,NA,NA,0.503301793312564
"IS4","FPOM","detritus","detritus","detritus",NA,"sessile",NA,NA,NA,NA,0.137549650524938
"IS4","Fragilaria","plant","plant","plant","genus","sessile",4.42266666666668e-10,21910642.059,0.00969034662796043,NA,0.503301793312564
"IS4","Frustulia","plant","plant","plant","genus","sessile",1.104e-08,1743042.147,0.01924318530288,NA,0.503301793312564
"IS4","Fungi","detritus","heterotrophic fungi","nonfeeding",NA,"sessile",NA,NA,NA,NA,0.137549650524938
"IS4","Gomphonema","plant","plant","plant","genus","sessile",2.53733333333333e-10,10777033.6038,0.00273449265973752,NA,0.503301793312564
"IS4","Green algae","plant","plant","plant",NA,"sessile",NA,NA,NA,NA,0.503301793312564
"IS4","Limnophora riparia","animal","ectotherm invertebrate","carnivore","species","walking",0.000697790584,8,0.005582324672,8.98874387787902e-07,0.890923331973206
"IS4","Melosira","plant","plant","plant","genus","sessile",6.48e-10,2919442.075,0.0018917984646,NA,0.503301793312564
"IS4","Meridion","plant","plant","plant","genus","sessile",1.536e-09,45236964.71,0.06948397779456,NA,0.503301793312564
"IS4","Metriocnemus sp. B","animal","ectotherm invertebrate","herbivore","genus","walking",5.8539128e-05,4,0.000234156512,7.73590312660507e-08,0.890923331973206
"IS4","Micropsectra atrofasciata","animal","ectotherm invertebrate","herbivore","species","walking",0.00012231888,1756,0.21479195328,5.73071866248698e-05,0.890923331973206
"IS4","Navicula","plant","plant","plant","genus","sessile",5.67874285714284e-09,8504996.24934286,0.0482976867009824,NA,0.503301793312564
"IS4","Nitzschia","plant","plant","plant","genus","sessile",2.28457142857143e-10,7462930.19328571,0.00170495970930036,NA,0.503301793312564
"IS4","Oligochaeta indet.","animal","ectotherm invertebrate","herbivore","class","walking",0.000165255716,2372,0.391986558352,9.58451159880051e-05,0.890923331973206
"IS4","Pinnularia","plant","plant","plant","genus","sessile",1.786e-10,14386543.572,0.0025694366819592,NA,0.503301793312564
"IS4","Procladius islandicus","animal","ectotherm invertebrate","omnivore","species","walking",0.001263523136,32,0.040432740352,5.48072793239126e-06,0.890923331973206
"IS4","Radix balthica","animal","ectotherm invertebrate","herbivore","species","walking",0.0129147626,4,0.0516590504,3.56858092172143e-06,0.890923331973206
"IS4","Rheocricotopus effesus","animal","ectotherm invertebrate","herbivore","species","walking",0.00029075562,8,0.00232604496,4.82790977501152e-07,0.890923331973206
"IS4","Rhoicosphenia","plant","plant","plant","genus","sessile",5.4e-10,365282.4829,0.000197252540766,NA,0.503301793312564
"IS4","Rhopalodia","plant","plant","plant","genus","sessile",8.52e-09,5312496.708,0.04526247195216,NA,0.503301793312564
"IS4","Scatella sp.","animal","ectotherm invertebrate","detritivore","genus","walking",0.001131268048,8,0.009050144384,1.26673479907558e-06,0.890923331973206
"IS4","Simulium aureum","animal","ectotherm invertebrate","omnivore","species","walking",0.000760136296,44,0.033445997024,5.25351304493467e-06,0.890923331973206
"IS4","Simulium vittatum","animal","ectotherm invertebrate","omnivore","species","walking",0.000368306256,40,0.01473225024,2.85517441919218e-06,0.890923331973206
"IS4","Sperchon glandulosus","animal","ectotherm invertebrate","herbivore","species","walking",0.000586997248,4,0.002347988992,3.97517078704797e-07,0.890923331973206
"IS4","Surirella","plant","plant","plant","genus","sessile",1.28e-09,291944.2075,0.0003736885856,NA,0.503301793312564
"IS4","Synedra","plant","plant","plant","genus","sessile",2.272e-08,4199403.063,0.09541043759136,NA,0.503301793312564
"IS4","Terrestrial","detritus","ectotherm invertebrate","nonfeeding",NA,"flying",NA,NA,NA,NA,0.137549650524938
"IS4","Thienemanniella sp.","animal","ectotherm invertebrate","herbivore","genus","walking",3.4985556e-05,980,0.03428584488,1.31507736939778e-05,0.890923331973206
