"FW_name","temperature_C","lat","lon","ecosystem.type","sampling.start.year","sampling.end.year","study_ID","stability","flux","second.consumption","prim.consumption","PC.predation","S","density","MaxTL","sim.sec.cons","sim.prim.cons","sim.total","metric","NPP.proxy","NPP.scale","NPP.scale2"
"CR2P2",15,38.71063,-9.486068,"Marine",2013,2015,"Intertidal rockpools",0.0342579596767926,1205.69282654889,368.251206886944,837.441619661946,0.0940229095034651,55,1149.20449620469,3.59615577296687,0.732494475753975,0.603849625888904,0.681103372863446,"Chl-a",0.286759515315676,-0.859606624848063,0.738923549482678
"CR2P3",18,38.71067,-9.485978,"Marine",2013,2015,"Intertidal rockpools",0.0499119272674927,704.741630239689,86.2769446755305,618.464685564158,0.0198440084976802,39,1065.20192504965,3.07142857142857,0.534550738768391,0.602146614649391,0.557599353675006,"Chl-a",0.28677046464544,-0.859556846610822,0.738837972555541
"CR2P4",23,38.710653,-9.485925,"Marine",2013,2015,"Intertidal rockpools",0.0341588018877555,905.362834193631,132.438447789425,772.924386404206,0.123098834393885,35,1042.34902675636,4.18671798631476,0.743130710920354,0.659619729745944,0.696294726515124,"Chl-a",0.28677046464544,-0.859556846610822,0.738837972555541
"F1P1",24,-25.969864,32.991403,"Marine",2013,2015,"Intertidal rockpools",0.0113598567389965,1047.76862822572,102.477265002002,945.291363223721,0.00570946326064325,54,795.157445348715,4,0.765063132282666,0.557306935326259,0.772302473905393,"Chl-a",0.0652415011654139,-2.35108680556403,5.52760916729729
"F1P2",24,-25.969947,32.991658,"Marine",2013,2015,"Intertidal rockpools",0.00751613150896122,496.909156374224,41.0711563240003,455.838000050223,0.00767554922984328,48,791.995700221379,4,0.667841120669774,0.546478059108231,0.68817588867996,"Chl-a",0.0648851720174221,-2.35535696200286,5.54770641845532
"F1P3",24,-25.970258,32.992506,"Marine",2013,2015,"Intertidal rockpools",0.265676321160191,1468.60764781784,178.115130290308,1290.49251752753,0.0373798772346868,47,793.83846429771,3.83333333333333,0.728488252580245,0.612775233538391,0.746068562673077,"Chl-a",0.0637406779130001,-2.36917521210715,5.61299118566296
"F1P4",24,-25.970464,32.992661,"Marine",2013,2015,"Intertidal rockpools",0.000132091062641575,681.723563899892,192.251226526639,489.472337373253,0.0716674722237027,49,789.420964373316,4.30272029760521,0.69897911458062,0.386577463117041,0.708935491778315,"Chl-a",0.0634560876516308,-2.37263595859062,5.62940139199725
"F2P1",24,-25.971056,32.993669,"Marine",2013,2015,"Intertidal rockpools",0.00428620031698534,405.937554279452,92.3026236773059,313.634930602146,0.126929160565898,58,773.879419843547,4.66865079365079,0.78323341930044,0.526427304425389,0.761806759282934,"Chl-a",0.0620147773480437,-2.39031728128366,5.71361670520329
"F2P2",24,-25.971186,32.993579,"Marine",2013,2015,"Intertidal rockpools",0.22234628900395,709.223059912868,179.597845742663,529.625214170204,0.0788218541702388,45,816.605751349039,4.8843537414966,0.786172686761631,0.560697555262773,0.804433670948617,"Chl-a",0.0620918533208737,-2.38936514368861,5.70906578987409
"F2P3",23,-25.971569,32.993542,"Marine",2013,2015,"Intertidal rockpools",0.00667864040375188,494.046031468856,64.5719165184296,429.474114950426,0.0473593087612275,53,791.947456550978,4.78378378378379,0.796785609037289,0.596495990315166,0.792108963814917,"Chl-a",0.0619998851558837,-2.39050133502307,5.71449663274707
"F2P4",23,-25.971744,32.99355,"Marine",2013,2015,"Intertidal rockpools",0.0332910352217508,463.037390878049,61.7008200405423,401.336570837507,0.0313221558277772,52,819.318148874123,4.11388888888889,0.775810749564069,0.604345639066766,0.777543579366317,"Chl-a",0.061868778782545,-2.39212290654589,5.72225200002153
"FP1",27,-23.529452,-45.157673,"Marine",2013,2015,"Intertidal rockpools",0.0199575633120274,379.531148909619,72.941721518338,306.589427391281,0.0556754781690521,22,763.970963668948,3.66666666666667,0.6252405002405,0.589082792207792,0.668104031385281,"Chl-a",0.212670342064507,-1.2251191796107,1.50091700425001
"FXAP1",30,-3.2116634,-39.26622,"Marine",2013,2015,"Intertidal rockpools",0.0571452492407971,9065.45194533946,182.397662692559,8883.05428264691,0.0213092373620485,46,23524.9518685084,3.05263157894737,0.522065415035025,0.530906236668744,0.571028585053629,"Chl-a",0.158175183628377,-1.54875315383515,2.39863633151431
"FXAP2",30,-3.216738,-39.266191,"Marine",2013,2015,"Intertidal rockpools",0.00931262876126654,993.03642006643,179.748500530339,813.287919536091,0.271897427454333,45,698.760977511717,3.22548623287136,0.617910943244786,0.534420212045438,0.651376697244176,"Chl-a",0.158778827354733,-1.5447909818912,2.38637917773238
"FXAP3",31,-3.216667,-39.26613,"Marine",2013,2015,"Intertidal rockpools",0.02364044570177,701.181709514142,110.994620502972,590.18708901117,0.131206781531799,36,525.630337536987,3.16654553918355,0.579653582937937,0.564667753543708,0.562886338287618,"Chl-a",0.158686481039117,-1.54539646138189,2.38825022285166
"FXAP4",31,-3.216639,-39.266168,"Marine",2013,2015,"Intertidal rockpools",0.0306245708148762,485.132335933006,49.3261485568904,435.806187376116,0.0046570008978429,27,524.274105149766,3.75,0.614531497148685,0.577928063222181,0.657046485370585,"Chl-a",0.158773345442176,-1.54482691806062,2.38649020676469
"FXBP1",32,-3.217707,-39.268045,"Marine",2013,2015,"Intertidal rockpools",0.00610010179052495,307.068253621703,11.8264129400752,295.241840681628,0.00030820126305795,31,541.578959276018,3,0.526516220166807,0.562720827762711,0.575522577292155,"Chl-a",0.160745096936587,-1.53195488990769,2.34688578471207
"FXBP2",31,-3.217727,-39.267981,"Marine",2013,2015,"Intertidal rockpools",0.00943261794820022,818.223992755078,52.3973557157549,765.826637039323,0.0336710926542675,45,537.100003416107,3.5,0.56475541783665,0.582192397098435,0.593929253752783,"Chl-a",0.160629606632851,-1.53270589263194,2.34918735330867
"FXBP3",29,-3.217815,-39.268296,"Marine",2013,2015,"Intertidal rockpools",0.016008931012434,669.512654125749,48.9412062881573,620.571447837592,0.018745748035265,48,526.243185449984,3.41670787652305,0.632288044907709,0.579961366737162,0.641413155980228,"Chl-a",0.160990143628412,-1.53036261932211,2.34200974661842
"FXBP4",29,-3.217817,-39.26822,"Marine",2013,2015,"Intertidal rockpools",0.0133051688060429,1236.55174858734,155.668168943416,1080.88357964393,0.175512248636175,49,529.922345137528,3.24570516809326,0.593767836232309,0.541453730826184,0.610200320029463,"Chl-a",0.160887929666749,-1.53102658920565,2.34404241685469
"GJAP1",31,-3.23754,-39.230439,"Marine",2013,2015,"Intertidal rockpools",0.000155073444107052,975.101552160972,36.6103826905605,938.491169470412,0.000924267778332065,31,516.855229296406,3.27934745556367,0.457151981191763,0.407700017638519,0.560650798010548,"Chl-a",0.150509584206576,-1.59998218340096,2.5599429872005
"GJAP2",34,-3.237669,-39.230434,"Marine",2013,2015,"Intertidal rockpools",0.231658081303692,846.634846800368,112.353105254524,734.281741545843,0.00866724887960881,30,1124.1931547619,3.5,0.65030622515716,0.5616519449494,0.666796060349271,"Chl-a",0.15060109309784,-1.59936031652899,2.55795342208771
"GJAP3",33,-3.237576,-39.230841,"Marine",2013,2015,"Intertidal rockpools",0.00704361369779747,329.093714366049,13.8565305404069,315.237183825642,0.00217999274034799,23,511.360094850948,3.09166666666667,0.526168046829204,0.529367751589974,0.611437871792901,"Chl-a",0.150651174532647,-1.59902008684893,2.55686523814637
"GJAP4",29,-3.23772,-39.230302,"Marine",2013,2015,"Intertidal rockpools",0.00347103862446842,385.673568520558,72.8576718550774,312.815896665481,0.00687423340133557,25,537.207038954169,3.5,0.652095307632588,0.540883606189729,0.684053378712363,"Chl-a",0.150479125915625,-1.60018922574584,2.56060555819308
"GJBP1",32,-3.239132,-39.228635,"Marine",2013,2015,"Intertidal rockpools",0.00913453234308139,857.282681905626,93.0801580139104,764.202523891716,0.0763621577722355,40,559.973792270531,3.51324841797604,0.525489170275634,0.456718013572372,0.573383845072208,"Chl-a",0.149766444605095,-1.60504187540202,2.57615942179404
"GJBP2",34,-3.2391122,-39.228463,"Marine",2013,2015,"Intertidal rockpools",0.0101962158105482,1813.79579717147,330.475167411856,1483.32062975961,0.835193553527861,33,519.89271733491,3.38371680410287,0.385991742395138,0.445694282794993,0.541318102798337,"Chl-a",0.14964787289508,-1.60585075235002,2.57875663882313
"GJBP3",33,-3.239011,-39.228519,"Marine",2013,2015,"Intertidal rockpools",0.0104542750596398,282.958776610392,8.54022627017212,274.41855034022,0.0101102869018808,27,519.281944444444,3.23306031273269,0.458913885477135,0.486394909460114,0.50883523617154,"Chl-a",0.14970569522833,-1.60545624338392,2.57748974942041
"GJBP4",33,-3.239112,-39.228493,"Marine",2013,2015,"Intertidal rockpools",0.000723032821112956,190.101159808246,3.37753613774984,186.723623670496,0.0000624680012548176,23,508.25,3.5,0.533710322599211,0.545089285714286,0.611284086284086,"Chl-a",0.14964787289508,-1.60585075235002,2.57875663882313
"L1P1",19,39.286564,-9.340457,"Marine",2013,2015,"Intertidal rockpools",0.026354283037357,1392.90970658984,515.133269973551,877.776436616294,0.276413918029991,60,1057.66140113238,4.31538461538462,0.787769723671247,0.622831857278882,0.717754428650917,"Chl-a",0.215450851576144,-1.21012853476785,1.46441107065939
"L1P2",20,39.286564,-9.340603,"Marine",2013,2015,"Intertidal rockpools",0.0373977910032046,341.906199883046,69.4663576389227,272.439842244124,0.289769596849016,42,1038.57946775447,4.20370370370371,0.729722660304824,0.517660633673439,0.663750604704151,"Chl-a",0.215586096499106,-1.20940248358057,1.46265436729086
"L1P3",20,39.286584,-9.340573,"Marine",2013,2015,"Intertidal rockpools",0.0759525307382703,1414.64431626172,547.322565694768,867.321750566952,0.463816593538333,48,1047.21384157915,4.20370370370371,0.72974390483611,0.496285679830341,0.637233884637553,"Chl-a",0.215586096499106,-1.20940248358057,1.46265436729086
"L1P4",21,39.286595,-9.340555,"Marine",2013,2015,"Intertidal rockpools",0.0198522357343449,593.040531031198,164.821322725554,428.219208305644,0.444434860001781,44,1028.37886466725,4.19047619047619,0.679283946602923,0.558523624486815,0.582601363631393,"Chl-a",0.215425185015639,-1.21026635575328,1.46474465186831
"L2P1",19,39.286558,-9.339798,"Marine",2013,2015,"Intertidal rockpools",0.045814727039724,1289.4839347137,339.82948223174,949.654452481965,0.91259682228969,47,1063.55400338947,4.37037037037037,0.73709767254196,0.455834802541851,0.614746214116553,"Chl-a",0.214741040726401,-1.21394377888849,1.47365949830207
"L2P2",18,39.286575,-9.339799,"Marine",2013,2015,"Intertidal rockpools",0.0190874528698721,994.849489304109,102.641060777085,892.208428527023,0.021464448671065,58,1108.81070680426,4.19230769230769,0.746092660402589,0.623424344281227,0.648054967771086,"Chl-a",0.214741040726401,-1.21394377888849,1.47365949830207
"L2P3",18,39.286569,-9.339838,"Marine",2013,2015,"Intertidal rockpools",0.00818489118965271,487.71322254527,72.8786581872224,414.834564358047,0.0415343495189158,27,1083.66365283987,3.5418410041841,0.668570261437909,0.546329365079365,0.639405281111964,"Chl-a",0.214741040726401,-1.21394377888849,1.47365949830207
"L2P4",20,39.286623,-9.33968,"Marine",2013,2015,"Intertidal rockpools",0.00997891415289581,732.803729707828,188.989388289358,543.81434141847,0.089350298584361,39,1038.96153304397,4.0625,0.742789831503518,0.580685768063911,0.644603321064594,"Chl-a",0.21447795279117,-1.21535988587341,1.47709965219024
"L3P1",19,39.241002,-9.343516,"Marine",2013,2015,"Intertidal rockpools",0.00431035272140556,1104.1347308629,303.236088251647,800.898642611257,0.579575090479931,33,1027.38217755294,3.39140271493213,0.617227182276577,0.445369158189592,0.546420048829889,"Chl-a",0.265108041179526,-0.960127644137693,0.921845093037397
"L3P2",21,39.240973,-9.343491,"Marine",2013,2015,"Intertidal rockpools",0.0385058423062825,907.22842636887,217.563480390473,689.664945978397,0.157102148473765,23,1016.0044304494,3.62035097740543,0.609885959491926,0.468527790063394,0.665251396517521,"Chl-a",0.265108041179526,-0.960127644137693,0.921845093037397
"L3P3",21,39.241035,-9.343438,"Marine",2013,2015,"Intertidal rockpools",0.0399286950975175,1875.18974533698,323.07045135083,1552.11929398616,0.0412241630647424,54,1059.46384862147,4.04166666666666,0.752679695092622,0.650216474465738,0.678382697798354,"Chl-a",0.264952342300269,-0.960866577446203,0.92326457965318
"L3P4",22,39.241023,-9.343384,"Marine",2013,2015,"Intertidal rockpools",0.0506613238726715,892.896928215063,182.253891567184,710.643036647879,0.0143402433114616,50,1033.3420013826,4.54545454545455,0.746041430059299,0.624408498462362,0.749458238114328,"Chl-a",0.264952342300269,-0.960866577446203,0.92326457965318
"L4P1",19,39.241695,-9.343066,"Marine",2013,2015,"Intertidal rockpools",0.112865727148457,1436.85036688906,417.472186417106,1019.37818047196,0.0523144159941427,57,1063.68292867407,4.77083333333333,0.751585555905914,0.656168985560917,0.687660891645425,"Chl-a",0.263621277018095,-0.967193686919265,0.935463628016481
"L4P2",18,39.241695,-9.343151,"Marine",2013,2015,"Intertidal rockpools",0.0713785981664056,966.984929376912,200.594788645179,766.390140731733,0.0195410573744214,56,1048.19096075662,4,0.69957930172275,0.606198823921922,0.630448729756608,"Chl-a",0.26369041322645,-0.966864611457072,0.934827176888034
"L4P3",19,39.241812,-9.343242,"Marine",2013,2015,"Intertidal rockpools",0.0369930201636896,841.109883887957,214.066637806033,627.043246081924,0.0589305632780362,41,1025.63550107463,4,0.683768375071781,0.474691015345172,0.639310695765369,"Chl-a",0.263451894019677,-0.968000124045357,0.937024240151827
"L4P4",20,39.241808,-9.343138,"Marine",2013,2015,"Intertidal rockpools",0.0647231151944325,866.747576284725,268.962959238425,597.7846170463,0.033598921396011,43,1046.84785977928,4,0.731217832458564,0.634749841365392,0.706210180866703,"Chl-a",0.263451894019677,-0.968000124045357,0.937024240151827
"MBP1",24.8,50.357325,-4.127006,"Marine",2013,2015,"Intertidal rockpools",0.0103130785486101,507.655573994574,5.91537006113359,501.74020393344,0.000343191484855161,34,2545.2374140276,3.03530342480077,0.573845809019428,0.61723126238275,0.517369761815709,"Chl-a",0.40233597941301,-0.37547315041199,0.140980086680305
"MBP2",19,50.357154,-4.127097,"Marine",2013,2015,"Intertidal rockpools",0.000575399062991686,316.97585417113,0.695534944678564,316.280319226451,0.00000851237798754638,19,2722.21048143233,3,0.510907516519761,0.554196594300761,0.593274483453055,"Chl-a",0.401965100112261,-0.376932948286225,0.142078447503746
"MBP3",18.6,50.358082,-4.12809,"Marine",2013,2015,"Intertidal rockpools",0.000775441364713211,306.714965549146,7.69813962469896,299.016825924447,0.000132217007426532,37,2537.25075277464,3,0.425862959971904,0.427317093292322,0.410858482029661,"Chl-a",0.404334292237917,-0.367614460112016,0.135140391283449
"MBP4",21.8,50.358041,-4.12802,"Marine",2013,2015,"Intertidal rockpools",0.00189197424745907,392.508455521435,4.58858171111507,387.91987381032,0.000200988175972441,27,2538.25208762631,3,0.40393291208807,0.54637755638897,0.476256637153696,"Chl-a",0.403506928040085,-0.370866829413127,0.137542205158945
"PC1P1",20,32.775718,-16.826017,"Marine",2013,2015,"Intertidal rockpools",0.00216848832369923,200.236850669965,14.5531488709411,185.683701799024,0.0026612605984975,22,513.384358144552,4.16666666666667,0.604876467839431,0.519070045600658,0.671658132117316,"Chl-a",0.00471788757187993,-3.49405027984309,12.2083873580716
"PC1P2",20,32.775723,-16.826053,"Marine",2013,2015,"Intertidal rockpools",0.0252349332440227,163.671170456665,27.1299485110488,136.541221945616,0.187154378112284,21,510.489117023328,3.1865306122449,0.509090427620863,0.477216525476587,0.558592555491447,"Chl-a",0.00471788757187993,-3.49405027984309,12.2083873580716
"PC1P3",21,32.775719,-16.825975,"Marine",2013,2015,"Intertidal rockpools",0.122805841880271,330.201654467601,60.3483235062033,269.853330961398,0.124423025799536,25,524.58069596012,3.75221953188055,0.618163804668995,0.53786075036075,0.651952694082324,"Chl-a",0.00471788757187993,-3.49405027984309,12.2083873580716
"PC1P4",21,32.775718,-16.825992,"Marine",2013,2015,"Intertidal rockpools",0.0643142889949446,162.767781260491,18.171330238573,144.596451021918,0.0244416679558219,17,508.247807017544,3,0.472896894771895,0.483670496170496,0.556587445476334,"Chl-a",0.00471788757187993,-3.49405027984309,12.2083873580716
"PC2P1",21,32.775966,-16.825909,"Marine",2013,2015,"Intertidal rockpools",0.00479507205426931,135.362811418867,10.8581625664148,124.504648852453,0.120331794650049,19,510.297549019608,3.37719848053181,0.514751518322947,0.499535794067044,0.633835081585082,"Chl-a",0.00469710607153202,-3.4947404896076,12.2132110897027
"PC2P2",22,32.775963,-16.825893,"Marine",2013,2015,"Intertidal rockpools",0.0023227606225726,1268.20006592623,64.4291358301808,1203.77093009605,0.166169701691188,31,523.743652486593,4,0.532594074764516,0.538657379189708,0.603022965207839,"Chl-a",0.00469710607153202,-3.4947404896076,12.2132110897027
"PC2P3",22,32.776023,-16.825907,"Marine",2013,2015,"Intertidal rockpools",0.153624297151023,276.909904413329,51.2910879239004,225.618816489429,0.090627212298265,18,508.947128936955,3.5,0.581584821428571,0.560788690476191,0.607945900253593,"Chl-a",0.00468433579519211,-3.49516484747968,12.2161773110576
"PC2P4",24,32.776016,-16.825883,"Marine",2013,2015,"Intertidal rockpools",0.0170547974914295,128.242233522994,6.38784046827781,121.854393054716,0.0250474770700387,17,507.325668896321,2.32361111111111,0.22191332972583,0.40110286538858,0.367039887410258,"Chl-a",0.00468433579519211,-3.49516484747968,12.2161773110576
"PC2P5",26,32.77602,-16.82587,"Marine",2013,2015,"Intertidal rockpools",0.181723708969331,217.83467134932,33.5955006241599,184.23917072516,0.319983233447945,12,511.899584015275,3.12916666666667,0.548324514991182,0.637526944934352,0.637526944934352,"Chl-a",0.00468433579519211,-3.49516484747968,12.2161773110576
"PGSBP1",28,-23.824578,-45.412609,"Marine",2013,2015,"Intertidal rockpools",0.204697540707869,401.081719271429,90.4769291786937,310.604790092736,1.12663216140854,17,756.853594771242,3.75,0.710913145623889,0.631093795093795,0.732402640094948,"Chl-a",0.407527680945939,-0.355079099717689,0.126081167056325
"PGSBP2",31,-23.824949,-45.4131,"Marine",2013,2015,"Intertidal rockpools",0.00083329338537946,1265.38064135926,359.301882291168,906.078759068088,0.528714992180829,29,777.91030533524,4,0.774770078057275,0.595748925630582,0.766937871586632,"Chl-a",0.407527680945939,-0.355079099717689,0.126081167056325
"PGUBP1",24,-23.466834,-45.060145,"Marine",2013,2015,"Intertidal rockpools",0.00366919542596983,187.644947553356,19.9135438341738,167.731403719182,0.189140849862166,18,761.05,4,0.582020380168528,0.572222222222222,0.687137609864883,"Chl-a",0.1674093433282,-1.48921969269428,2.21777529310844
"PGUBP2",26,-23.466831,-45.060127,"Marine",2013,2015,"Intertidal rockpools",0.00823320048650446,495.519876293119,110.922611174145,384.597265118974,0.196858480398826,20,762.530657757246,4,0.645816186556927,0.454166666666667,0.695833333333333,"Chl-a",0.1674093433282,-1.48921969269428,2.21777529310844
"PGUBP3",28.5,-23.466854,-45.060104,"Marine",2013,2015,"Intertidal rockpools",0.00715365071617805,715.121502936589,168.389935813598,546.73156712299,0.516043360557667,21,759.917828798186,4,0.621316470490024,0.493923611111111,0.651813997967844,"Chl-a",0.1674093433282,-1.48921969269428,2.21777529310844
"PGUBP4",30,-23.466893,-45.060094,"Marine",2013,2015,"Intertidal rockpools",0.0176717108978097,291.289896354729,4.42867273027233,286.861223624456,0.00238673928943381,18,761.097933884298,3,0.518518518518518,0.484375,0.548611111111111,"Chl-a",0.167385870015897,-1.48936819709389,2.2182176265147
"PP1I1",21.2,48.493018,-68.500248,"Marine",2013,2015,"Intertidal rockpools",0.0113409679737634,830.750330102188,82.8374835860347,747.912846516153,0.0637242422010046,27,2517.68557633357,3.63636363636364,0.646768395910553,0.605080921257392,0.690366710994162,"Chl-a",0.923565031771313,2.22403029782238,4.94631076563192
"PP1I2",19.3,48.492827,-68.50058,"Marine",2013,2015,"Intertidal rockpools",0.000000000000000156811583265921,329.13599799153,5.93248672134125,323.203511270189,0.0000212561666402624,14,2509.75621172672,3,0.416666666666667,0.512,0.584375,"Chl-a",0.923444739437804,2.22273361549129,4.94054472543496
"PP1I3",20.5,48.49427,-68.496102,"Marine",2013,2015,"Intertidal rockpools",0.0142474674028686,691.739843255551,78.8261271125468,612.913716143004,0.119903190264698,11,2514.153959076,2.58333333333333,0.526984126984127,0.608928571428571,0.535568513119534,"Chl-a",0.924759428407405,2.23697922706701,5.0040760623293
"PP1I4",18.4,48.4938,-68.4997,"Marine",2013,2015,"Intertidal rockpools",0.00301341524190247,400.564000526025,31.1471065871418,369.416893938883,0.0000865197405198385,18,2511.80700943028,2.5,0.261595547309833,0.535353535353535,0.403409090909091,"Chl-a",0.924507341807185,2.23423497977486,4.99180594484956
"PP2I1",12.7,48.496957,-68.49554,"Marine",2013,2015,"Intertidal rockpools",0.00287375289155585,269.686486313179,24.3567328120203,245.329753501158,0.000617659774428384,21,2518.36350303423,3,0.51872032288699,0.481671415004748,0.505700973409307,"Chl-a",0.928348925318827,2.2767308942234,5.18350356471128
"PP2I2",12.3,48.497064,-68.495416,"Marine",2013,2015,"Intertidal rockpools",0.00196149020463819,289.725553141043,30.0928880108141,259.632665130229,0.0000581491435512756,21,2523.1578977499,3,0.525,0.544727272727273,0.555188246097337,"Chl-a",0.928473790553856,2.27813705948646,5.18990846180563
"PP2I3",11.04,48.497064,-68.495425,"Marine",2013,2015,"Intertidal rockpools",0.00125291539066355,246.389689164273,22.0758680138278,224.313821150445,0.0000486143451317617,23,2515.39972408224,3.16115351993214,0.591181908369408,0.445134643134643,0.603559688175073,"Chl-a",0.928473790553856,2.27813705948646,5.18990846180563
"PP2I4",11.9,48.497256,-68.49521,"Marine",2013,2015,"Intertidal rockpools",0.00319479402157127,295.226360439468,28.7050675999828,266.521292839485,0.0000574101351999656,20,2517.16436217177,3,0.474298540965208,0.535353535353535,0.554181818181818,"Chl-a",0.92871872013851,2.28090000988275,5.20250485508311
"PP2M1",11.5,48.497597,-68.494759,"Marine",2013,2015,"Intertidal rockpools",0.00168793302158576,232.314644293639,20.1023089281856,212.212335365453,0.0000446717976181903,18,2509.97738007031,3,0.427889384920635,0.551111111111111,0.573849206349206,"Chl-a",0.929117642728581,2.28541344835233,5.22311462990968
"PP2M2",20.1,48.497686,-68.494574,"Marine",2013,2015,"Intertidal rockpools",0.00166669428287988,447.229273031525,26.4878859288108,420.741387102714,0.000210918083231506,19,2517.06474129489,3,0.48915873015873,0.544888888888889,0.561288206742752,"Chl-a",0.929242308207512,2.2868273347237,5.22957925883948
"PP2M3",22.4,48.497783,-68.494421,"Marine",2013,2015,"Intertidal rockpools",0.00361581408769887,591.838433821685,53.1658680438561,538.672565777828,0.0019286982263432,19,2513.84267872478,3.13541666666667,0.594466490299824,0.576349206349206,0.560240299823633,"Chl-a",0.929391899966872,2.2885260758632,5.23735159990582
"PP2M4",10.5,48.497865,-68.49426,"Marine",2013,2015,"Intertidal rockpools",0.00138637940675701,221.477549724676,20.750101547462,200.727448177214,0.00780264463369275,18,2512.74077617339,3.04166666666667,0.640184645286686,0.546875,0.652794175521448,"Chl-a",0.929516565445804,2.2899435587015,5.24384150203847
