"FW_name","temperature_C","lat","lon","ecosystem.type","sampling.start.year","sampling.end.year","study_ID","stability","flux","second.consumption","prim.consumption","PC.predation","S","density","MaxTL","sim.sec.cons","sim.prim.cons","sim.total","L","LD","C","omnivory"
"PP2M3",22.4,48.497783,-68.494421,"Marine",2013,2015,"Intertidal rockpools",0.00361581408769887,591.838433821685,53.1658680438561,538.672565777828,0.0019286982263432,19,2513.84267872478,3.13541666666667,0.594466490299824,0.576349206349206,0.560240299823633,52,2.73684210526316,0.14404432132964,0.0777435648738662
"PP2M4",10.5,48.497865,-68.49426,"Marine",2013,2015,"Intertidal rockpools",0.00138637940675701,221.477549724676,20.750101547462,200.727448177214,0.00780264463369275,18,2512.74077617339,3.04166666666667,0.640184645286686,0.546875,0.652794175521448,45,2.5,0.138888888888889,0.0469587456194599
"RMP1",20,32.645518,-16.823898,"Marine",2013,2015,"Intertidal rockpools",0.00840344322595336,198.386978928701,2.66945046502659,195.717528463674,0.00534602003605222,28,522.14458352547,4,0.611829166398494,0.522103170449846,0.637082966641383,118,4.21428571428571,0.150510204081633,0.183352097364239
"RMP2",20,32.645521,-16.823913,"Marine",2013,2015,"Intertidal rockpools",0.0414892000411015,157.848964434835,12.2916917184014,145.557272716433,0.0542454127946736,20,522.480769230769,4,0.590102918202092,0.539738816738817,0.655276526194894,60,3,0.15,0.170804990702564
"RMP3",21,32.645613,-16.824067,"Marine",2013,2015,"Intertidal rockpools",0.012890701379336,197.15738601375,27.3646703247545,169.792715688996,0.0488302819965162,17,518.62401324166,3.15343915343915,0.548412698412698,0.59819197896121,0.633944768383544,34,2,0.117647058823529,0.142385731482481
"RMP4",22,32.645638,-16.824114,"Marine",2013,2015,"Intertidal rockpools",0.0081242242520943,91.8825251578344,4.97608122990373,86.9064439279307,0.00803786558307668,16,526.344948630137,3,0.492450142450142,0.547891502436957,0.597649572649573,39,2.4375,0.15234375,0.141471675668724
"RMP5",23,32.645678,-16.824072,"Marine",2013,2015,"Intertidal rockpools",0.168207844258067,179.08195799176,29.7328303025158,149.349127689245,0.179767484386075,21,507.619680851064,3.66666666666667,0.544081168831169,0.402440137987013,0.59312996031746,90,4.28571428571429,0.204081632653061,0.25134556124934
"RV1P1",17,38.702144,-9.475228,"Marine",2013,2015,"Intertidal rockpools",0.00859070573278939,2723.80550087728,1111.6449190472,1612.16058183008,0.182185013758316,59,1187.460625211,4.1969696969697,0.677232099351348,0.640618325159944,0.680252864533026,435,7.3728813559322,0.124964090778512,0.163055701009966
"RV1P2",19,38.702092,-9.475282,"Marine",2013,2015,"Intertidal rockpools",0.0443659931759925,1302.86467346229,398.906907785547,903.957765676747,0.539713172397534,50,1080.96784340912,4.60455561033957,0.707327673761669,0.607394200179356,0.698086808576635,345,6.9,0.138,0.265055116616597
"RV1P3",18,38.702141,-9.475079,"Marine",2013,2015,"Intertidal rockpools",0.0209086088764928,545.384785332323,212.685911394694,332.698873937628,0.10948445275316,55,1085.58524681657,5.5625,0.695165600788869,0.596592502148058,0.700568184649817,308,5.6,0.101818181818182,0.114573167317819
"RV1P4",23,38.702162,-9.474987,"Marine",2013,2015,"Intertidal rockpools",0.0253263076918427,1550.23566216536,523.557329323364,1026.678332842,0.146341098265599,50,1096.40162828118,4.20833333333333,0.752787572302152,0.638652659760382,0.69968847468746,312,6.24,0.1248,0.186622002842328
"RV2P1",20,38.701839,-9.474501,"Marine",2013,2015,"Intertidal rockpools",0.0347770538449133,1323.18153766236,322.619545683622,1000.56199197874,0.0975827236851543,53,1122.08456948828,4.05,0.664738383515216,0.622150072814717,0.676411707490192,364,6.86792452830189,0.129583481666073,0.171030870108114
"RV2P2",21,38.701801,-9.474395,"Marine",2013,2015,"Intertidal rockpools",0.0231286865966598,680.400425388921,122.319696137689,558.080729251232,0.0573334063430503,38,1032.22694947343,4.08333333333333,0.750203674509257,0.651080071974809,0.720091580809599,160,4.21052631578947,0.110803324099723,0.196855668411616
"RV2P3",19,38.701801,-9.474304,"Marine",2013,2015,"Intertidal rockpools",0.0509211130388728,776.423013585965,207.85388340601,568.569130179955,0.104747222517936,48,1070.32660849652,4.20370370370371,0.738909292227699,0.539139011729246,0.661214981279697,310,6.45833333333333,0.134548611111111,0.156798596926472
"RV2P4",18,38.70178,-9.474294,"Marine",2013,2015,"Intertidal rockpools",0.0213918408630832,308.234021060523,59.9432234360264,248.290797624497,0.00282380006602696,41,1063.32618696937,3.58035714285714,0.728575506962114,0.589794923736507,0.696780594620467,200,4.8780487804878,0.118976799524093,0.196430324489542
"SF1I1",15.4,48.612351,-68.230795,"Marine",2013,2015,"Intertidal rockpools",0.0042754930824012,356.443347121434,34.2089638315216,322.234383289912,0.00013032212422355,15,2510.99437083883,3,0.560666666666667,0.556222222222222,0.644331065759637,27,1.8,0.12,0.0673163445272289
"SF1I2",16.13,48.612273,-68.231071,"Marine",2013,2015,"Intertidal rockpools",0.00358908779873839,411.480922070566,47.9861789488227,363.494743121743,0.000115392924320037,20,2514.52441718809,3,0.525676767676768,0.582512626262626,0.607692628767009,55,2.75,0.1375,0.0718892045454545
"SF1I3",15.1,48.612238,-68.230793,"Marine",2013,2015,"Intertidal rockpools",0.00382001042868593,414.529843342478,55.1257985601229,359.404044782355,7.5708624101224e-05,27,2519.37125423032,3.55651105651106,0.645202594906737,0.541869415306915,0.646456148018648,101,3.74074074074074,0.138545953360768,0.135882114390701
"SF1I4",17.5,48.612345,-68.230795,"Marine",2013,2015,"Intertidal rockpools",0.00225420578120209,386.865301920273,41.408267865476,345.457034054797,0.000132196863853466,21,2508.55083785509,3.15239197530864,0.544527283416172,0.543608928794114,0.614766857074549,73,3.47619047619048,0.165532879818594,0.100031390323245
"SF1M1",13.4,48.612117,-68.230525,"Marine",2013,2015,"Intertidal rockpools",0.00295705118782467,269.253623226964,21.0463565658253,248.207266661139,0.000116126408586384,12,2520.19843819141,2.5,0.412698412698413,0.488046647230321,0.488046647230321,26,2.16666666666667,0.180555555555556,0.0974603174603175
"SF1M2",13.1,48.612209,-68.230438,"Marine",2013,2015,"Intertidal rockpools",0.00283557432874417,262.180461410213,21.9194132927407,240.261048117473,0.000146129421951605,10,2512.80437730511,2.5,0.355555555555556,0.45,0.561111111111111,15,1.5,0.15,0.114583333333333
"SF1M3",12.9,48.612074,-68.230501,"Marine",2013,2015,"Intertidal rockpools",0.00154774782692681,253.996801725815,20.1360319894588,233.860769736356,6.69252661594804e-05,15,2517.08801495537,3,0.518518518518519,0.548299319727891,0.613991769547325,28,1.86666666666667,0.124444444444444,0.0455555555555556
"SF1M4",12.8,48.612159,-68.230736,"Marine",2013,2015,"Intertidal rockpools",0.00179114806120998,264.865576008506,23.6290066504203,241.236569358086,6.30106844011207e-05,15,2518.40377975149,3,0.442592592592593,0.463945578231293,0.593333333333333,28,1.86666666666667,0.124444444444444,0.057
"SF2I1",21.2,48.612671,-68.22929,"Marine",2013,2015,"Intertidal rockpools",0.00589822971789022,659.986635671313,71.8667919568688,588.119843714445,0.000163333618083793,16,2514.52238590967,3,0.485416666666667,0.566666666666667,0.583195592286501,31,1.9375,0.12109375,0.0523989898989899
"SF2I2",20.9,48.612735,-68.229356,"Marine",2013,2015,"Intertidal rockpools",0.00437129224790489,566.618353092058,58.4033465505972,508.215006541461,0.000102462011492276,19,2517.9000914901,3,0.530612244897959,0.52,0.607390873015873,48,2.52631578947368,0.132963988919668,0.0401519982993197
"SF2I3",20.1,48.612756,-68.229291,"Marine",2013,2015,"Intertidal rockpools",0.00346338281531612,459.618217787168,38.3094027479629,421.308815039205,0.000127698009159876,15,2510.42983910278,3,0.546666666666667,0.464285714285714,0.609375,28,1.86666666666667,0.124444444444444,0.0798611111111111
"SF2I4",20.5,48.612827,-68.229228,"Marine",2013,2015,"Intertidal rockpools",0.013162970010742,504.994795892075,45.9120947818763,459.082701110199,0.000262591018084727,14,2506.39589374168,2.5,0.42020202020202,0.536363636363636,0.551272727272727,30,2.14285714285714,0.153061224489796,0.10338
"SF2M1",21.2,48.612437,-68.22975,"Marine",2013,2015,"Intertidal rockpools",0.0054679858963666,591.65555972265,64.7973285266842,526.858231195965,0.000205705804846616,14,2513.25507731079,3,0.470833333333333,0.430208333333333,0.51522633744856,30,2.14285714285714,0.153061224489796,0.0633333333333333
"SF2M2",24.4,48.612451,-68.229598,"Marine",2013,2015,"Intertidal rockpools",0.00528240294880526,771.770122164819,88.8674804274598,682.902641737359,0.000541211612219482,15,2519.08841327108,4,0.556462585034014,0.523666666666667,0.644575936883629,24,1.6,0.106666666666667,0.286324786324786
"SF2M3",21,48.612572,-68.229489,"Marine",2013,2015,"Intertidal rockpools",0.00333265011577616,580.873289896737,71.3046428271312,509.568647069606,0.00224620116499216,20,2520.01061006507,3.65178571428571,0.643452380952381,0.616049382716049,0.658909970238095,47,2.35,0.1175,0.17583259703621
"SF2M4",19.6,48.612274,-68.229777,"Marine",2013,2015,"Intertidal rockpools",0.00153996651606656,479.095591863082,47.0220876127521,432.07350425033,0.000226440967241533,17,2519.99071538818,3.81578947368421,0.604712301587302,0.537830687830688,0.651995867380483,42,2.47058823529412,0.145328719723183,0.26149683419074
"SP1",33,-23.828842,-45.423545,"Marine",2013,2015,"Intertidal rockpools",2.8460673772197,51695.7803438985,43171.4069400609,8524.37340383753,663.103780044236,11,761.020237512314,4.42028985507246,0.623456790123457,0.222222222222222,0.665,19.1,1.73636363636364,0.157851239669421,0.127839731081163
"WP1",20.4,50.31675,-4.083361,"Marine",2013,2015,"Intertidal rockpools",0.00225183122117111,368.600745681499,12.6925744332268,355.908171248272,0.00025035317880469,39,2549.79970836463,3.19887471555769,0.542329685038046,0.576150247492134,0.530078303014934,358,9.17948717948718,0.235371466140697,0.158111747755466
"WP2",21.2,50.316709,-4.083136,"Marine",2013,2015,"Intertidal rockpools",0.00221178707199224,469.734620880599,1.88309375291142,467.851527127688,4.52244646618668e-06,26,4206.83675484824,3.28700647249191,0.583172863435382,0.555153497051645,0.562433515974933,119,4.57692307692308,0.17603550295858,0.134737279744269
"WP3",19.2,50.316572,-4.082964,"Marine",2013,2015,"Intertidal rockpools",0.0337079128046127,350.30213705057,11.2181104692852,339.084026581285,0.00127279366887609,35,2569.95925445832,3.37365257966643,0.653353948428719,0.61554348732577,0.611572136025688,277,7.91428571428571,0.226122448979592,0.196640835632802
"WP4",23.4,50.316449,-4.082385,"Marine",2013,2015,"Intertidal rockpools",0.0022966873824119,455.819660001457,4.98643903300442,450.833220968453,5.84455960115278e-05,27,2535.9221379082,3.23803410794603,0.640232707710969,0.65753357770057,0.662597763596366,137,5.07407407407407,0.187928669410151,0.22251140230188
"fw1981",3.5,57.78,23.48,"Marine",1979,1983,"Baltic Sea",1.23153662507142,522.624863994216,190.066881270424,332.557982723792,7227.26604379492,25,58653987.5189002,4.56477802039251,0.758800565498635,0.545634920634921,0.783167241255477,118,4.72,0.1888,0.221150434472055
"fw1986",3.5,57.78,23.48,"Marine",1984,1988,"Baltic Sea",58.1389387355513,1050.16802412709,541.441953096137,508.726071030957,319.160593351016,26,91310442.7792662,4.70158522928215,0.77111886887357,0.544431326249508,0.797289835612186,131,5.03846153846154,0.193786982248521,0.243100191695922
"fw1991",3.5,57.78,23.48,"Marine",1989,1993,"Baltic Sea",33.7498189436641,2358.80570824874,1231.68586758613,1127.11984066261,229823.552710523,29,86424429.7464813,4.73436665210705,0.77417368728946,0.558579881656805,0.796648529021392,167,5.75862068965517,0.198573127229489,0.250429605482769
"fw1996",3.5,57.78,23.48,"Marine",1994,1998,"Baltic Sea",15.2687588786006,751.80722795722,309.597836480595,442.209391476625,308491.551395744,25,42053364.8269101,4.95152330200994,0.775638690467122,0.527607241243605,0.793865176105696,119,4.76,0.1904,0.222776987449779
"fw2001",3.5,57.78,23.48,"Marine",1999,2003,"Baltic Sea",16.3222937263734,608.180212883461,241.27057984961,366.909633033851,41.5213535975118,30,45209504.7374502,4.57064508850846,0.789011074602212,0.562172011661808,0.804839834519471,154,5.13333333333333,0.171111111111111,0.20933166679067
"fw2006",3.5,57.78,23.48,"Marine",2004,2008,"Baltic Sea",2.3901638227408,790.587404381971,307.182970977479,483.404433404491,3962.78912576496,30,31298612.1108194,4.6019054415235,0.769481573702355,0.575111111111111,0.792752316878946,162,5.4,0.18,0.21917279390143
"fw2011",3.5,57.78,23.48,"Marine",2009,2013,"Baltic Sea",13.9306348791007,863.155942821721,393.583327221339,469.572615600383,21629.4491894634,31,45918503.3833041,4.65521951605014,0.786959582587637,0.606161961495295,0.806272707974211,172,5.54838709677419,0.1789802289282,0.22425869836155
