"FW_name","location","lat","lon","temperature","ecosystem.type","sampling.start.year","sampling.end.year","study_ID","stability","flux","second.consumption","prim.consumption","PC.predation","S","density","MaxTL","sim.sec.cons","sim.prim.cons","sim.total","L","LD","C","omnivory"
"Afon Dulais","UK",52.04286,-3.89807,10.16,"Streams",2012,2012,"UK chalk streams",762.091017985799,37.8583453936626,5.94758283078246,31.9107625628802,0.00500198946481273,45,198.648275862,3.12560750758228,0.648118495879948,0.438148885454119,0.569773326827386,390,8.66666666666667,0.192592592592593,0.218976391572465
"Afon Gain","UK",52.88488,-3.85156,8.53,"Streams",2012,2012,"UK chalk streams",453.473968196332,29.7541008451122,4.69474831968734,25.0593525254249,0.0118964464481041,39,619.151072125,3.26666926689569,0.636086779080924,0.617285795670692,0.676210132694384,284,7.28205128205128,0.186719263642341,0.381780163387396
"Afon Gwy 2005","UK",52.4535,-3.7308,6.53,"Streams",2005,2005,"UK chalk streams",359.312662100961,25.5516782157844,4.53057523191862,21.0211029838658,0.000752045982830198,23,265.65,3.06080368097827,0.476529365371471,0.525206704512925,0.61412903422402,109,4.73913043478261,0.206049149338374,0.176042551837284
"Afon Gwy 2012","UK",52.45369,-3.73165,8.53,"Streams",2012,2012,"UK chalk streams",891.934694947425,22.8380343920635,2.9321135228543,19.9059208692092,0.000850014317347965,30,201.04,3.72105156586692,0.492903238736572,0.385038829483274,0.645542973800097,158,5.26666666666667,0.175555555555556,0.30497284147621
"Afon Hafren 2005","UK",52.4737,-3.70214,6.5,"Streams",2005,2005,"UK chalk streams",939.056860105756,32.0785078164154,4.28959410919585,27.7889137072196,0.00028723187435265,23,188.604444443,3.06946096261,0.483035714285714,0.321417882528994,0.554197938813323,103,4.47826086956522,0.194706994328922,0.11129716101822
"Afon Hafren 2012","UK",52.47543,-3.70509,6,"Streams",2012,2012,"UK chalk streams",281.1029380234,32.0111377382792,3.32909682132003,28.6820409169591,0.0000753064538967197,35,713.065822785,3.09063046860355,0.591624077140389,0.664269117345506,0.704817346299204,220,6.28571428571429,0.179591836734694,0.477886921947136
"Afon Marteg","UK",52.33123,-3.53764,9.68,"Streams",2012,2012,"UK chalk streams",528.132775199696,87.467413660025,42.226763583363,45.240650076662,0.258748156920572,47,594.683636364,3.90203234584685,0.680862652315077,0.575245618505604,0.633056609616342,461,9.80851063829787,0.208691715708465,0.347502305577036
"Allt a_Mharcaidh","UK",57.11777,-3.84959,6.3,"Streams",2005,2005,"UK chalk streams",337.604375156463,61.1129493281651,4.55739643068309,56.555552897482,0.0000203360583210586,37,1324.88,3.05371469253937,0.676094392563958,0.449711219124188,0.589263870926348,266,7.18918918918919,0.194302410518627,0.145337398983313
"Allt na Coire nan Con","UK",56.75857,-5.61101,6.46,"Streams",2005,2005,"UK chalk streams",313.390608897044,3.85040573274981,0.465710114665301,3.38469561808451,0.0000993784803523911,21,80,3.27252037056132,0.603823953823954,0.552239687395937,0.608039067414067,80,3.80952380952381,0.18140589569161,0.21894648249317
"Beagh_s Burn","UK",55.10064,-6.16208,6.33,"Streams",2005,2005,"UK chalk streams",51.1011236638831,12.7017706631119,1.60426859321748,11.0975020698944,0.0000482359934560999,28,270.41,3.00004238562066,0.560655072463768,0.534798347850979,0.597676223510616,108,3.85714285714286,0.137755102040816,0.141630698144176
"Broadstone Stream","UK",51.08178,0.05307,13.3,"Streams",2005,2005,"UK chalk streams",522.499309724183,66.6244126507643,23.5296748926458,43.0947377581185,0.00223128570890295,21,920.03,3.59631214282468,0.46748398993297,0.646033486566031,0.646033486566031,91,4.33333333333333,0.206349206349206,0.46566547464481
"D6","UK",54.40691,-3.15125,9.8,"Streams",2005,2005,"UK chalk streams",454.109874218435,17.7422117205813,4.4920454077191,13.2501663128623,0.000533753722574862,20,195.2,3.76560917860457,0.550228229820067,0.606186868686869,0.666148088023088,80,4,0.2,0.789399517027661
"Dargall Lane","UK",55.07752,-4.4298,4.96,"Streams",2005,2005,"UK chalk streams",49.011218692781,14.6900629003986,3.34249256619453,11.3475703342041,0.00362577003221671,21,94.55,3.01259760216997,0.610025915127956,0.59320987654321,0.595795618522891,80,3.80952380952381,0.18140589569161,0.27216861056447
"Duddon Pike Beck","UK",54.40501,-3.17022,9.8,"Streams",2005,2005,"UK chalk streams",425.194729486623,85.1290795206381,15.0038927822094,70.1251867384287,0.000162590883739522,33,1849.62,3.87962003915025,0.665375851933946,0.553673336240738,0.664506563289652,180,5.45454545454545,0.165289256198347,0.249988074795307
"G1","UK",52.10348,-3.84368,9.16,"Streams",2012,2012,"UK chalk streams",820.263998041894,19.2187443334903,2.091301676277,17.1274426572133,0.0000590284644254185,50,396,3.64711575740548,0.550337813941984,0.545587206451809,0.532467801387014,558,11.16,0.2232,0.226807291587032
"G2","UK",52.10269,-3.85487,9.16,"Streams",2012,2012,"UK chalk streams",866.178626077617,31.2549211857068,2.78173970985728,28.4731814758495,0.0000461784820282015,51,588.888888844,3.17911698781762,0.646828072088633,0.462744637046561,0.598275954550749,575,11.2745098039216,0.221068819684737,0.323169949941492
"Hardknott Gill","UK",54.40401,-3.17251,9.8,"Streams",2005,2005,"UK chalk streams",556.489125145974,55.776129956009,6.0244606762291,49.7516692797798,0.000113925593861699,44,912.13,3.24239038607399,0.612194616836759,0.537187537463149,0.603504051950653,376,8.54545454545454,0.194214876033058,0.177448667145468
"L3","UK",52.14271,-3.73477,10.16,"Streams",2012,2012,"UK chalk streams",1018.33767137379,2.99918287118776,0.342924348444366,2.6562585227434,0.00011271973617084,35,88,3.39580152218414,0.540609433515531,0.590020180781689,0.564575157978365,245,7,0.2,0.320036262493346
"L6","UK",52.13286,-3.7233,10.16,"Streams",2012,2012,"UK chalk streams",556.177924961246,10.9963175959967,0.405951305681971,10.5903662903147,0.0000122770339457735,33,245,3.48379261736389,0.598150990293334,0.412615770615491,0.533845881940831,238,7.21212121212121,0.218549127640037,0.262168992641261
"L7","UK",52.12941,-3.72769,10.16,"Streams",2012,2012,"UK chalk streams",721.84290836781,25.9026085212599,0.98919334159542,24.9134151796645,0.00000960811110979891,47,585,3.28209884533457,0.637969249342702,0.352723279959274,0.488274826893335,452,9.61702127659574,0.204617473970122,0.167981734973528
"L8","UK",52.1264,-3.74978,10.16,"Streams",2012,2012,"UK chalk streams",868.124121206945,2.5860646984581,0.242633241852999,2.3434314566051,0.000363468685789815,31,63.333333328,3.37652005303019,0.419434731934732,0.355569740743085,0.512629297291701,190,6.12903225806452,0.197710718002081,0.159535929510087
"Lone Oak","UK",51.07648,0.103316,10.67,"Streams",2005,2005,"UK chalk streams",616.927702267254,48.1237994982359,7.39091088770274,40.7328886105331,0.000727509957219843,18,492.8,3.23378468277961,0.28641975308642,0.632186948853616,0.617323908730159,52,2.88888888888889,0.160493827160494,0.264965922718473
"Mill Stream","UK",50.67748,-2.18273,9.1,"Streams",2005,2005,"UK chalk streams",699.583707440075,198.606653650338,7.65761250217895,190.949041148159,0.0136990772881787,81,2945.67,3.34450238263763,0.650270775808652,0.419256967936189,0.488882937641315,1512,18.6666666666667,0.230452674897119,0.185482364978496
"Mosedale Beck","UK",54.40799,-3.14464,9.8,"Streams",2005,2005,"UK chalk streams",79.7647301225456,21.3468036231917,4.31545569522098,17.0313479279707,0.00130055978260826,21,176.01,3.78094715050225,0.499609658678286,0.464964896214896,0.613544951780246,86,4.09523809523809,0.195011337868481,0.610362736840939
"Nant Clywedog Uchaf","UK",52.14532,-3.98294,10.25,"Streams",2012,2012,"UK chalk streams",829.209077734334,155.800792098281,31.5414404735798,124.259351624702,0.00150457851251476,53,723.577830189,3.54753725668667,0.681968851324626,0.451087194857815,0.573237290230932,554,10.4528301886792,0.197223211107156,0.326584041809578
"Nant Gelli Gethin","UK",52.6479,-3.40716,9.53,"Streams",2012,2012,"UK chalk streams",607.535915978968,76.9725887679117,7.98978550213559,68.9828032657761,0.00127452353602389,54,1202.274285714,3.66442918048694,0.643583451235906,0.453075352596501,0.543179842186174,589,10.9074074074074,0.2019890260631,0.188969835002629
"Nant Gwryd","UK",53.09602,-3.94247,10.57,"Streams",2012,2012,"UK chalk streams",300.394217024822,4.77187168652073,0.234896368354882,4.53697531816585,0.000033754782285886,32,185,3.32192167460132,0.518518518518518,0.199396877759451,0.419037264907161,195,6.09375,0.1904296875,0.0303958311707423
"Nant Pen y Cwm","UK",52.6422,-3.40737,9.53,"Streams",2012,2012,"UK chalk streams",459.087424668323,36.7685927999679,4.94300515904471,31.8255876409232,0.0126188382376741,55,435.196923077,3.5399703011717,0.666323794334631,0.621909912104255,0.622507914208368,551,10.0181818181818,0.182148760330579,0.205940476610702
"Narrator Brook","UK",50.50447,-4.01961,8.16,"Streams",2005,2005,"UK chalk streams",510.98682849623,53.0241963681327,7.94476970671108,45.0794266614216,0.000167036188186562,61,532.9,3.84889538358531,0.686888735420812,0.522702655542329,0.586267424587198,702,11.5081967213115,0.18865896264445,0.306358083105075
"Old Lodge","UK",51.04404,0.07723,13.47,"Streams",2005,2005,"UK chalk streams",278.500860230887,81.8063620411669,8.86616531912993,72.940196722037,0.000200787081453313,21,790.47,3.18395954075737,0.31547619047619,0.426943426943427,0.622439289105956,74,3.52380952380952,0.167800453514739,0.227397410864506
"River Bure","UK",52.82422,1.20137,8.9,"Streams",2011,2011,"UK chalk streams",779.658511024762,188.630306041201,11.3236322467512,177.30667379445,0.00147535201546183,66,4950.105263158,3.20016200294065,0.519093231533827,0.287297503355608,0.423769173131926,1023,15.5,0.234848484848485,0.159910569821805
"River Duddon","UK",54.40515,-3.16112,9.8,"Streams",2005,2005,"UK chalk streams",123.273611116419,10.6937309436547,2.28196398317935,8.41176696047533,0.00202039466694802,19,73.62,3.93274343036635,0.487968253968254,0.507575757575758,0.702478043218784,52,2.73684210526316,0.14404432132964,0.588372766088047
"River Etherow","UK",53.49273,-1.82514,8.63,"Streams",2005,2005,"UK chalk streams",641.299346188669,30.5248011557439,2.64109115900331,27.8837099967406,0.0000281495507948974,43,724.8,3.00983934148888,0.622686703322791,0.682501793007892,0.515985852311384,348,8.09302325581395,0.188209843158464,0.1583350392255
"River Fiddich","UK",57.44091616,-3.111135813,13,"Streams",2009,2009,"UK chalk streams",1049.83513738362,111.230176046891,11.6789727945402,99.5512032523509,0.00307498262433018,67,2453.751023791,3.47608401291952,0.652693053109861,0.406353501521558,0.482299662011355,1001,14.9402985074627,0.22298952996213,0.173182729953387
"River Loddon","UK",51.29222,-1.01787,13.53,"Streams",2011,2011,"UK chalk streams",1258.21741109845,1432.79238430849,61.153665079445,1371.63871922905,0.000920027000166467,72,21907.021276596,3.11918828028156,0.645265996894069,0.294260353021425,0.476663477593894,1177,16.3472222222222,0.22704475308642,0.120076201292776
"River Lyde","UK",51.28754,-1.00226,11.4,"Streams",2011,2011,"UK chalk streams",1369.40953661152,991.581479242208,57.9646061764961,933.616873065712,0.000236837558361242,73,20170.67114094,3.71940970564346,0.605659543700887,0.405118744447061,0.548146477365196,1157,15.8493150684932,0.217113905047851,0.251562340922664
"River Test","UK",51.13945,-1.47351,12.28,"Streams",2011,2011,"UK chalk streams",1835.53085274507,595.433917800565,89.0383591793465,506.395558621218,0.0338317453248988,88,12875.078980894,3.40087733383076,0.674423336641625,0.520871630747678,0.573430057359833,1617,18.375,0.208806818181818,0.188867773369504
"River Wensum","UK",52.77651,0.95006,9.12,"Streams",2011,2011,"UK chalk streams",1121.37849135893,851.186944461741,80.6760247081028,770.510919753638,0.00567241613329611,81,35106.713302753,3.22305828086556,0.575903406902186,0.399311968328532,0.49641238142387,1421,17.5432098765432,0.216582837982015,0.164901066635425
"Upper Duhonw","UK",52.12884,-3.39794,10.61,"Streams",2012,2012,"UK chalk streams",451.454829887627,271.911059297458,99.9320733830239,171.978985914434,0.0891567834458785,59,726.971386181,4.26088825107264,0.636760735397128,0.446725673172263,0.571702596477896,725,12.2881355932203,0.208273484630853,0.223369348460237
"Upper Llugwy","UK",53.11242,-3.9173,8.53,"Streams",2012,2012,"UK chalk streams",654.919365597272,21.5250815655996,3.23855575837804,18.2865258072216,0.000333559192828695,52,639.046666667,3.56426748774473,0.655581329112837,0.539485373412571,0.613987876772697,523,10.0576923076923,0.193417159763314,0.275672669310959
"Wrynose Pass Beck","UK",54.41411,-3.12022,9.8,"Streams",2005,2005,"UK chalk streams",647.412645058768,121.946926463954,64.7997997724369,57.147126691517,0.00330422768307494,28,552,4.75307321507803,0.565166492296409,0.516116741884022,0.613216821339739,146,5.21428571428571,0.186224489795918,0.810720774620197
"revetment","Elbe River",51.883449,12.310602,15.21,"Streams",2011,2012,"Elbe",0.0228320974821662,7544.04537816515,1336.51730487217,6207.52807329299,0.431233198085912,28,361330.068009004,3.22275544329829,0.691921182335197,0.0762587583509858,0.399139128358376,135,4.82142857142857,0.17219387755102,0.0140921471242108
"rip rap","Elbe River",51.884135,12.307092,15.17,"Streams",2011,2012,"Elbe",0.24630932928433,1765.17825038301,0.354532018167264,1764.82371836484,0.00018787656141947,15,62685.891452328,2.29420487458262,0,0.118063754427391,0.118063754427391,54,3.6,0.24,0.0345954131398836
"wing dike","Elbe River",51.874583,12.277325,14.84,"Streams",2011,2012,"Elbe",0.00000523565182393696,875.083578859056,63.6026218997597,811.480956959296,0.00321753427623261,20,96200.865085636,3.18269978254723,0.475090777051561,0.0994897959183673,0.295999285130719,81,4.05,0.2025,0.0207507988724829
"Sum53","Catchment 53, Summer",35.06136111,-83.45438889,15.71,"Streams",1994,1994,"Hall et al",7.53955673035748,671.994681468983,9.63757010934852,628.653496780212,0.00010932441555357,30,68537,3.28354298670553,0.525757702348339,0.488323084553486,0.51965783286249,123,4.1,0.136666666666667,0.0861161953192013
"Win53","Catchment 53, Winter",35.06136111,-83.45438889,10.12,"Streams",1994,1994,"Hall et al",4.91190728109875,328.991752514862,1.87862900563162,315.365913479385,0.0000594777735599939,32,44117,3.45015465539753,0.591739262109632,0.559837369100129,0.633157120657121,116,3.625,0.11328125,0.0935413346431148
"Sum55","Catchment 55, Summer",35.06136111,-83.45438889,15.89,"Streams",1994,1994,"Hall et al",5.46945777816825,152.875739882595,1.71039051105063,145.792307764439,0.000136659174971158,27,9681,3.22376924369655,0.591953689012513,0.50810608740892,0.524718991825835,108,4,0.148148148148148,0.0806554353331142
"Win55","Catchment 55, Winter",35.06136111,-83.45438889,10.12,"Streams",1994,1994,"Hall et al",2.77238782511948,85.4125241275246,0.668365337599565,81.9049727923486,0.0000856319208066561,26,15072,3.58240613018049,0.655425979915776,0.489127807985939,0.608325396825397,76,2.92307692307692,0.112426035502959,0.108898535992258
"morup","Montsant Up",41.3303954,0.8822466,11.9,"Streams",2012,2012,"Montsant",0.634313054410243,328.954538335161,18.7612066000158,279.085393834046,0.00553166502795906,40,2117,3.05398077470416,0.697260236928604,0.451937029020362,0.654139802142557,167,4.175,0.104375,0.0766893707191576
"mordown1","Montsant Down 1",41.296295,0.775059,13.7,"Streams",2012,2012,"Montsant",0.124401808994193,1359.76649312074,6.91667872665308,1273.83334679915,0.0159183790377959,42,4849,3.11742425,0.767420690388155,0.493104226644361,0.664965569114934,170,4.04761904761905,0.0963718820861678,0.0461693345269334
"mordown2","Montsant Down 2",41.288889,0.759722,13.4,"Streams",2012,2012,"Montsant",0.200379177627852,1755.13063798128,44.5942515734137,1655.74056725378,0.00246845722388411,57,2947.3,4.15378597882535,0.762419071575547,0.544623686429618,0.698037666859862,283,4.96491228070175,0.0871037242228378,0.0801524226276671
"mordown3","Montsant Down 3",41.249028,0.711483,13.1,"Streams",2012,2012,"Montsant",1.21883981441088,2837.52804301031,871.205116586664,1966.32292554182,0.00431700684306681,50,9826.4213198,5.21471254553631,0.640761277105738,0.562663662052761,0.640761277105738,262,5.24,0.1048,1.74467531930711
"S1","Cananeia Brazil",-25.04,-48.06,23,"Streams",2019,2019,"Cananeia",1.84287524501324,717.520854675279,135.012512580117,582.508342095162,0.0161139137107921,41,165.6707,3.0770800801467,0.667138367647319,0.613148854104611,0.660020558823188,170,4.14634146341463,0.101130279595479,0.128023775705009
"S6","Cananeia Brazil",-25.02,-48.01,23,"Streams",2019,2019,"Cananeia",8.03110838657485,420.562946719611,50.4969799146673,370.065966804944,0.00526298703921822,38,430.52,3.29544604886712,0.667227959862635,0.60414371779325,0.682726066596799,128,3.36842105263158,0.0886426592797784,0.132562599966986
"S8","Cananeia Brazil",-24.95,-47.98,23,"Streams",2019,2019,"Cananeia",1.91146487324234,223.85318629795,40.0068898917635,183.846296406186,0.0241821807454723,28,67.1431,3.39999684461378,0.616364650042336,0.512296536796537,0.620561831108706,72,2.57142857142857,0.0918367346938776,0.131177449910808
"S8B","Cananeia Brazil",-24.95,-47.98,23,"Streams",2019,2019,"Cananeia",3.6323360760381,156.80936646382,22.5590645185765,134.250301945243,0.00701253984889125,28,175.7814,3.01653788059304,0.601675947880512,0.535388330669601,0.616426010469483,78,2.78571428571429,0.0994897959183673,0.120548456587438
"S8C","Cananeia Brazil",-24.95,-48.23,23,"Streams",2019,2019,"Cananeia",3.5010570697043,159.961338074325,22.0835225416006,137.877815532724,0.00639385341552971,35,283.7218,3.74806438577019,0.652869540607662,0.626028085730848,0.675704715228093,131,3.74285714285714,0.106938775510204,0.167523730412281
