"FW_name","species","biomass","units","bodymass","abundance","species_type","metabolic_type","taxonomic_level","movement_type","losses","efficiencies"
"L6","Achnanthes conspicua",0.00014874560004,"dry g.m2",1.2e-10,1239546.667,"plant","plant","species","sessile",NA,0.487432933611077
"L6","Achnanthes minutissima",0.00018281386672,"dry g.m2",1.6e-10,1142586.667,"plant","plant","species","sessile",NA,0.487432933611077
"L6","Amphinemura sulcicollis",0.000118543916,"dry g.m2",0.000118543916,1,"animal","ectotherm invertebrate","species","walking",2.44351792168838e-08,0.88459897241344
"L6","Baetis muticus",0.003668620397,"dry g.m2",0.000282201569,13,"animal","ectotherm invertebrate","species","walking",5.88033123868617e-07,0.88459897241344
"L6","Baetis rhodani",0.03550484394,"dry g.m2",0.000394498266,90,"animal","ectotherm invertebrate","species","walking",5.16411347324738e-06,0.88459897241344
"L6","Brachysira vitrea",0.000518848,"dry g.m2",2.2e-09,235840,"plant","plant","species","sessile",NA,0.487432933611077
"L6","Chironomidae",0.00021059091,"dry g.m2",2.1059091e-05,10,"animal","ectotherm invertebrate","subfamily","walking",7.16478855669754e-08,0.88459897241344
"L6","CPOM",NA,"dry g.m2",NA,NA,"detritus","detritus","species","NA",NA,0.13019011553718
"L6","Ecdyonurus",0.00527404038,"dry g.m2",0.00527404038,1,"animal","ectotherm invertebrate","genus","walking",3.61645526316102e-07,0.88459897241344
"L6","Electrogena lateralis",0.0124697252,"dry g.m2",0.00155871565,8,"animal","ectotherm invertebrate","species","walking",1.21763109490526e-06,0.88459897241344
"L6","Elmis aenea",0.000193554641,"dry g.m2",0.000193554641,1,"animal","ectotherm invertebrate","species","walking",3.46092187189785e-08,0.88459897241344
"L6","Eunotia exigua",0.000730489386766,"dry g.m2",2.98e-10,2451306.667,"plant","plant","species","sessile",NA,0.487432933611077
"L6","FPOM",NA,"dry g.m2",NA,NA,"detritus","detritus","species","NA",NA,0.13019011553718
"L6","Fragilaria arcus",0.001142551866617,"dry g.m2",1.49e-09,766813.3333,"plant","plant","species","sessile",NA,0.487432933611077
"L6","Fragilaria ulna",0.005159989333604,"dry g.m2",8.12e-08,63546.66667,"plant","plant","species","sessile",NA,0.487432933611077
"L6","Gomphonema angustum",0.000488950746594,"dry g.m2",2.18e-10,2242893.333,"plant","plant","species","sessile",NA,0.487432933611077
"L6","Gomphonema olivaceum",0.000298772488,"dry g.m2",7.63e-11,3915760,"plant","plant","species","sessile",NA,0.487432933611077
"L6","Hydropsyche siltalai",0.000532891045,"dry g.m2",0.000532891045,1,"animal","ectotherm invertebrate","species","walking",7.10353503744287e-08,0.88459897241344
"L6","Isoperla grammatica",0.002067339375,"dry g.m2",0.000689113125,3,"animal","ectotherm invertebrate","species","walking",2.55781289367237e-07,0.88459897241344
"L6","Leuctra inermis",0.00933173496,"dry g.m2",0.000207371888,45,"animal","ectotherm invertebrate","species","walking",1.63555885601699e-06,0.88459897241344
"L6","Navicula minima",2.34966666711e-05,"dry g.m2",1.33e-10,176666.6667,"plant","plant","species","sessile",NA,0.487432933611077
"L6","Navicula seminulum",5.80998e-05,"dry g.m2",1.65e-10,352120,"plant","plant","species","sessile",NA,0.487432933611077
"L6","Nitzschia",1.43412e-06,"dry g.m2",1.11e-10,12920,"plant","plant","genus","sessile",NA,0.487432933611077
"L6","Oligochaeta",0.000575419488,"dry g.m2",0.000287709744,2,"animal","ectotherm invertebrate","class","walking",9.17168198878112e-08,0.88459897241344
"L6","Plectrocnemia conspersa",0.001008037976,"dry g.m2",0.000504018988,2,"animal","ectotherm invertebrate","species","walking",1.3656158237541e-07,0.88459897241344
"L6","Rhithrogena semicolorata",0.014182693513,"dry g.m2",0.000834276089,17,"animal","ectotherm invertebrate","species","walking",1.66012245565415e-06,0.88459897241344
"L6","Rhyacophila dorsalis",0.000128503198,"dry g.m2",6.4251599e-05,2,"animal","ectotherm invertebrate","species","walking",3.16365298413551e-08,0.88459897241344
"L6","Sericostoma personatum",0.000307964126,"dry g.m2",0.000307964126,1,"animal","ectotherm invertebrate","species","walking",4.81278364937517e-08,0.88459897241344
"L6","Serratella ignita",1.4771175e-05,"dry g.m2",1.4771175e-05,1,"animal","ectotherm invertebrate","species","walking",5.56988114615604e-09,0.88459897241344
"L6","Simuliidae",0.000378088264,"dry g.m2",4.7261033e-05,8,"animal","ectotherm invertebrate","family","walking",1.01753302415405e-07,0.88459897241344
"L6","Siphonoperla torrentium",0.006904476864,"dry g.m2",0.000287686536,24,"animal","ectotherm invertebrate","species","walking",1.10053880437211e-06,0.88459897241344
"L6","Tanypodinae",0.00016324566,"dry g.m2",4.0811415e-05,4,"animal","ectotherm invertebrate","subfamily","walking",4.58433358330085e-08,0.88459897241344
"L6","Tipulidae",0.00743095463,"dry g.m2",0.00067554133,11,"animal","ectotherm invertebrate","family","walking",9.24712649948513e-07,0.88459897241344
