"FW_name","species","biomass","units","bodymass","abundance","species_type","metabolic_type","taxonomic_level","movement_type","losses","efficiencies"
"River Fiddich","Achnanthes",0.000906951673615,"dry g.m2",4.81e-10,1885554.415,"plant","plant","species","sessile",NA,0.487432933611077
"River Fiddich","Achnanthes lanceolata",0.00991343109861,"dry g.m2",1.03e-09,9624690.387,"plant","plant","species","sessile",NA,0.487432933611077
"River Fiddich","Achnanthes minutissima",0.00682845869706,"dry g.m2",2.86e-10,23875729.71,"plant","plant","species","sessile",NA,0.487432933611077
"River Fiddich","Achnanthes modestiformis",0.00680739818088,"dry g.m2",4.36e-10,15613298.58,"plant","plant","species","sessile",NA,0.487432933611077
"River Fiddich","Achnanthes subatomoides",3.26023483836e-05,"dry g.m2",1.99e-10,163830.8964,"plant","plant","species","sessile",NA,0.487432933611077
"River Fiddich","Amphinemura sulcicollis",0.00155835044416111,"dry g.m2",6.37507e-05,24.44444444,"animal","ectotherm invertebrate","species","walking",3.84526025015804e-07,0.88459897241344
"River Fiddich","Ancylus fluviatilis",0.0372046319915762,"dry g.m2",0.004185521099,8.888888889,"animal","ectotherm invertebrate","species","walking",2.72804101171129e-06,0.88459897241344
"River Fiddich","Baetis",0.0687895865318002,"dry g.m2",0.000154006537,446.6666667,"animal","ectotherm invertebrate","genus","walking",1.31430933093873e-05,0.88459897241344
"River Fiddich","Brachyptera risi",0.00904591553242874,"dry g.m2",0.000271377466,33.33333333,"animal","ectotherm invertebrate","species","walking",1.46648416638591e-06,0.88459897241344
"River Fiddich","Capnia bifrons",0.00102711731545284,"dry g.m2",0.000462202792,2.222222222,"animal","ectotherm invertebrate","species","walking",1.42685504190417e-07,0.88459897241344
"River Fiddich","Chironomidae",0.00613091143535585,"dry g.m2",8.986678e-06,682.2222222,"animal","ectotherm invertebrate","subfamily","walking",2.67019222657292e-06,0.88459897241344
"River Fiddich","Cocconeis placentula",1.5325495665,"dry g.m2",1.14e-08,134434172.5,"plant","plant","species","sessile",NA,0.487432933611077
"River Fiddich","CPOM",NA,"dry g.m2",NA,NA,"detritus","detritus","species","NA",NA,0.13019011553718
"River Fiddich","Cymbella lunata",0.00033882233896,"dry g.m2",4.24e-11,7991092.9,"plant","plant","species","sessile",NA,0.487432933611077
"River Fiddich","Diatoma hyemale",0.0252868069318,"dry g.m2",7.66e-10,33011497.3,"plant","plant","species","sessile",NA,0.487432933611077
