"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Insecta","swimming",8e-04,"invertebrate",0.012,"RV1P2.csv"
"Nassariidae","walking",0.174,"invertebrate",3.47,"RV1P2.csv"
"Polychaeta","walking",0.0066,"invertebrate",0.09,"RV1P2.csv"
"Palaemon longirostris","swimming",0.12,"invertebrate",2.1,"RV1P2.csv"
"Gobius paganellus","swimming",0.225,"ectotherm vertebrate",0.45,"RV1P2.csv"
"Carcinus maenas","walking",0.01,"invertebrate",0.1,"RV1P2.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"RV1P2.csv"
"Musculus costulatus","sessile",0.014,"invertebrate",0.29,"RV1P2.csv"
"Zooplankton","swimming",0.001,"invertebrate",4,"RV1P2.csv"
"Gammaridae","swimming",7e-04,"invertebrate",0.009,"RV1P2.csv"
"Cardiidae","sessile",0.0036,"invertebrate",0.01,"RV1P2.csv"
"Ophiuroidea","walking",0.0022,"invertebrate",0.05,"RV1P2.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"RV1P2.csv"
"Oligochaeta","walking",0.0037,"invertebrate",0.01,"RV1P2.csv"
"Mytilus galloprovincialis","sessile",0.14,"invertebrate",1.13,"RV1P2.csv"
"Hippolyte varians","walking",0.023,"invertebrate",0.1,"RV1P2.csv"
"Solecurtus strigilatus","sessile",0.0027,"invertebrate",0.005,"RV1P2.csv"
"Lipophrys trigloides","swimming",0.42,"ectotherm vertebrate",0.42,"RV1P2.csv"
"Tanaidacea","walking",0.0011,"invertebrate",0.008,"RV1P2.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",1000,"RV1P2.csv"
"Asterina gibbosa","walking",0.01,"invertebrate",0.1,"RV1P2.csv"
"Paracentrotus lividus","walking",1.69,"invertebrate",1.69,"RV1P2.csv"
"Lepidochitona cinerea","walking",0.01,"invertebrate",0.1,"RV1P2.csv"
"Gibbula umbilicalis","walking",0.302,"invertebrate",1.51,"RV1P2.csv"
"Hydrobia sp.","walking",0.0012,"invertebrate",0.025,"RV1P2.csv"
"Barleeia sp.","walking",0.0023,"invertebrate",0.05,"RV1P2.csv"
"Sphaeromatidae","walking",0.0015,"invertebrate",0.06,"RV1P2.csv"
"Ampithoidae","swimming",0.0016,"invertebrate",0.03,"RV1P2.csv"
"Stenothoidae","swimming",8e-04,"invertebrate",0.002,"RV1P2.csv"
"Calliopidae","swimming",0.011,"invertebrate",0.06,"RV1P2.csv"
"Leucothoidae","swimming",0.012,"invertebrate",0.01,"RV1P2.csv"
"Palaemon serratus","swimming",0.59,"invertebrate",0.59,"RV1P2.csv"
"Palaemon elegans","swimming",0.53,"invertebrate",0.53,"RV1P2.csv"
"Pirimela denticulata","walking",0.24,"invertebrate",0.48,"RV1P2.csv"
"Codium sp.","sessile",0.000228,"primary producer",296.67,"RV1P2.csv"
"Rissoidae","walking",0.0013,"invertebrate",0.0013,"RV1P2.csv"
"Omalogyra atomus","walking",0.00047,"invertebrate",0.004,"RV1P2.csv"
"Colpomenia peregrina","sessile",0.000228,"primary producer",0.1,"RV1P2.csv"
"Cystoseira sp.","sessile",0.000228,"primary producer",39.55,"RV1P2.csv"
"Sphacelaria cirrosa","sessile",0.000228,"primary producer",105.55,"RV1P2.csv"
"Saccorhiza polyschides","sessile",0.000228,"primary producer",196.67,"RV1P2.csv"
"Anemonia sulcata","sessile",95.6,"invertebrate",478,"RV1P2.csv"
"Asparagopsis armata","sessile",0.000228,"primary producer",233.8,"RV1P2.csv"
"Lithophyllum sp.","sessile",0.000228,"primary producer",0.01,"RV1P2.csv"
"Ceramium virgatum","sessile",0.000228,"primary producer",2380,"RV1P2.csv"
"Laurencia pinnatifida","sessile",0.000228,"primary producer",4.47,"RV1P2.csv"
"Iphimediidae","swimming",0.022,"invertebrate",0.04,"RV1P2.csv"
"Nucella sp.","walking",0.0099,"invertebrate",0.03,"RV1P2.csv"
"Ellisolandia elongata","sessile",0.000228,"primary producer",0.1,"RV1P2.csv"
"Marthasterias glacialis","walking",138,"invertebrate",138,"RV1P2.csv"
