"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Insecta","swimming",0.01,"invertebrate",0.001,"L1P2.csv"
"Anemonia sulcata","sessile",0.4,"invertebrate",0.4,"L1P2.csv"
"Polychaeta","walking",0.01,"invertebrate",0.04,"L1P2.csv"
"Lipophrys pholis","swimming",2.4,"ectotherm vertebrate",7.2,"L1P2.csv"
"Palaemon longirostris","swimming",0.26,"invertebrate",4.5,"L1P2.csv"
"Palaemon elegans","swimming",0.12,"invertebrate",0.59,"L1P2.csv"
"Gobius paganellus","swimming",0.3,"ectotherm vertebrate",0.54,"L1P2.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"L1P2.csv"
"Tricolia pullus","walking",0.012,"invertebrate",0.11,"L1P2.csv"
"Gammaridae","swimming",0.001,"invertebrate",0.002,"L1P2.csv"
"Musculus costulatus","sessile",0.008,"invertebrate",0.16,"L1P2.csv"
"Mytilus galloprovincialis","other",0.011,"invertebrate",0.14,"L1P2.csv"
"Zooplankton","swimming",0.001,"invertebrate",4,"L1P2.csv"
"Cardiidae","sessile",0.007,"invertebrate",0.05,"L1P2.csv"
"Solecurtus strigilatus","sessile",0.01,"invertebrate",0.06,"L1P2.csv"
"Ophiuroidea","walking",0.06,"invertebrate",0.17,"L1P2.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"L1P2.csv"
"Oligochaeta","walking",0.01,"invertebrate",0.01,"L1P2.csv"
"Venerupis sp.","sessile",0.06,"invertebrate",0.06,"L1P2.csv"
"Tanaidacea","walking",0.01,"invertebrate",0.001,"L1P2.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",260.2,"L1P2.csv"
"Sphaeromatidae","walking",0.02,"invertebrate",0.09,"L1P2.csv"
"Omalogyra atomus","walking",8e-04,"invertebrate",0.009,"L1P2.csv"
"Stenothoidae","swimming",0.01,"invertebrate",0.001,"L1P2.csv"
"Barleeia sp.","walking",0.005,"invertebrate",0.09,"L1P2.csv"
"Acanthochitona crinita","walking",0.07,"invertebrate",0.13,"L1P2.csv"
"Calliopidae","swimming",0.0035,"invertebrate",0.0035,"L1P2.csv"
"Maja squinado","walking",0.61,"invertebrate",0.61,"L1P2.csv"
"Patella ulyssiponensis","walking",0.0012,"invertebrate",0.0012,"L1P2.csv"
"Gibbula umbilicalis","walking",0.09,"invertebrate",0.1,"L1P2.csv"
"Rissoidae","walking",0.003,"invertebrate",0.003,"L1P2.csv"
"Ampithoidae","swimming",0.01,"invertebrate",0.001,"L1P2.csv"
"Colpomenia peregrina","sessile",0.000228,"primary producer",18.06,"L1P2.csv"
"Bifurcaria bifurcata","sessile",0.000228,"primary producer",26.26,"L1P2.csv"
"Sphacelaria cirrosa","sessile",0.000228,"primary producer",147,"L1P2.csv"
"Dictyota dichotoma","sessile",0.000228,"primary producer",6.08,"L1P2.csv"
"Asparagopsis armata","sessile",0.000228,"primary producer",117.7,"L1P2.csv"
"Turridae","walking",0.0042,"invertebrate",0.07,"L1P2.csv"
"Nucella sp.","walking",0.0065,"invertebrate",0.01,"L1P2.csv"
"Dictyopteris polypodioides","sessile",0.000228,"primary producer",10.8,"L1P2.csv"
"Anthura sp.","walking",0.01,"invertebrate",0.001,"L1P2.csv"
"Ellisolandia elongata","sessile",0.000228,"primary producer",2595,"L1P2.csv"
