"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Polychaeta","walking",0.2898,"invertebrate",0.3,"PP2I1.csv"
"Alitta virens","walking",0.5158,"invertebrate",0.52,"PP2I1.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"PP2I1.csv"
"Mytilus sp.","sessile",1.3427,"invertebrate",22.4,"PP2I1.csv"
"Zooplankton","swimming",0.001,"invertebrate",10,"PP2I1.csv"
"Hediste diversicolor","walking",0.1038,"invertebrate",0.31,"PP2I1.csv"
"Oligochaeta","walking",2e-04,"invertebrate",2e-04,"PP2I1.csv"
"Gammarus oceanicus","swimming",0.1616,"invertebrate",1.62,"PP2I1.csv"
"Ulvaria obscura","sessile",0.000228,"primary producer",1.61,"PP2I1.csv"
"Littorina littorea","walking",0.069,"invertebrate",0.35,"PP2I1.csv"
"Littorina obtusata","walking",0.0531,"invertebrate",0.7,"PP2I1.csv"
"Littorina saxatilis","walking",0.0527,"invertebrate",0.71,"PP2I1.csv"
"Testudinalia testudinalis","walking",0.3267,"invertebrate",2.61,"PP2I1.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"PP2I1.csv"
"Monostroma grevillei","sessile",0.000228,"primary producer",0.03,"PP2I1.csv"
"Dictyosiphon foeniculaceus","sessile",0.000228,"primary producer",26.79,"PP2I1.csv"
"Fucus","sessile",0.000228,"primary producer",50.79,"PP2I1.csv"
"Petalonia fascia","sessile",0.000228,"primary producer",7.29,"PP2I1.csv"
"Coilodesme bulligera","sessile",0.000228,"primary producer",16.71,"PP2I1.csv"
"Clathromorphum circumscriptum","sessile",0.000228,"primary producer",0.1,"PP2I1.csv"
"Diatomophyceae","sessile",2e-04,"primary producer",2e-04,"PP2I1.csv"
