"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Insecta","swimming",0.01,"invertebrate",0.001,"L4P2.csv"
"Nassariidae","walking",0.118,"invertebrate",0.12,"L4P2.csv"
"Idoteidae","walking",0.014,"invertebrate",0.04,"L4P2.csv"
"Anemonia sulcata","sessile",0.01,"invertebrate",0.1,"L4P2.csv"
"Actinia equina","sessile",4.43,"invertebrate",22.17,"L4P2.csv"
"Lipophrys pholis","swimming",0.75,"ectotherm vertebrate",14.91,"L4P2.csv"
"Coryphoblennius galerita","swimming",0.72,"ectotherm vertebrate",5.79,"L4P2.csv"
"Carcinus maenas","walking",3.34,"invertebrate",3.34,"L4P2.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"L4P2.csv"
"Zooplankton","swimming",0.001,"invertebrate",4,"L4P2.csv"
"Porifera","sessile",0.01,"invertebrate",0.01,"L4P2.csv"
"Gammaridae","swimming",0.0011,"invertebrate",0.001,"L4P2.csv"
"Ophiuroidea","walking",0.0028,"invertebrate",0.006,"L4P2.csv"
"Procerodes sp.","walking",0.0055,"invertebrate",0.006,"L4P2.csv"
"Caprella sp.","walking",0.01,"invertebrate",0.001,"L4P2.csv"
"Musculus costulatus","sessile",0.011,"invertebrate",0.22,"L4P2.csv"
"Tricolia pullus","walking",0.013,"invertebrate",0.04,"L4P2.csv"
"Solecurtus strigilatus","sessile",0.0063,"invertebrate",0.013,"L4P2.csv"
"Turtonia minuta","sessile",0.0021,"invertebrate",0.002,"L4P2.csv"
"Turritellidae","walking",0.0019,"invertebrate",0.002,"L4P2.csv"
"Mysida","swimming",0.01,"invertebrate",0.001,"L4P2.csv"
"Actinothoe sphyrodeta","sessile",0.106,"invertebrate",0.11,"L4P2.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"L4P2.csv"
"Polychaeta","walking",0.0027,"invertebrate",0.003,"L4P2.csv"
"Oligochaeta","walking",0.01,"invertebrate",0.01,"L4P2.csv"
"Mytilus galloprovincialis","sessile",1.99,"invertebrate",39.73,"L4P2.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",130.9,"L4P2.csv"
"Paracentrotus lividus","walking",3.68,"invertebrate",47.8,"L4P2.csv"
"Actinia fragacea","sessile",11.21,"invertebrate",11.21,"L4P2.csv"
"Acanthochitona crinita","walking",0.007,"invertebrate",0.1,"L4P2.csv"
"Lepidochitona cinerea","walking",0.002,"invertebrate",0.006,"L4P2.csv"
"Patella ulyssiponensis","walking",0.3,"invertebrate",0.3,"L4P2.csv"
"Gibbula umbilicalis","walking",0.26,"invertebrate",0.39,"L4P2.csv"
"Rissoidae","walking",0.0025,"invertebrate",0.003,"L4P2.csv"
"Omalogyra atomus","walking",7e-04,"invertebrate",0.01,"L4P2.csv"
"Barleeia sp.","walking",0.0031,"invertebrate",0.07,"L4P2.csv"
"Aplysia punctata","walking",0.1,"invertebrate",0.06,"L4P2.csv"
"Sphaeromatidae","walking",0.0079,"invertebrate",0.02,"L4P2.csv"
"Ampithoidae","swimming",0.01,"invertebrate",0.001,"L4P2.csv"
"Stenothoidae","swimming",0.01,"invertebrate",0.001,"L4P2.csv"
"Calliopidae","swimming",0.01,"invertebrate",0.001,"L4P2.csv"
"Pirimela denticulata","walking",0.01,"invertebrate",0.1,"L4P2.csv"
"Necora puber","walking",0.89,"invertebrate",1.77,"L4P2.csv"
"Codium sp.","sessile",0.000228,"primary producer",77.2,"L4P2.csv"
"Colpomenia peregrina","sessile",0.000228,"primary producer",10.95,"L4P2.csv"
"Bifurcaria bifurcata","sessile",0.000228,"primary producer",7.26,"L4P2.csv"
"Cystoseira sp.","sessile",0.000228,"primary producer",14.59,"L4P2.csv"
"Sargassum sp.","sessile",0.000228,"primary producer",3.79,"L4P2.csv"
"Sphacelaria cirrosa","sessile",0.000228,"primary producer",14.1,"L4P2.csv"
"Asparagopsis armata","sessile",0.000228,"primary producer",55.8,"L4P2.csv"
"Ellisolandia elongata","sessile",0.000228,"primary producer",616.2,"L4P2.csv"
"Lithophyllum sp.","sessile",0.000228,"primary producer",0.01,"L4P2.csv"
"Ceramium virgatum","sessile",0.000228,"primary producer",28.85,"L4P2.csv"
"Laurencia pinnatifida","sessile",0.000228,"primary producer",0.39,"L4P2.csv"
"Chondrus crispus","sessile",0.000228,"primary producer",2.88,"L4P2.csv"
"Nemertea","walking",0.01,"invertebrate",0.01,"L4P2.csv"
