"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Acanthochitona crinita","walking",0.05,"invertebrate",0.1,"PC2P3.csv"
"Pachygrapsus transversus","walking",1.66,"invertebrate",3.32,"PC2P3.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"PC2P3.csv"
"Gammaridae","swimming",2e-04,"invertebrate",3e-04,"PC2P3.csv"
"Zooplankton","swimming",0.001,"invertebrate",2,"PC2P3.csv"
"Priapulida","walking",0.012,"invertebrate",0.001,"PC2P3.csv"
"Ampithoidae","swimming",0.0043,"invertebrate",0.0085,"PC2P3.csv"
"Caprella sp.","walking",3e-04,"invertebrate",0.001,"PC2P3.csv"
"Palaemon elegans","swimming",0.11,"invertebrate",1.19,"PC2P3.csv"
"Polychaeta","walking",0.0038,"invertebrate",0.0076,"PC2P3.csv"
"Ulva sp.","sessile",0.000228,"primary producer",730,"PC2P3.csv"
"Patella ulyssiponensis","walking",2.71,"invertebrate",2.71,"PC2P3.csv"
"Liza ramada","swimming",0.65,"ectotherm vertebrate",5.25,"PC2P3.csv"
"Omalogyra atomus","walking",2e-04,"invertebrate",2e-04,"PC2P3.csv"
"Insecta","swimming",2e-04,"invertebrate",4e-04,"PC2P3.csv"
"Padina pavonica","sessile",0.000228,"primary producer",108,"PC2P3.csv"
"Rhodomelaceae","sessile",0.000228,"primary producer",436,"PC2P3.csv"
"Lithophyllum","sessile",0.000228,"primary producer",0.01,"PC2P3.csv"
