"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",0.5,"AP4.csv"
"Copepoda","swimming",0.001,"invertebrate",0.001,"AP4.csv"
"Zooplankton","swimming",0.001,"invertebrate",3,"AP4.csv"
"Crassostrea virginica","sessile",6.54,"invertebrate",6.54,"AP4.csv"
"Tanaidacea","walking",0.01,"invertebrate",0.001,"AP4.csv"
"Gammaridae","swimming",0.01,"invertebrate",0.001,"AP4.csv"
"Polychaeta","walking",0.01,"invertebrate",0.01,"AP4.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",2260,"AP4.csv"
"Pachygrapsus transversus","walking",2.58,"invertebrate",5.16,"AP4.csv"
"Bathygobius soporator","swimming",1.75,"ectotherm vertebrate",19.22,"AP4.csv"
"Callinectes sapidus","walking",0.01,"invertebrate",0.1,"AP4.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"AP4.csv"
