"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Insecta","swimming",8e-04,"invertebrate",0.006,"CR2P1.csv"
"Actinia equina","sessile",0.01,"invertebrate",0.1,"CR2P1.csv"
"Nassariidae","walking",0.27,"invertebrate",0.27,"CR2P1.csv"
"Polychaeta","walking",0.0025,"invertebrate",0.051,"CR2P1.csv"
"Lipophrys trigloides","swimming",0.26,"ectotherm vertebrate",0.52,"CR2P1.csv"
"Palaemon longirostris","swimming",0.167,"invertebrate",3.35,"CR2P1.csv"
"Gobius paganellus","swimming",0.31,"ectotherm vertebrate",4.66,"CR2P1.csv"
"Carcinus maenas","walking",0.01,"invertebrate",0.16,"CR2P1.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"CR2P1.csv"
"Zooplankton","swimming",0.001,"invertebrate",4,"CR2P1.csv"
"Gammaridae","swimming",0.0018,"invertebrate",0.02,"CR2P1.csv"
"Ophiuroidea","walking",0.003,"invertebrate",0.06,"CR2P1.csv"
"Musculus costulatus","sessile",0.0078,"invertebrate",0.164,"CR2P1.csv"
"Mytilus galloprovincialis","other",0.0028,"invertebrate",0.0084,"CR2P1.csv"
"Cardiidae","sessile",0.0029,"invertebrate",0.023,"CR2P1.csv"
"Angulus tenuis","sessile",0.0024,"invertebrate",0.002,"CR2P1.csv"
"Copepoda","swimming",0.001,"invertebrate",0.001,"CR2P1.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"CR2P1.csv"
"Oligochaeta","walking",9e-04,"invertebrate",0.0053,"CR2P1.csv"
"Lipophrys pholis","swimming",0.455,"ectotherm vertebrate",2.73,"CR2P1.csv"
"Palaemon elegans","swimming",0.45,"invertebrate",0.45,"CR2P1.csv"
"Tanaidacea","walking",0.0012,"invertebrate",0.008,"CR2P1.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",268.4,"CR2P1.csv"
"Pantopoda","walking",0.16,"invertebrate",0.16,"CR2P1.csv"
"Paracentrotus lividus","walking",3.81,"invertebrate",15.25,"CR2P1.csv"
"Coryphoblennius galerita","swimming",1.62,"ectotherm vertebrate",1.62,"CR2P1.csv"
"Acanthochitona crinita","walking",0.0118,"invertebrate",0.1,"CR2P1.csv"
"Lepidochitona cinerea","walking",0.143,"invertebrate",0.285,"CR2P1.csv"
"Gibbula umbilicalis","walking",0.347,"invertebrate",6.93,"CR2P1.csv"
"Rissoidae","walking",0.0024,"invertebrate",0.002,"CR2P1.csv"
"Omalogyra atomus","walking",4e-04,"invertebrate",0.0091,"CR2P1.csv"
"Barleeia sp.","walking",0.0023,"invertebrate",0.047,"CR2P1.csv"
"Ampithoidae","swimming",9e-04,"invertebrate",0.0018,"CR2P1.csv"
"Stenothoidae","swimming",4e-04,"invertebrate",0.008,"CR2P1.csv"
"Codium sp.","sessile",0.000228,"primary producer",7.64,"CR2P1.csv"
"Leathesia marina","sessile",0.000228,"primary producer",18.93,"CR2P1.csv"
"Colpomenia peregrina","sessile",0.000228,"primary producer",9.5,"CR2P1.csv"
"Bifurcaria bifurcata","sessile",0.000228,"primary producer",3.25,"CR2P1.csv"
"Cystoseira sp.","sessile",0.000228,"primary producer",4.24,"CR2P1.csv"
"Sphacelaria cirrosa","sessile",0.000228,"primary producer",35.43,"CR2P1.csv"
"Anemonia sulcata","sessile",34.93,"invertebrate",34.93,"CR2P1.csv"
"Asparagopsis armata","sessile",0.000228,"primary producer",3.64,"CR2P1.csv"
"Ellisolandia elongata","sessile",0.000228,"primary producer",61.67,"CR2P1.csv"
"Lithophyllum sp.","sessile",0.000228,"primary producer",0.01,"CR2P1.csv"
"Ceramium virgatum","sessile",0.000228,"primary producer",15.031,"CR2P1.csv"
"Phorcus lineatus","walking",0.97,"invertebrate",0.97,"CR2P1.csv"
"Nucella sp.","walking",0.001,"invertebrate",0.0019,"CR2P1.csv"
"Lysianassidae","swimming",2e-04,"invertebrate",2e-04,"CR2P1.csv"
