"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Amphipholis squamata","walking",0.0016,"invertebrate",0.0016,"PC1P4.csv"
"Lipophrys pholis","swimming",0.01,"ectotherm vertebrate",0.1,"PC1P4.csv"
"Coryphoblennius galerita","swimming",0.01,"ectotherm vertebrate",0.1,"PC1P4.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"PC1P4.csv"
"Gammaridae","swimming",0.01,"invertebrate",0.02,"PC1P4.csv"
"Zooplankton","swimming",0.001,"invertebrate",2,"PC1P4.csv"
"Liza ramada","swimming",0.436,"ectotherm vertebrate",2.18,"PC1P4.csv"
"Ampithoidae","swimming",0.0083,"invertebrate",0.0083,"PC1P4.csv"
"Polychaeta","walking",0.01,"invertebrate",0.01,"PC1P4.csv"
"Ulva sp.","sessile",0.000228,"primary producer",2.6,"PC1P4.csv"
"Pachygrapsus transversus","walking",1.14,"invertebrate",3.41,"PC1P4.csv"
"Cladophora prolifera","sessile",0.000228,"primary producer",4.02,"PC1P4.csv"
"Halopteris filicina","sessile",0.000228,"primary producer",13.4,"PC1P4.csv"
"Sargassum vulgare","sessile",0.000228,"primary producer",2.2,"PC1P4.csv"
"Cystoseira abies-marina","sessile",0.000228,"primary producer",72900,"PC1P4.csv"
"Padina pavonica","sessile",0.000228,"primary producer",50100,"PC1P4.csv"
"Rhodomelaceae","sessile",0.000228,"primary producer",65000,"PC1P4.csv"
