"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",2.5,"PP2I4.csv"
"Mytilus sp.","sessile",2.164,"invertebrate",40.36,"PP2I4.csv"
"Zooplankton","swimming",0.001,"invertebrate",10,"PP2I4.csv"
"Oligochaeta","walking",4e-04,"invertebrate",0.002,"PP2I4.csv"
"Eteone longa","walking",0.011,"invertebrate",0.011,"PP2I4.csv"
"Gammarus oceanicus","swimming",0.1448,"invertebrate",1.45,"PP2I4.csv"
"Ulvaria obscura","sessile",0.000228,"primary producer",89.44,"PP2I4.csv"
"Littorina littorea","walking",1.5875,"invertebrate",3.18,"PP2I4.csv"
"Littorina obtusata","walking",0.1897,"invertebrate",1.9,"PP2I4.csv"
"Littorina saxatilis","walking",0.1248,"invertebrate",1.37,"PP2I4.csv"
"Testudinalia testudinalis","walking",0.5652,"invertebrate",5.65,"PP2I4.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"PP2I4.csv"
"Fucus","sessile",0.000228,"primary producer",3083.8,"PP2I4.csv"
"Petalonia fascia","sessile",0.000228,"primary producer",26.75,"PP2I4.csv"
"Chordaria flagelliformis","sessile",0.000228,"primary producer",68.65,"PP2I4.csv"
"Ralfsia fungiformis","sessile",0.000228,"primary producer",17.7,"PP2I4.csv"
"Ralfsia verrucosa","sessile",0.000228,"primary producer",0.1,"PP2I4.csv"
"Coilodesme bulligera","sessile",0.000228,"primary producer",35.77,"PP2I4.csv"
"Rhodomela confervoides","sessile",0.000228,"primary producer",11.7,"PP2I4.csv"
"Clathromorphum circumscriptum","sessile",0.000228,"primary producer",0.11,"PP2I4.csv"
