"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",2.5,"PC1P2.csv"
"Zooplankton","swimming",0.001,"invertebrate",2,"PC1P2.csv"
"Lipophrys pholis","swimming",0.01,"ectotherm vertebrate",0.1,"PC1P2.csv"
"Isopoda","walking",0.01,"invertebrate",0.001,"PC1P2.csv"
"Ampithoidae","swimming",0.0076,"invertebrate",0.015,"PC1P2.csv"
"Gammaridae","swimming",0.0013,"invertebrate",0.01,"PC1P2.csv"
"Liza ramada","swimming",0.45,"ectotherm vertebrate",0.45,"PC1P2.csv"
"Anemonia sargassensis","sessile",0.01,"invertebrate",0.1,"PC1P2.csv"
"Copepoda","swimming",0.001,"invertebrate",0.001,"PC1P2.csv"
"Polychaeta","walking",0.01,"invertebrate",0.002,"PC1P2.csv"
"Insecta","swimming",7e-04,"invertebrate",7e-04,"PC1P2.csv"
"Ulva sp.","sessile",0.000228,"primary producer",15000,"PC1P2.csv"
"Coryphoblennius galerita","swimming",1.05,"ectotherm vertebrate",4.19,"PC1P2.csv"
"Omalogyra atomus","walking",0.01,"invertebrate",0.01,"PC1P2.csv"
"Caprella sp.","walking",4e-04,"invertebrate",4e-04,"PC1P2.csv"
"Pachygrapsus transversus","walking",1.72,"invertebrate",3.44,"PC1P2.csv"
"Cladophora prolifera","sessile",0.000228,"primary producer",5.6,"PC1P2.csv"
"Caulerpa webbiana","sessile",0.000228,"primary producer",2.44,"PC1P2.csv"
"Sargassum vulgare","sessile",0.000228,"primary producer",415,"PC1P2.csv"
"Padina pavonica","sessile",0.000228,"primary producer",63.6,"PC1P2.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"PC1P2.csv"
