"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Dictyota bartayresiana","sessile",0.000228,"primary producer",7,"PC2P1.csv"
"Coryphoblennius galerita","swimming",1.02,"ectotherm vertebrate",3.05,"PC2P1.csv"
"Barleeia sp.","walking",2e-04,"invertebrate",2e-04,"PC2P1.csv"
"Isopoda","walking",0.01,"invertebrate",0.001,"PC2P1.csv"
"Ampithoidae","swimming",0.0023,"invertebrate",0.0115,"PC2P1.csv"
"Gammaridae","swimming",8e-04,"invertebrate",0.016,"PC2P1.csv"
"Caprella sp.","walking",0.01,"invertebrate",0.001,"PC2P1.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"PC2P1.csv"
"Batzella inops","sessile",0.01,"invertebrate",0.1,"PC2P1.csv"
"Zooplankton","swimming",0.001,"invertebrate",2,"PC2P1.csv"
"Anemonia sargassensis","sessile",0.37,"invertebrate",0.37,"PC2P1.csv"
"Polychaeta","walking",0.0105,"invertebrate",0.0105,"PC2P1.csv"
"Caulerpa webbiana","sessile",0.000228,"primary producer",3.925,"PC2P1.csv"
"Dictyopteris polypodioides","sessile",0.000228,"primary producer",135600,"PC2P1.csv"
"Cladophora prolifera","sessile",0.000228,"primary producer",74.7,"PC2P1.csv"
"Halopteris filicina","sessile",0.000228,"primary producer",10.83,"PC2P1.csv"
"Cystoseira abies-marina","sessile",0.000228,"primary producer",98200,"PC2P1.csv"
"Padina pavonica","sessile",0.000228,"primary producer",1.56,"PC2P1.csv"
"Laurencia sp.","sessile",0.000228,"primary producer",3.43,"PC2P1.csv"
