"PhytoP","Mytilus.sp.","Zooplankton","Gammarus.oceanicus","Fucus","Testudinalia.testudinalis","Cancer.irroratus","Littorina.obtusata","Littorina.saxatilis","Ralfsia.verrucosa","Clathromorphum.circumscriptum"
0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0
0,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,1,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,1,1,1,0,0
0,0,0,1,0,1,1,1,1,0,0
