"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Insecta","swimming",0.01,"invertebrate",0.01,"L3P3.csv"
"Nassariidae","walking",0.21,"invertebrate",1.03,"L3P3.csv"
"Actinia equina","sessile",4.75,"invertebrate",14.24,"L3P3.csv"
"Turbellaria","swimming",0.01,"invertebrate",0.01,"L3P3.csv"
"Polychaeta","walking",0.0061,"invertebrate",0.08,"L3P3.csv"
"Lipophrys trigloides","swimming",0.11,"ectotherm vertebrate",0.11,"L3P3.csv"
"Lipophrys pholis","swimming",0.75,"ectotherm vertebrate",23.24,"L3P3.csv"
"Coryphoblennius galerita","swimming",0.81,"ectotherm vertebrate",3.24,"L3P3.csv"
"Palaemon elegans","swimming",0.09,"invertebrate",0.34,"L3P3.csv"
"Gobius paganellus","swimming",0.01,"ectotherm vertebrate",0.1,"L3P3.csv"
"Pachygrapsus marmoratus","walking",1.35,"invertebrate",4.05,"L3P3.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"L3P3.csv"
"Tricolia pullus","walking",0.008,"invertebrate",0.09,"L3P3.csv"
"Gammaridae","swimming",0.01,"invertebrate",0.001,"L3P3.csv"
"Ophiuroidea","walking",0.01,"invertebrate",0.01,"L3P3.csv"
"Procerodes sp.","walking",0.0073,"invertebrate",0.007,"L3P3.csv"
"Musculus costulatus","sessile",0.01,"invertebrate",0.2,"L3P3.csv"
"Mytilus galloprovincialis","other",0.6,"invertebrate",11.98,"L3P3.csv"
"Zooplankton","swimming",0.001,"invertebrate",4,"L3P3.csv"
"Solecurtus strigilatus","sessile",0.0025,"invertebrate",0.0025,"L3P3.csv"
"Copepoda","swimming",0.001,"invertebrate",0.001,"L3P3.csv"
"Aulactinia verrucosa","sessile",0.27,"invertebrate",0.27,"L3P3.csv"
"Actinothoe sphyrodeta","sessile",4.21,"invertebrate",8.42,"L3P3.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"L3P3.csv"
"Oligochaeta","walking",0.0059,"invertebrate",0.02,"L3P3.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",418,"L3P3.csv"
"Paracentrotus lividus","walking",9.68,"invertebrate",154.77,"L3P3.csv"
"Acanthochitona crinita","walking",0.12,"invertebrate",0.38,"L3P3.csv"
"Lepidochitona cinerea","walking",0.01,"invertebrate",0.1,"L3P3.csv"
"Patella ulyssiponensis","walking",1.34,"invertebrate",24.14,"L3P3.csv"
"Gibbula umbilicalis","walking",0.32,"invertebrate",6.35,"L3P3.csv"
"Rissoidae","walking",0.0034,"invertebrate",0.0034,"L3P3.csv"
"Omalogyra atomus","walking",0.0059,"invertebrate",0.006,"L3P3.csv"
"Barleeia sp.","walking",0.0022,"invertebrate",0.022,"L3P3.csv"
"Sphaeromatidae","walking",0.01,"invertebrate",0.001,"L3P3.csv"
"Munnidae","walking",0.01,"invertebrate",0.001,"L3P3.csv"
"Ampithoidae","swimming",0.0055,"invertebrate",0.006,"L3P3.csv"
"Stenothoidae","swimming",0.01,"invertebrate",0.001,"L3P3.csv"
"Xantho pilipes","walking",0.01,"invertebrate",0.1,"L3P3.csv"
"Pirimela denticulata","walking",0.73,"invertebrate",1.45,"L3P3.csv"
"Codium sp.","sessile",0.000228,"primary producer",78.6,"L3P3.csv"
"Colpomenia peregrina","sessile",0.000228,"primary producer",30.33,"L3P3.csv"
"Bifurcaria bifurcata","sessile",0.000228,"primary producer",590,"L3P3.csv"
"Cystoseira sp.","sessile",0.000228,"primary producer",26.94,"L3P3.csv"
"Sphacelaria cirrosa","sessile",0.000228,"primary producer",160.5,"L3P3.csv"
"Dictyota dichotoma","sessile",0.000228,"primary producer",4.22,"L3P3.csv"
"Dictyopteris polypodioides","sessile",0.000228,"primary producer",8.32,"L3P3.csv"
"Anemonia sulcata","sessile",27.5,"invertebrate",110,"L3P3.csv"
"Ellisolandia elongata","sessile",0.000228,"primary producer",1038,"L3P3.csv"
"Lithophyllum sp.","sessile",0.000228,"primary producer",44.5,"L3P3.csv"
"Chondrus crispus","sessile",0.000228,"primary producer",2.22,"L3P3.csv"
"Gelidium spinosum","sessile",0.000228,"primary producer",43.75,"L3P3.csv"
"Epitonium clathrus","walking",0.035,"invertebrate",0.07,"L3P3.csv"
"Nemertea","walking",0.01,"invertebrate",0.01,"L3P3.csv"
