"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",2.5,"SF1M3.csv"
"Mytilus sp.","sessile",1.3998,"invertebrate",18.4,"SF1M3.csv"
"Zooplankton","swimming",0.001,"invertebrate",10,"SF1M3.csv"
"Fabricia stellaris","sessile",2e-04,"invertebrate",2e-04,"SF1M3.csv"
"Macoma balthica","sessile",0.0956,"invertebrate",0.096,"SF1M3.csv"
"Gammarus oceanicus","swimming",0.1594,"invertebrate",1.7,"SF1M3.csv"
"Fucus","sessile",0.000228,"primary producer",13.06,"SF1M3.csv"
"Littorina littorea","walking",0.1718,"invertebrate",0.34,"SF1M3.csv"
"Littorina obtusata","walking",0.1072,"invertebrate",2.05,"SF1M3.csv"
"Littorina saxatilis","walking",0.0367,"invertebrate",0.75,"SF1M3.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"SF1M3.csv"
"Petalonia fascia","sessile",0.000228,"primary producer",0.48,"SF1M3.csv"
"Ralfsia verrucosa","sessile",0.000228,"primary producer",0.1,"SF1M3.csv"
"Devaleraea ramentacea","sessile",0.000228,"primary producer",3.08,"SF1M3.csv"
"Diatomophyceae","sessile",2e-04,"primary producer",16.11,"SF1M3.csv"
