"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",2.5,"MBP3.csv"
"Gammaridae","swimming",0.0012,"invertebrate",0.026,"MBP3.csv"
"Zooplankton","swimming",0.001,"invertebrate",10,"MBP3.csv"
"Polychaeta","walking",2e-04,"invertebrate",5e-04,"MBP3.csv"
"Harparticoida","swimming",0.001,"invertebrate",0.001,"MBP3.csv"
"Ostracoda","swimming",0.001,"invertebrate",0.001,"MBP3.csv"
"Nymphon gracile","walking",0.01,"invertebrate",0.1,"MBP3.csv"
"Membranipora membranaceae","sessile",0.01,"invertebrate",0.01,"MBP3.csv"
"Bivalvia","sessile",0.01,"invertebrate",0.1,"MBP3.csv"
"Mysida","swimming",2e-04,"invertebrate",0.001,"MBP3.csv"
"Stenothoidae","swimming",0.0038,"invertebrate",0.023,"MBP3.csv"
"Palaemon elegans","swimming",0.01,"invertebrate",0.1,"MBP3.csv"
"Oligochaeta","walking",2e-04,"invertebrate",4e-04,"MBP3.csv"
"Carcinus maenas","walking",0.01,"invertebrate",0.1,"MBP3.csv"
"Sphaeromatidae","walking",0.0033,"invertebrate",0.0098,"MBP3.csv"
"Palaemon serratus","swimming",0.1553,"invertebrate",1.55,"MBP3.csv"
"Tanaidacea","walking",0.0021,"invertebrate",0.042,"MBP3.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",222.5,"MBP3.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"MBP3.csv"
"Insecta","swimming",2e-04,"invertebrate",3e-04,"MBP3.csv"
"Omalogyra atomus","walking",3e-04,"invertebrate",0.001,"MBP3.csv"
"Littorina littorea","walking",0.01,"invertebrate",0.1,"MBP3.csv"
"Gibbula umbilicalis","walking",0.01,"invertebrate",0.1,"MBP3.csv"
"Gibbula cineraria","walking",0.01,"invertebrate",0.1,"MBP3.csv"
"Ulva linza","sessile",0.000228,"primary producer",0.1,"MBP3.csv"
"Ulva intestinalis","sessile",0.000228,"primary producer",0.1,"MBP3.csv"
"Saccharina latissima","sessile",0.000228,"primary producer",0.1,"MBP3.csv"
"Fucus serratus","sessile",0.000228,"primary producer",282,"MBP3.csv"
"Dictyota dichotoma","sessile",0.000228,"primary producer",0.1,"MBP3.csv"
"Ectocarpus siliculosus","sessile",0.000228,"primary producer",0.1,"MBP3.csv"
"Polysiphonia sp.","sessile",0.000228,"primary producer",0.1,"MBP3.csv"
"Corallina officinalis","sessile",0.000228,"primary producer",0.1,"MBP3.csv"
"Lomentaria articulata","sessile",0.000228,"primary producer",0.1,"MBP3.csv"
"Chondrus crispus","sessile",0.000228,"primary producer",0.1,"MBP3.csv"
"Mastocarpus stellatus","sessile",0.000228,"primary producer",0.1,"MBP3.csv"
"Furcellaria lumbricalis","sessile",0.000228,"primary producer",0.1,"MBP3.csv"
"Palmaria palmata","sessile",0.000228,"primary producer",0.1,"MBP3.csv"
