"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Insecta","swimming",6e-04,"invertebrate",0.008,"RV1P1.csv"
"Nassariidae","walking",0.152,"invertebrate",0.3,"RV1P1.csv"
"Turbellaria","swimming",0.002,"invertebrate",0.002,"RV1P1.csv"
"Polychaeta","walking",0.008,"invertebrate",0.3,"RV1P1.csv"
"Lipophrys pholis","swimming",0.167,"ectotherm vertebrate",1.17,"RV1P1.csv"
"Palaemon longirostris","swimming",0.085,"invertebrate",1.53,"RV1P1.csv"
"Gobius paganellus","swimming",0.181,"ectotherm vertebrate",0.18,"RV1P1.csv"
"Carcinus maenas","walking",0.136,"invertebrate",0.14,"RV1P1.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"RV1P1.csv"
"Porifera","sessile",0.48,"invertebrate",0.48,"RV1P1.csv"
"Gammaridae","swimming",3e-04,"invertebrate",0.002,"RV1P1.csv"
"Caprella sp.","walking",7e-04,"invertebrate",0.003,"RV1P1.csv"
"Musculus costulatus","sessile",0.0088,"invertebrate",0.32,"RV1P1.csv"
"Zooplankton","swimming",0.001,"invertebrate",4,"RV1P1.csv"
"Cardiidae","sessile",0.01,"invertebrate",0.005,"RV1P1.csv"
"Copepoda","swimming",0.001,"invertebrate",0.001,"RV1P1.csv"
"Chthamalus sp.","sessile",0.01,"invertebrate",0.1,"RV1P1.csv"
"Actinothoe sphyrodeta","sessile",0.19,"invertebrate",0.19,"RV1P1.csv"
"Sagartia elegans","sessile",0.01,"invertebrate",3.6,"RV1P1.csv"
"Ophiuroidea","walking",0.23,"invertebrate",0.69,"RV1P1.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"RV1P1.csv"
"Oligochaeta","walking",5e-04,"invertebrate",5e-04,"RV1P1.csv"
"Mytilus galloprovincialis","sessile",0.304,"invertebrate",6.58,"RV1P1.csv"
"Solecurtus strigilatus","sessile",0.097,"invertebrate",0.3,"RV1P1.csv"
"Tanaidacea","walking",0.0022,"invertebrate",0.002,"RV1P1.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",2802.67,"RV1P1.csv"
"Pantopoda","walking",0.0027,"invertebrate",0.01,"RV1P1.csv"
"Asterina gibbosa","walking",0.01,"invertebrate",0.1,"RV1P1.csv"
"Paracentrotus lividus","walking",0.42,"invertebrate",9.61,"RV1P1.csv"
"Acanthochitona crinita","walking",0.24,"invertebrate",0.49,"RV1P1.csv"
"Lepidochitona cinerea","walking",0.13,"invertebrate",0.78,"RV1P1.csv"
"Leptochiton algesirensis","walking",0.13,"invertebrate",0.26,"RV1P1.csv"
"Patella ulyssiponensis","walking",0.15,"invertebrate",0.3,"RV1P1.csv"
"Gibbula umbilicalis","walking",0.12,"invertebrate",2.37,"RV1P1.csv"
"Rissoidae","walking",0.002,"invertebrate",0.1,"RV1P1.csv"
"Omalogyra atomus","walking",5e-04,"invertebrate",0.003,"RV1P1.csv"
"Barleeia sp.","walking",0.0024,"invertebrate",0.05,"RV1P1.csv"
"Littorina sp.","walking",0.01,"invertebrate",0.1,"RV1P1.csv"
"Aplysia punctata","walking",0.13,"invertebrate",0.13,"RV1P1.csv"
"Sphaeromatidae","walking",0.0069,"invertebrate",0.025,"RV1P1.csv"
"Ampithoidae","swimming",0.0014,"invertebrate",0.01,"RV1P1.csv"
"Stenothoidae","swimming",5e-04,"invertebrate",0.008,"RV1P1.csv"
"Calliopidae","swimming",0.0043,"invertebrate",0.004,"RV1P1.csv"
"Lophozozymus incisus","walking",0.418,"invertebrate",0.64,"RV1P1.csv"
"Pirimela denticulata","walking",0.57,"invertebrate",0.67,"RV1P1.csv"
"Codium sp.","sessile",0.000228,"primary producer",36,"RV1P1.csv"
"Colpomenia peregrina","sessile",0.000228,"primary producer",0.1,"RV1P1.csv"
"Bifurcaria bifurcata","sessile",0.000228,"primary producer",0.1,"RV1P1.csv"
"Cystoseira sp.","sessile",0.000228,"primary producer",311,"RV1P1.csv"
"Sphacelaria cirrosa","sessile",0.000228,"primary producer",2782,"RV1P1.csv"
"Saccorhiza polyschides","sessile",0.000228,"primary producer",10040,"RV1P1.csv"
"Anemonia sulcata","sessile",43.99,"invertebrate",1011.8,"RV1P1.csv"
"Asparagopsis armata","sessile",0.000228,"primary producer",129,"RV1P1.csv"
"Lithophyllum sp.","sessile",0.000228,"primary producer",0.01,"RV1P1.csv"
"Ceramium ciliatum","sessile",0.000228,"primary producer",0.44,"RV1P1.csv"
"Turridae","walking",0.0038,"invertebrate",0.02,"RV1P1.csv"
"Melitidae","swimming",0.002,"invertebrate",0.002,"RV1P1.csv"
"Nucella sp.","walking",0.012,"invertebrate",0.02,"RV1P1.csv"
"Ellisolandia elongata","sessile",0.000228,"primary producer",32.56,"RV1P1.csv"
