"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Insecta","swimming",7e-04,"invertebrate",0.007,"CR2P4.csv"
"Lipophrys pholis","swimming",0.16,"ectotherm vertebrate",0.32,"CR2P4.csv"
"Palaemon longirostris","swimming",0.136,"invertebrate",2.72,"CR2P4.csv"
"Gobius paganellus","swimming",0.273,"ectotherm vertebrate",1.91,"CR2P4.csv"
"Polychaeta","walking",0.0082,"invertebrate",0.05,"CR2P4.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"CR2P4.csv"
"Zooplankton","swimming",0.001,"invertebrate",4,"CR2P4.csv"
"Gammaridae","swimming",0.0026,"invertebrate",0.0026,"CR2P4.csv"
"Ophiuroidea","walking",0.0018,"invertebrate",0.0018,"CR2P4.csv"
"Musculus costulatus","sessile",0.0095,"invertebrate",0.14,"CR2P4.csv"
"Mytilus galloprovincialis","other",0.0132,"invertebrate",0.21,"CR2P4.csv"
"Copepoda","swimming",0.001,"invertebrate",0.001,"CR2P4.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"CR2P4.csv"
"Oligochaeta","walking",0.0026,"invertebrate",0.0026,"CR2P4.csv"
"Tanaidacea","walking",0.0014,"invertebrate",0.008,"CR2P4.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",0.1,"CR2P4.csv"
"Sphaeromatidae","walking",0.098,"invertebrate",0.29,"CR2P4.csv"
"Pantopoda","walking",7e-04,"invertebrate",7e-04,"CR2P4.csv"
"Ampithoidae","swimming",0.003,"invertebrate",0.015,"CR2P4.csv"
"Aplysia punctata","walking",1.11,"invertebrate",18.89,"CR2P4.csv"
"Acanthochitona crinita","walking",0.125,"invertebrate",0.375,"CR2P4.csv"
"Lepidochitona cinerea","walking",1.38,"invertebrate",19.34,"CR2P4.csv"
"Leptochiton algesirensis","walking",0.13,"invertebrate",0.13,"CR2P4.csv"
"Pachygrapsus marmoratus","walking",3.291,"invertebrate",3.29,"CR2P4.csv"
"Patella ulyssiponensis","walking",14.72,"invertebrate",14.72,"CR2P4.csv"
"Carcinus maenas","walking",111.1,"invertebrate",111,"CR2P4.csv"
"Gibbula umbilicalis","walking",0.613,"invertebrate",12.87,"CR2P4.csv"
"Rissoidae","walking",0.0038,"invertebrate",0.004,"CR2P4.csv"
"Sphacelaria cirrosa","sessile",0.000228,"primary producer",0.1,"CR2P4.csv"
"Nassariidae","walking",1.64,"invertebrate",3.27,"CR2P4.csv"
"Ellisolandia elongata","sessile",0.000228,"primary producer",0.1,"CR2P4.csv"
"Lithophyllum sp.","sessile",0.000228,"primary producer",0.1,"CR2P4.csv"
"Nemertea","walking",0.00019,"invertebrate",2e-04,"CR2P4.csv"
"Phorcus lineatus","walking",0.744,"invertebrate",6.7,"CR2P4.csv"
"Nucella sp.","walking",0.0054,"invertebrate",0.01,"CR2P4.csv"
