"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",0.5,"FXAP4.csv"
"Zooplankton","swimming",0.001,"invertebrate",2,"FXAP4.csv"
"Chthamalus bisinuatus","sessile",0.01,"invertebrate",0.1,"FXAP4.csv"
"Cinachyrella alloclada","sessile",0.01,"invertebrate",0.1,"FXAP4.csv"
"Ostracoda","swimming",0.001,"invertebrate",2e-04,"FXAP4.csv"
"Eudistoma vannamei","sessile",0.01,"invertebrate",0.1,"FXAP4.csv"
"Polychaeta","walking",0.0026,"invertebrate",0.0154,"FXAP4.csv"
"Phallusia nigra","sessile",0.01,"invertebrate",0.1,"FXAP4.csv"
"Gammaridae","swimming",0.0017,"invertebrate",0.0132,"FXAP4.csv"
"Eulithidium affine","walking",0.0054,"invertebrate",0.0216,"FXAP4.csv"
"Protopalythoa variabilis","sessile",0.647,"invertebrate",4.53,"FXAP4.csv"
"Tanaidacea","walking",5e-04,"invertebrate",0.0011,"FXAP4.csv"
"Amphitoidae","swimming",0.001,"invertebrate",0.001,"FXAP4.csv"
"Oligochaeta","walking",0.0025,"invertebrate",0.0025,"FXAP4.csv"
"Stenothoidae","swimming",0.0145,"invertebrate",0.029,"FXAP4.csv"
"Clibanarius antillensis","walking",0.2,"invertebrate",0.6,"FXAP4.csv"
"Bittiolum varium","walking",0.0018,"invertebrate",0.0018,"FXAP4.csv"
"Spatoglossum schroederi","sessile",0.000228,"primary producer",0.25,"FXAP4.csv"
"Idotea","walking",1e-04,"invertebrate",2e-04,"FXAP4.csv"
"Cerithium atratum","walking",0.987,"invertebrate",18.76,"FXAP4.csv"
"Sphacelaria sp.","sessile",0.000228,"primary producer",28.8,"FXAP4.csv"
"Acanthophora spicifera","sessile",0.000228,"primary producer",7.6,"FXAP4.csv"
"Corallina sp.","sessile",0.000228,"primary producer",2.25,"FXAP4.csv"
"Lithophyllum sp.","sessile",0.000228,"primary producer",0.01,"FXAP4.csv"
"Hypnea musciformis","sessile",0.000228,"primary producer",36.7,"FXAP4.csv"
"Gracilaria sp.","sessile",0.000228,"primary producer",5.1,"FXAP4.csv"
"Stramonita haemastoma","walking",0.6,"invertebrate",0.6,"FXAP4.csv"
