"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Gibbula umbilicalis","walking",0.0073,"invertebrate",0.015,"RMP4.csv"
"Lipophrys pholis","swimming",0.115,"ectotherm vertebrate",0.23,"RMP4.csv"
"Patella ulyssiponensis","walking",0.01,"invertebrate",0.1,"RMP4.csv"
"Zooplankton","swimming",0.001,"invertebrate",2,"RMP4.csv"
"Tanaidacea","walking",8e-04,"invertebrate",0.0049,"RMP4.csv"
"Isopoda","walking",7e-04,"invertebrate",0.0028,"RMP4.csv"
"Gammaridae","swimming",5e-04,"invertebrate",0.0051,"RMP4.csv"
"Copepoda","swimming",0.001,"invertebrate",0.001,"RMP4.csv"
"Polychaeta","walking",8e-04,"invertebrate",0.014,"RMP4.csv"
"Omalogyra atomus","walking",5e-04,"invertebrate",0.018,"RMP4.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"RMP4.csv"
"Batzella inops","sessile",0.01,"invertebrate",0.1,"RMP4.csv"
"Padina pavonica","sessile",0.000228,"primary producer",50,"RMP4.csv"
"Insecta","swimming",2e-04,"invertebrate",0.0011,"RMP4.csv"
"Rhodomelaceae","sessile",0.000228,"primary producer",14000,"RMP4.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"RMP4.csv"
