"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Insecta","swimming",7e-04,"invertebrate",0.008,"RV2P3.csv"
"Turbellaria","swimming",3e-04,"invertebrate",3e-04,"RV2P3.csv"
"Polychaeta","walking",0.002,"invertebrate",0.04,"RV2P3.csv"
"Lipophrys pholis","swimming",0.22,"ectotherm vertebrate",5.81,"RV2P3.csv"
"Palaemon longirostris","swimming",0.15,"invertebrate",3.28,"RV2P3.csv"
"Gobius paganellus","swimming",0.31,"ectotherm vertebrate",2.19,"RV2P3.csv"
"Carcinus maenas","walking",0.183,"invertebrate",0.18,"RV2P3.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"RV2P3.csv"
"Zooplankton","swimming",0.001,"invertebrate",4,"RV2P3.csv"
"Gammaridae","swimming",0.0016,"invertebrate",0.009,"RV2P3.csv"
"Ophiuroidea","walking",0.0028,"invertebrate",0.02,"RV2P3.csv"
"Musculus costulatus","sessile",0.0059,"invertebrate",0.12,"RV2P3.csv"
"Mytilus galloprovincialis","other",0.017,"invertebrate",0.02,"RV2P3.csv"
"Cardiidae","sessile",0.001,"invertebrate",0.002,"RV2P3.csv"
"Callianassidae","walking",2e-04,"invertebrate",2e-04,"RV2P3.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"RV2P3.csv"
"Oligochaeta","walking",0.0016,"invertebrate",0.02,"RV2P3.csv"
"Tanaidacea","walking",0.0016,"invertebrate",0.05,"RV2P3.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",413.4,"RV2P3.csv"
"Pantopoda","walking",3e-04,"invertebrate",3e-04,"RV2P3.csv"
"Paracentrotus lividus","walking",10.39,"invertebrate",20.78,"RV2P3.csv"
"Actinia equina","sessile",7.59,"invertebrate",7.59,"RV2P3.csv"
"Acanthochitona crinita","walking",0.19,"invertebrate",0.19,"RV2P3.csv"
"Lepidochitona cinerea","walking",0.16,"invertebrate",2.74,"RV2P3.csv"
"Leptochiton algesirensis","walking",0.18,"invertebrate",0.36,"RV2P3.csv"
"Gibbula umbilicalis","walking",0.13,"invertebrate",2.14,"RV2P3.csv"
"Rissoidae","walking",0.0021,"invertebrate",0.002,"RV2P3.csv"
"Omalogyra atomus","walking",6e-04,"invertebrate",0.005,"RV2P3.csv"
"Barleeia sp.","walking",0.0024,"invertebrate",0.04,"RV2P3.csv"
"Littorina sp.","walking",0.0127,"invertebrate",0.013,"RV2P3.csv"
"Aplysia punctata","walking",0.12,"invertebrate",0.12,"RV2P3.csv"
"Sphaeromatidae","walking",0.055,"invertebrate",0.16,"RV2P3.csv"
"Calliopidae","swimming",0.0119,"invertebrate",0.012,"RV2P3.csv"
"Lophozozymus incisus","walking",0.01,"invertebrate",0.1,"RV2P3.csv"
"Pirimela denticulata","walking",0.0073,"invertebrate",0.04,"RV2P3.csv"
"Codium sp.","sessile",0.000228,"primary producer",5.98,"RV2P3.csv"
"Colpomenia peregrina","sessile",0.000228,"primary producer",7.14,"RV2P3.csv"
"Cystoseira sp.","sessile",0.000228,"primary producer",6.96,"RV2P3.csv"
"Sphacelaria cirrosa","sessile",0.000228,"primary producer",75.37,"RV2P3.csv"
"Anemonia sulcata","sessile",21.55,"invertebrate",107.73,"RV2P3.csv"
"Ellisolandia elongata","sessile",0.000228,"primary producer",1410,"RV2P3.csv"
"Lithophyllum sp.","sessile",0.000228,"primary producer",132.33,"RV2P3.csv"
"Ceramium ciliatum","sessile",0.000228,"primary producer",0.1,"RV2P3.csv"
"Ceramium virgatum","sessile",0.000228,"primary producer",77.1,"RV2P3.csv"
"Turridae","walking",0.0021,"invertebrate",0.033,"RV2P3.csv"
"Turbonilla sp.","walking",0.005,"invertebrate",NA,"RV2P3.csv"
"Nucella sp.","walking",0.0092,"invertebrate",0.009,"RV2P3.csv"
"Cumacea","walking",0.0023,"invertebrate",0.002,"RV2P3.csv"
