"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Clibanarius vittatus","walking",0.01,"invertebrate",0.1,"AP3.csv"
"Bunodosoma caissarum","sessile",1.83,"invertebrate",10.95,"AP3.csv"
"PhytoP","other",1e-04,"primary producer",0.5,"AP3.csv"
"Copepoda","swimming",0.001,"invertebrate",0.001,"AP3.csv"
"Zooplankton","swimming",0.001,"invertebrate",3,"AP3.csv"
"Odontesthes argentinensis","swimming",0.01,"ectotherm vertebrate",0.1,"AP3.csv"
"Crassostrea virginica","sessile",9.56,"invertebrate",28.67,"AP3.csv"
"Tanaidacea","walking",0.01,"invertebrate",0.001,"AP3.csv"
"Isopoda","walking",0.01,"invertebrate",0.001,"AP3.csv"
"Sebidae","swimming",0.01,"invertebrate",0.001,"AP3.csv"
"Polychaeta","walking",0.01,"invertebrate",0.01,"AP3.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",415,"AP3.csv"
"Pachygrapsus transversus","walking",1.28,"invertebrate",2.55,"AP3.csv"
"Scartella cristata","swimming",0.57,"ectotherm vertebrate",0.57,"AP3.csv"
"Alpheus formosus","walking",0.01,"invertebrate",0.1,"AP3.csv"
"Palaemon northropi","swimming",0.01,"invertebrate",0.1,"AP3.csv"
"Eriphia gonagra","walking",0.01,"invertebrate",0.1,"AP3.csv"
"Bryopsis sp","sessile",0.000228,"primary producer",31.35,"AP3.csv"
