"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",2.5,"PC2P2.csv"
"Batzella inops","sessile",0.01,"invertebrate",0.1,"PC2P2.csv"
"Gammaridae","swimming",5e-04,"invertebrate",0.0024,"PC2P2.csv"
"Zooplankton","swimming",0.001,"invertebrate",2,"PC2P2.csv"
"Amphipholis squamata","walking",0.0016,"invertebrate",0.0016,"PC2P2.csv"
"Thalassoma pavo","swimming",0.01,"ectotherm vertebrate",0.1,"PC2P2.csv"
"Gobius sp.","swimming",0.3,"ectotherm vertebrate",0.37,"PC2P2.csv"
"Ostracoda","swimming",0.001,"invertebrate",0.001,"PC2P2.csv"
"Tanaidacea","walking",6e-04,"invertebrate",6e-04,"PC2P2.csv"
"Liza ramada","swimming",0.38,"ectotherm vertebrate",1.92,"PC2P2.csv"
"Palaemon elegans","swimming",0.25,"invertebrate",2.47,"PC2P2.csv"
"Pirimela denticulata","walking",0.4,"invertebrate",0.4,"PC2P2.csv"
"Anemonia sargassensis","sessile",0.369,"invertebrate",0.74,"PC2P2.csv"
"Polychaeta","walking",0.01,"invertebrate",0.01,"PC2P2.csv"
"Caulerpa webbiana","sessile",0.000228,"primary producer",41.5,"PC2P2.csv"
"Paracentrotus lividus","walking",20.83,"invertebrate",416.66,"PC2P2.csv"
"Lipophrys pholis","swimming",5.96,"ectotherm vertebrate",11.93,"PC2P2.csv"
"Caprella sp.","walking",2e-04,"invertebrate",2e-04,"PC2P2.csv"
"Eriphia verrucosa","walking",0.01,"invertebrate",0.1,"PC2P2.csv"
"Grapsus adscensionis","walking",0.01,"invertebrate",0.1,"PC2P2.csv"
"Acanthonyx lunulatus","walking",1.59,"invertebrate",1.59,"PC2P2.csv"
"Insecta","swimming",2e-04,"invertebrate",2e-04,"PC2P2.csv"
"Cladophora prolifera","sessile",0.000228,"primary producer",162700,"PC2P2.csv"
"Cladostephus spongiosus","sessile",0.000228,"primary producer",45800,"PC2P2.csv"
"Sargassum vulgare","sessile",0.000228,"primary producer",75800,"PC2P2.csv"
"Dictyota sp.","sessile",0.000228,"primary producer",793,"PC2P2.csv"
"Padina pavonica","sessile",0.000228,"primary producer",1161100,"PC2P2.csv"
"Laurencia sp.","sessile",0.000228,"primary producer",136500,"PC2P2.csv"
"Corallina sp.","sessile",0.000228,"primary producer",2170,"PC2P2.csv"
"Liagora sp.","sessile",0.000228,"primary producer",3.25,"PC2P2.csv"
"Stramonita haemastoma","walking",7.5,"invertebrate",14.99,"PC2P2.csv"
